hour,load,wind_available,solar_available,thermal,wind_used,solar_used,wind_curt,solar_curt,charge,discharge,unserved,energy_start_MWh,energy_MWh,soc,balance_error_MW
0,92,61.32,0,30,52.000000000000007,0,9.3199999999999861,0,0,10,0,39.999999999999993,29.473684210529996,0.36842105263162495,0
1,87,64.340000000000003,0,30,64.340000000000003,0,0,0,7.3399999999999972,0,0,29.473684210529996,36.446684210529995,0.45558355263162492,6.2172489379008766e-15
2,83,63.359999999999999,0,30,63.000000000000007,0,0.35999999999999233,0,9.9999999999999982,0,0,36.446684210529995,45.946684210529988,0.57433355263162489,1.7763568394002505e-15
3,81,61.229999999999997,0,30,60.999999999999993,0,0.23000000000001108,0,9.9999999999999982,0,0,45.946684210529988,55.446684210529988,0.6930835526316248,1.7763568394002505e-15
4,82,58,0,30,58,0,0,0,6.0000000000000053,0,0,55.446684210529988,61.14668421052999,0.76433355263162484,-5.3290705182007514e-15
5,89,55.299999999999997,0,30,49,0,6.3000000000000043,0,0,10,0,61.14668421052999,50.62036842106,0.63275460526325,0
6,103,55.350000000000001,0,37.649999999999999,55.350000000000001,0,0,0,0,9.9999999999999982,0,50.62036842106,40.094052631590003,0.50117565789487506,0
7,122,54.100000000000001,17.25,40.650000000000006,54.100000000000001,17.25,0,0,0,9.9999999999999982,0,40.094052631590003,29.567736842120013,0.36959671052650017,0
8,139,50.340000000000003,49.479999999999997,30,50.339999999999996,48.660000000000004,0,0.82000000000000028,0,10,0,29.567736842120013,19.041421052650016,0.2380177631581252,0
9,145,46.689999999999998,86.150000000000006,30,20.687674999979567,86.150000000000006,26.002325000020438,0,0,8.1623250000204184,0,19.041421052650016,10.449499999999951,0.1306187499999994,0
10,141,44.890000000000001,119.16,30,1.8400000000000181,119.16,43.049999999999983,0,10.000000000000002,0,0,10.449499999999951,19.949499999999954,0.24936874999999942,-1.7763568394002505e-15
11,134,43.740000000000002,141.91,30,43.739999999999995,70.260000000000019,0,71.649999999999977,9.9999999999999982,0,0,19.949499999999954,29.449499999999951,0.36811874999999938,1.7763568394002505e-15
12,128,41.520000000000003,150,30,41.520000000000003,66.47999999999999,0,83.52000000000001,10.000000000000002,0,0,29.449499999999951,38.949499999999951,0.48686874999999941,-1.7763568394002505e-15
13,125,39.090000000000003,141.91,30,39.089999999999996,65.909999999999997,0,76,10.000000000000002,0,0,38.949499999999951,48.449499999999958,0.60561874999999943,-1.7763568394002505e-15
14,127,39.299999999999997,119.16,30,39.299999999999997,67.700000000000003,0,51.459999999999994,10.000000000000002,0,0,48.449499999999958,57.949499999999958,0.72436874999999945,-1.7763568394002505e-15
15,133,42.07,86.150000000000006,30,26.849999999999994,86.150000000000006,15.220000000000006,0,10.000000000000002,0,0,57.949499999999958,67.449499999999972,0.84311874999999969,-1.7763568394002505e-15
16,143,42.859999999999999,49.479999999999997,55.450000000000017,42.859999999999999,49.480000000000004,0,0,4.790000000000032,0,0,67.449499999999972,72,0.90000000000000002,-1.1546319456101628e-14
17,154,41.299999999999997,17.25,85.450000000000017,41.299999999999997,17.25,0,0,0,10,0,72,61.473684210529989,0.76842105263162486,0
18,160,42.140000000000001,0,115.45000000000002,42.140000000000001,0,0,0,0,2.4099999999999855,0,61.473684210529989,58.936842105267729,0.73671052631584666,2.8421709430404007e-14
19,162,43.409999999999997,0,118.59,43.410000000000004,0,0,0,0,0,0,58.936842105267729,58.936842105267729,0.73671052631584666,0
20,151,46.390000000000001,0,104.57999999998937,46.390000000000001,0,0,0,0,0.030000000010644731,0,58.936842105267729,58.905263157888129,0.73631578947360166,0
21,132,52.109999999999999,0,79.890000000000001,52.109999999999999,0,0,0,0,0,0,58.905263157888129,58.905263157888115,0.73631578947360143,0
22,112,54.149999999999999,0,49.890000000000001,54.149999999999999,0,0,0,0,7.9600000000000088,0,58.905263157888115,50.52631578946999,0.63157894736837483,0
23,99,54.939999999999998,0,34.060000000000002,54.939999999999998,0,0,0,0,10,0,50.52631578946999,39.999999999999993,0.49999999999999989,0
