hour,load,wind_available,solar_available,thermal,wind_used,solar_used,wind_curt,solar_curt,charge,discharge,unserved,energy_start_MWh,energy_MWh,soc,balance_error_MW
0,92,61.32,0,30,57.978174999998565,0,3.3418250000014278,0,0,4.0218250000014244,0,35,30.766499999999983,0.4395214285714284,0
1,87,64.340000000000003,0,30,64.340000000000003,0,0,0,7.3399999999999999,0,0,30.766499999999983,37.739499999999992,0.53913571428571405,2.6645352591003761e-15
2,83,63.359999999999999,0,30,63.359999999999999,0,0,0,10.359999999999998,0,0,37.739499999999992,47.581499999999991,0.67973571428571411,1.7763568394002505e-15
3,81,61.229999999999997,0,30,61.229999999999997,0,0,0,10.230000000000004,0,0,47.581499999999991,57.29999999999999,0.81857142857142828,0
4,82,58,0,30,58,0,0,0,6.0000000000000044,0,0,57.29999999999999,62.999999999999993,0.89999999999999991,-3.5527136788005009e-15
5,89,55.299999999999997,0,30,55.299999999999997,0,0,0,0,3.6999999999999904,0,62.999999999999993,59.105263157896097,0.84436090225565863,0
6,103,55.350000000000001,0,30,55.350000000000001,0,0,0,0,17.650000000000006,0,59.105263157896097,40.526315789481551,0.57894736842116501,0
7,122,54.100000000000001,17.25,30,54.100000000000001,15.229999999981381,0,2.0200000000186198,0,22.670000000018621,0,40.526315789481551,16.663157894733452,0.2380451127819064,0
8,139,50.340000000000003,49.479999999999997,30,50.340000000000003,49.479999999999997,0,0,0,9.1799999999999873,0,16.663157894733452,6.9999999999999991,0.099999999999999895,-2.8421709430404007e-14
9,145,46.689999999999998,86.150000000000006,30,46.690000000000005,86.150000000000006,0,0,17.840000000000014,0,0,6.9999999999999991,23.948000000000015,0.34211428571428593,-1.0658141036401504e-14
10,141,44.890000000000001,119.16,30,13.349030470894704,119.16,31.540969529105297,0,21.5090304708947,0,0,23.948000000000015,44.381578947349993,0.63402255639071414,-1.4210854715202004e-14
11,134,43.740000000000002,141.91,30,43.740000000000002,35.260000000000005,0,106.65000000000001,0,25,0,44.381578947349993,18.065789473674982,0.25808270676678541,0
12,128,41.520000000000003,150,30,41.520000000000003,81.47999999999999,0,68.52000000000001,25.000000000000004,0,0,18.065789473674982,41.81578947367499,0.59736842105249977,-3.5527136788005009e-15
13,125,39.090000000000003,141.91,30,39.090000000000003,30.909999999999997,0,111,0,25,0,41.81578947367499,15.49999999999998,0.22142857142857111,-1.4210854715202004e-14
14,127,39.299999999999997,119.16,30,2.8399999999999963,119.16,36.460000000000001,0,25.000000000000004,0,0,15.49999999999998,39.249999999999993,0.5607142857142855,-3.5527136788005009e-15
15,133,42.07,86.150000000000006,30,41.849999999999994,86.150000000000006,0.22000000000001299,0,25.000000000000004,0,0,39.249999999999993,62.999999999999993,0.89999999999999991,-3.5527136788005009e-15
16,143,42.859999999999999,49.479999999999997,50.659999999999989,42.859999999999999,49.479999999999997,0,0,0,8.9460940969925927e-15,0,62.999999999999993,62.999999999999993,0.89999999999999991,0
17,154,41.299999999999997,17.25,80.659999999999982,41.299999999999997,17.25,0,0,0,14.79000000000002,0,62.999999999999993,47.431578947373829,0.67759398496248324,0
18,160,42.140000000000001,0,110.66,42.140000000000001,0,0,0,0,7.2000000000000046,0,47.431578947373829,39.852631578955432,0.56932330827079181,2.8421709430404007e-14
19,162,43.409999999999997,0,118.58999999999996,43.409999999999997,0,0,0,0,0,0,39.852631578955432,39.852631578955439,0.56932330827079203,-2.8421709430404007e-14
20,151,46.390000000000001,0,99.99999999999072,46.390000000000001,0,0,0,0,4.6100000000092569,0,39.852631578955439,35,0.5,-2.8421709430404007e-14
21,132,52.109999999999999,0,79.889999999999986,52.109999999999999,0,0,0,0,0,0,35,34.999999999999986,0.49999999999999972,0
22,112,54.149999999999999,0,57.850000000000001,54.149999999999999,0,0,0,0,0,0,34.999999999999986,34.999999999999979,0.49999999999999972,0
23,99,54.939999999999998,0,44.060000000000016,54.939999999999998,0,0,0,0,0,0,34.999999999999979,35,0.5,1.4210854715202004e-14
