scenario,energy_capacity_MWh,power_capacity_MW,total_cost_CNY,thermal_cost_CNY,storage_cost_CNY,curtailment_cost_CNY,load_shedding_cost_CNY,renewable_utilization_pct,curtailment_rate_pct,num_steps,time_step_hours,thermal_generation_MWh,curtailment_MWh,load_shedding_MWh,storage_discharge_MWh,initial_inventory_supply_MWh,simulation_hours,storage_capex_CNY,capital_recovery_factor,year_fraction,storage_annualized_investment_CNY_per_year,storage_annual_fixed_om_CNY_per_year,storage_investment_allocated_CNY,storage_fixed_om_CNY,storage_variable_om_CNY,storage_om_cost_CNY,operating_cost_excluding_investment_CNY,initial_inventory_thermal_value_CNY,solver_status,storage_utilization_pct,storage_charge_MWh,operating_objective_CNY,max_constraint_residual
E050_P10,50,10,497346.559671,403571,14490.5574683,79285.0022022,0,81.7805991704,18.2194008296,24,1,1153.06,396.425011011,0,78.447975,0,24,43000000,0.0963422876092,0.0027397260274,4142718.3672,860000,11349.9133348,2356.16438356,784.47975,3140.64413356,485996.646336,0,Optimal,83.3333333333,86.9229639889,483640.481952,3.69482222595e-12
E050_P15,50,15,492286.611745,400215.556787,15197.1899585,76873.865,0,82.3346695989,17.6653304011,24,1,1143.47301939,384.369325,0,101.299325,0,24,44500000,0.0963422876092,0.0027397260274,4287231.79861,890000,11745.8405441,2438.35616438,1012.99325,3451.34941438,480540.771201,0,Optimal,79.1666666667,112.243019391,478102.415037,5.52802248421e-12
E050_P20,50,20,492645.037176,400215.556787,15778.4339487,76651.0464404,0,82.3858724813,17.6141275187,24,1,1143.47301939,383.255232202,0,111.611825,0,24,46000000,0.0963422876092,0.0027397260274,4431745.23003,920000,12141.7677535,2520.54794521,1116.11825,3636.66619521,480503.269422,0,Optimal,79.1666666667,123.669612188,477982.721477,7.37099270509e-12
E050_P25,50,25,493007.089684,400215.556787,16356.5529389,76434.9799585,0,82.4355237613,17.5644762387,24,1,1143.47301939,382.174899792,0,121.611825,0,24,47500000,0.0963422876092,0.0027397260274,4576258.66144,950000,12537.6949628,2602.73972603,1216.11825,3818.85797603,480469.394721,0,Optimal,79.1666666667,134.749944598,477866.654995,9.20863385545e-12
E050_P30,50,30,493369.142192,400215.556787,16934.671929,76218.9134765,0,82.4851750413,17.5148249587,24,1,1143.47301939,381.094567382,0,131.611825,0,24,49000000,0.0963422876092,0.0027397260274,4720772.09285,980000,12933.6221722,2684.93150685,1316.11825,4001.04975685,480435.52002,0,Optimal,79.1666666667,145.830277008,477750.588513,1.10560449684e-11
E050_P35,50,35,493735.982443,400215.556787,17508.6659192,76011.7597368,0,82.5327782059,17.4672217941,24,1,1143.47301939,380.058798684,0,141.199325,0,24,50500000,0.0963422876092,0.0027397260274,4865285.52427,1010000,13329.5493816,2767.12328767,1411.99325,4179.11653767,480406.433061,0,Optimal,79.1666666667,156.453545706,477639.309774,1.2896350654e-11
E050_P40,50,40,494161.726433,400215.556787,18031.9099094,75914.2597368,0,82.555183346,17.444816654,24,1,1143.47301939,379.571298684,0,145.711825,0,24,52000000,0.0963422876092,0.0027397260274,5009798.95568,1040000,13725.4765909,2849.31506849,1457.11825,4306.43331849,480436.249842,0,Optimal,79.1666666667,161.453545706,477586.934774,1.40119027492e-11
E050_P45,50,45,494607.791923,400215.556787,18537.6453996,75854.5897368,0,82.5688952917,17.4311047083,24,1,1143.47301939,379.272948684,0,148.473475,0,24,53500000,0.0963422876092,0.0027397260274,5154312.38709,1070000,14121.4038003,2931.50684932,1484.73475,4416.24159932,480486.388123,0,Optimal,79.1666666667,164.513545706,477554.881274,1.40047973218e-11
E050_P50,50,50,495085.910913,400215.556787,19015.7643897,75854.5897368,0,82.5688952917,17.4311047083,24,1,1143.47301939,379.272948684,0,148.473475,0,24,55000000,0.0963422876092,0.0027397260274,5298825.81851,1100000,14517.3310096,3013.69863014,1484.73475,4498.43338014,480568.579904,0,Optimal,79.1666666667,164.513545706,477554.881274,1.39976918945e-11
E060_P05,60,5,508459.301676,409111.5,16274.3016758,83073.5,0,80.9100163615,19.0899836385,24,1,1168.89,415.3675,0,49.6375,0,24,49500000,0.0963422876092,0.0027397260274,4768943.23666,990000,13065.5979087,2712.32876712,496.375,3208.70376712,495393.703767,0,Optimal,91.6666666667,55,492681.375,1.84741111298e-12
E060_P10,60,10,497756.015195,402241,17084.0456659,78430.9695291,0,81.9768527261,18.0231472739,24,1,1149.26,392.154847645,0,82.8,0,24,51000000,0.0963422876092,0.0027397260274,4913456.66807,1020000,13461.525118,2794.52054795,828,3622.52054795,484294.490077,0,Optimal,87.5,91.7451523545,481499.969529,3.69482222595e-12
E060_P15,60,15,489919.622906,397064.5,17717.2579061,75137.865,0,82.7335959905,17.2664040095,24,1,1134.47,375.689325,0,98.309325,0,24,52500000,0.0963422876092,0.0027397260274,5057970.09949,1050000,13857.4523274,2876.71232877,983.09325,3859.80557877,476062.170579,0,Optimal,79.1666666667,108.93,473185.45825,5.52802248421e-12
E060_P20,60,20,488693.83781,396112.5,18374.5018963,74206.8359141,0,82.9475430376,17.0524569624,24,1,1131.75,371.034179571,0,116.221825,0,24,54000000,0.0963422876092,0.0027397260274,5202483.5309,1080000,14253.3795367,2958.90410959,1162.21825,4121.12235959,474440.458274,0,Optimal,79.1666666667,128.777645429,471481.554164,7.36832816983e-12
E060_P25,60,25,489055.890319,396112.5,18952.6208865,73990.7694321,0,82.9971943176,17.0028056824,24,1,1131.75,369.953847161,0,126.221825,0,24,55500000,0.0963422876092,0.0027397260274,5346996.96231,1110000,14649.3067461,3041.09589041,1262.21825,4303.31414041,474406.583573,0,Optimal,79.1666666667,139.857977839,471365.487682,9.21396292597e-12
E060_P30,60,30,489417.942827,396112.5,19530.7398766,73774.7029501,0,83.0468455975,16.9531544025,24,1,1131.75,368.873514751,0,136.221825,0,24,57000000,0.0963422876092,0.0027397260274,5491510.39373,1140000,15045.2339554,3123.28767123,1362.21825,4485.50592123,474372.708871,0,Optimal,79.1666666667,150.938310249,471249.4212,1.10560449684e-11
E060_P35,60,35,489779.995335,396112.5,20108.8588668,73558.6364682,0,83.0964968775,16.9035031225,24,1,1131.75,367.793182341,0,146.221825,0,24,58500000,0.0963422876092,0.0027397260274,5636023.82514,1170000,15441.1611648,3205.47945205,1462.21825,4667.69770206,474338.83417,0,Optimal,79.1666666667,162.018642659,471133.354718,1.28927979404e-11
E060_P40,60,40,490142.047843,396112.5,20686.977857,73342.5699862,0,83.1461481575,16.8538518425,24,1,1131.75,366.712849931,0,156.221825,0,24,60000000,0.0963422876092,0.0027397260274,5780537.25655,1200000,15837.0883741,3287.67123288,1562.21825,4849.88948288,474304.959469,0,Optimal,79.1666666667,173.098975069,471017.288236,1.47544199081e-11
E060_P45,60,45,490548.060531,396112.5,21227.2218472,73208.3386842,0,83.1769940151,16.8230059849,24,1,1131.75,366.041693421,0,162.434325,0,24,61500000,0.0963422876092,0.0027397260274,5925050.68797,1230000,16233.0155835,3369.8630137,1624.34325,4994.2062637,474315.044948,0,Optimal,79.1666666667,179.982631579,470945.181934,1.65858438095e-11
E060_P50,60,50,490973.804522,396112.5,21750.4658373,73110.8386842,0,83.1993991552,16.8006008448,24,1,1131.75,365.554193421,0,166.946825,0,24,63000000,0.0963422876092,0.0027397260274,6069564.11938,1260000,16628.9427928,3452.05479452,1669.46825,5121.52304452,474344.861729,0,Optimal,79.1666666667,184.982631579,470892.806934,1.67972302734e-11
E070_P05,70,5,508896.491576,407781.5,18843.8946234,82271.0969529,0,81.0944056197,18.9055943803,24,1,1165.09,411.355484765,0,51.6,0,24,57500000,0.0963422876092,0.0027397260274,5539681.53753,1150000,15177.2096919,3150.68493151,516,3666.68493151,493719.281884,0,Optimal,95.8333333333,57.1745152354,490568.596953,1.84741111298e-12
E070_P10,70,10,498171.877879,400911,19672.0136135,77588.8642659,0,82.1703654069,17.8296345931,24,1,1145.46,387.94432133,0,86.6,0,24,59000000,0.0963422876092,0.0027397260274,5684194.96895,1180000,15573.1369012,3232.87671233,866,4098.87671233,482598.740978,0,Optimal,87.5,95.9556786703,479365.864266,3.69482222595e-12
E070_P15,70,15,490373.642447,395734.5,20272.3508537,74366.7915928,0,82.9107858131,17.0892141869,24,1,1130.67,371.833957964,0,98.821825,0,24,60500000,0.0963422876092,0.0027397260274,5828708.40036,1210000,15969.0641106,3315.06849315,988.21825,4303.28674315,474404.578336,0,Optimal,79.1666666667,109.497867036,471089.509843,5.52802248421e-12
E070_P20,70,20,486410.960844,393057,20951.4758439,72402.485,0,83.362176217,16.637823783,24,1,1123.02,362.012425,0,118.922425,0,24,62000000,0.0963422876092,0.0027397260274,5973221.83177,1240000,16364.9913199,3397.26027397,1189.22425,4586.48452397,470045.969524,0,Optimal,79.1666666667,131.77,466648.70925,7.37543359719e-12
E070_P25,70,25,486358.64774,392829.5,21578.5888341,71950.5589058,0,83.4660271652,16.5339728348,24,1,1122.37,359.752794529,0,133.821825,0,24,63500000,0.0963422876092,0.0027397260274,6117735.26319,1270000,16760.9185293,3479.45205479,1338.21825,4817.67030479,469597.729211,0,Optimal,79.1666666667,148.279030471,466118.277156,9.20863385545e-12
E070_P30,70,30,486720.700248,392829.5,22156.7078242,71734.4924238,0,83.5156784451,16.4843215549,24,1,1122.37,358.672462119,0,143.821825,0,24,65000000,0.0963422876092,0.0027397260274,6262248.6946,1300000,17156.8457386,3561.64383562,1438.21825,4999.86208562,469563.854509,0,Optimal,79.1666666667,159.359362881,466002.210674,1.10595976821e-11
E070_P35,70,35,487082.752756,392829.5,22734.8268144,71518.4259418,0,83.5653297251,16.4346702749,24,1,1122.37,357.592129709,0,153.821825,0,24,66500000,0.0963422876092,0.0027397260274,6406762.12601,1330000,17552.772948,3643.83561644,1538.21825,5182.05386644,469529.979808,0,Optimal,79.1666666667,170.439695291,465886.144192,1.2896350654e-11
E070_P40,70,40,487444.805264,392829.5,23312.9458046,71302.3594598,0,83.6149810051,16.3850189949,24,1,1122.37,356.511797299,0,163.821825,0,24,68000000,0.0963422876092,0.0027397260274,6551275.55743,1360000,17948.7001573,3726.02739726,1638.21825,5364.24564726,469496.105107,0,Optimal,79.1666666667,181.520027701,465770.07771,1.4749979016e-11
