scenario,energy_capacity_MWh,power_capacity_MW,total_cost_CNY,thermal_cost_CNY,storage_cost_CNY,curtailment_cost_CNY,load_shedding_cost_CNY,renewable_utilization_pct,curtailment_rate_pct,num_steps,time_step_hours,thermal_generation_MWh,curtailment_MWh,load_shedding_MWh,storage_discharge_MWh,initial_inventory_supply_MWh,simulation_hours,storage_capex_CNY,capital_recovery_factor,year_fraction,storage_annualized_investment_CNY_per_year,storage_annual_fixed_om_CNY_per_year,storage_investment_allocated_CNY,storage_fixed_om_CNY,storage_variable_om_CNY,storage_om_cost_CNY,operating_cost_excluding_investment_CNY,initial_inventory_thermal_value_CNY,solver_status,storage_utilization_pct,storage_charge_MWh,operating_objective_CNY,max_constraint_residual
E070_P45,70,45,499600.45953,392829.5,35684.6665524,71086.2929779,0,83.664632285,16.335367715,24,1,1122.37,355.431464889,0,173.821825,0,24,106500000,0.0963422876092,0.0027397260274,10260453.6304,2130000,28110.8318641,5835.61643836,1738.21825,7573.83468836,471489.627666,0,Optimal,79.1666666667,192.600360111,465654.011228,1.65858438095e-11
E070_P50,70,50,500300.699168,392829.5,36564.781536,70906.4176316,0,83.7059669756,16.2940330244,24,1,1122.37,354.532088158,0,182.146825,0,24,109000000,0.0963422876092,0.0027397260274,10501309.3494,2180000,28770.7105463,5972.60273973,1821.46825,7794.07098973,471529.988621,0,Optimal,79.1666666667,201.824736842,465557.385882,1.84208204246e-11
E080_P05,80,5,519845.480355,406451.5,31937.9803548,81456,0,81.2817118906,18.7182881094,24,1,1161.29,407.28,0,54.15,0,24,98500000,0.0963422876092,0.0027397260274,9489715.32951,1970000,25999.2200809,5397.26027397,541.5,5938.76027397,493846.260274,0,Optimal,100,60,488449,1.84741111298e-12
E080_P10,80,10,509446.433588,399581,33078.9685884,76786.465,0,82.3547537962,17.6452462038,24,1,1141.66,383.932325,0,88.562325,0,24,101000000,0.0963422876092,0.0027397260274,9730571.04853,2020000,26659.0987631,5534.24657534,885.62325,6419.86982534,482787.334825,0,Optimal,91.6666666667,98.13,477253.08825,3.69482222595e-12
E080_P15,80,15,501901.509639,394404.5,34054.4285721,73442.5810665,0,83.1231659804,16.8768340196,24,1,1126.87,367.212905332,0,106.421825,0,24,103500000,0.0963422876092,0.0027397260274,9971426.76756,2070000,27318.9774454,5671.23287671,1064.21825,6735.45112671,474582.532193,0,Optimal,83.3333333333,117.918919668,468911.299316,5.52802248421e-12
E080_P20,80,20,498345.784556,391727,34976.2995557,71642.485,0,83.5368214115,16.4631785885,24,1,1119.22,358.212425,0,118.922425,0,24,106000000,0.0963422876092,0.0027397260274,10212282.4866,2120000,27978.8561276,5808.21917808,1189.22425,6997.44342808,470366.928428,0,Optimal,83.3333333333,131.77,464558.70925,7.37188088351e-12
E080_P25,80,25,498575.649539,391499.5,35953.6645393,71122.485,0,83.6563154919,16.3436845081,24,1,1118.57,355.612425,0,136.972425,0,24,108500000,0.0963422876092,0.0027397260274,10453138.2056,2170000,28638.7348099,5945.20547945,1369.72425,7314.92972945,469936.914729,0,Optimal,83.3333333333,151.77,463991.70925,9.20863385545e-12
E080_P30,80,30,499213.085023,391499.5,36887.8900229,70825.695,0,83.7245167384,16.2754832616,24,1,1118.57,354.128475,0,150.708475,0,24,111000000,0.0963422876092,0.0027397260274,10693993.9246,2220000,29298.6134921,6082.19178082,1507.08475,7589.27653082,469914.471531,0,Optimal,83.3333333333,166.99,463832.27975,1.10560449684e-11
E080_P35,80,35,499885.603922,391499.5,37791.8885066,70594.2154155,0,83.7777098924,16.2222901076,24,1,1118.57,352.971077078,0,161.421825,0,24,113500000,0.0963422876092,0.0027397260274,10934849.6436,2270000,29958.4921744,6219.17808219,1614.21825,7833.39633219,469927.111748,0,Optimal,83.3333333333,178.860747922,463707.933666,1.29016797246e-11
E080_P40,80,40,500566.402424,391499.5,38688.7534902,70378.1489335,0,83.8273611723,16.1726388277,24,1,1118.57,351.890744668,0,171.421825,0,24,116000000,0.0963422876092,0.0027397260274,11175705.3627,2320000,30618.3708566,6356.16438356,1714.21825,8070.38263356,469948.031567,0,Optimal,79.1666666667,189.941080332,463591.867184,1.47526435512e-11
E080_P45,80,45,501247.200925,391499.5,39585.6184738,70162.0824515,0,83.8770124523,16.1229875477,24,1,1118.57,350.810412258,0,181.421825,0,24,118500000,0.0963422876092,0.0027397260274,11416561.0817,2370000,31278.2495389,6493.15068493,1814.21825,8307.36893493,469968.951386,0,Optimal,83.3333333333,201.021412742,463475.800702,1.65840674526e-11
E080_P50,80,50,501927.999427,391499.5,40482.4834574,69946.0159695,0,83.9266637323,16.0733362677,24,1,1118.57,349.730079848,0,191.421825,0,24,121000000,0.0963422876092,0.0027397260274,11657416.8007,2420000,31938.1282211,6630.1369863,1914.21825,8544.3552363,469989.871206,0,Optimal,83.3333333333,212.101745152,463359.73422,1.84297022088e-11
E090_P05,90,5,521580.432276,405121.5,35762.9322762,80696,0,81.4563570851,18.5436429149,24,1,1157.49,403.48,0,54.15,0,24,110500000,0.0963422876092,0.0027397260274,10645822.7808,2210000,29166.6377557,6054.79452055,541.5,6596.29452055,492413.794521,0,Optimal,100,60,486359,1.84741111298e-12
E090_P10,90,10,511139.48551,398251,36940.0205098,75948.465,0,82.5473231028,17.4526768972,24,1,1137.86,379.742325,0,92.172325,0,24,113000000,0.0963422876092,0.0027397260274,10886678.4998,2260000,29826.5164379,6191.78082192,921.72325,7113.50407192,481312.969072,0,Optimal,91.6666666667,102.13,475121.18825,3.69482222595e-12
E090_P15,90,15,503573.495493,393074.5,37933.6304935,72565.365,0,83.3247469943,16.6752530057,24,1,1123.07,362.826825,0,111.846825,0,24,115500000,0.0963422876092,0.0027397260274,11127534.2189,2310000,30486.3951202,6328.76712329,1118.46825,7447.23537329,473087.100373,0,Optimal,83.3333333333,123.93,466758.33325,5.52802248421e-12
E090_P20,90,20,500079.582776,390397,38802.2454771,70880.3372992,0,83.7119601397,16.2880398603,24,1,1115.42,354.401686496,0,119.021825,0,24,118000000,0.0963422876092,0.0027397260274,11368389.9379,2360000,31146.2738024,6465.75342466,1190.21825,7655.97167466,468933.308974,0,Optimal,83.3333333333,131.880138504,462467.555549,7.37188088351e-12
E090_P25,90,25,500310.601461,390169.5,39778.6164607,70362.485,0,83.8309606864,16.1690393136,24,1,1114.77,351.812425,0,136.972425,0,24,120500000,0.0963422876092,0.0027397260274,11609245.6569,2410000,31806.1524847,6602.73972603,1369.72425,7972.46397603,468504.448976,0,Optimal,79.1666666667,151.77,461901.70925,8.03623834145e-12
E090_P30,90,30,500948.036944,390169.5,40712.8419443,70065.695,0,83.8991619329,16.1008380671,24,1,1114.77,350.328475,0,150.708475,0,24,123000000,0.0963422876092,0.0027397260274,11850101.3759,2460000,32466.031167,6739.7260274,1507.08475,8246.8107774,468482.005777,0,Optimal,83.3333333333,166.99,461742.27975,1.10524922547e-11
E090_P35,90,35,501587.776928,390169.5,41645.081928,69773.195,0,83.9663773531,16.0336226469,24,1,1114.77,348.865975,0,164.245975,0,24,125500000,0.0963422876092,0.0027397260274,12090957.095,2510000,33125.9098492,6876.71232877,1642.45975,8519.17207877,468461.867079,0,Optimal,83.3333333333,181.99,461585.15475,1.2896350654e-11
E090_P40,90,40,502227.516912,390169.5,42577.3219116,69480.695,0,84.0335927734,15.9664072266,24,1,1114.77,347.403475,0,177.783475,0,24,128000000,0.0963422876092,0.0027397260274,12331812.814,2560000,33785.7885315,7013.69863014,1777.83475,8791.53338014,468441.72838,0,Optimal,79.1666666667,196.99,461428.02975,1.47508671944e-11
E090_P45,90,45,502893.94232,390169.5,43486.5703952,69237.8719252,0,84.0893926196,15.9106073804,24,1,1114.77,346.189359626,0,189.021825,0,24,130500000,0.0963422876092,0.0027397260274,12572668.533,2610000,34445.6672137,7150.68493151,1890.21825,9040.90318151,468448.275107,0,Optimal,83.3333333333,209.442465374,461297.590175,1.65840674526e-11
E090_P50,90,50,503574.740822,390169.5,44383.4353788,69021.8054432,0,84.1390438995,15.8609561005,24,1,1114.77,345.109027216,0,199.021825,0,24,133000000,0.0963422876092,0.0027397260274,12813524.252,2660000,35105.545896,7287.67123288,1990.21825,9277.88948288,468469.194926,0,Optimal,83.3333333333,220.522797784,461181.523693,1.84154913541e-11
E100_P05,100,5,525091.884198,404922,39587.8841976,80582,0,81.4825538643,18.5174461357,24,1,1156.92,402.91,0,54.15,0,24,122500000,0.0963422876092,0.0027397260274,11801930.2321,2450000,32334.0554305,6712.32876712,541.5,7253.82876712,492757.828767,0,Optimal,100,60,486045.5,1.84741111298e-12
E100_P10,100,10,512874.437431,396921,40764.9724312,75188.465,0,82.7219682973,17.2780317027,24,1,1134.06,375.942325,0,92.172325,0,24,125000000,0.0963422876092,0.0027397260274,12042785.9512,2500000,32993.9341128,6849.31506849,921.72325,7771.03831849,479880.503318,0,Optimal,91.6666666667,102.13,473031.18825,3.69482222595e-12
E100_P15,100,15,505308.447415,391744.5,41758.5824149,71805.365,0,83.4993921888,16.5006078112,24,1,1119.27,359.026825,0,111.846825,0,24,127500000,0.0963422876092,0.0027397260274,12283641.6702,2550000,33653.812795,6986.30136986,1118.46825,8104.76961986,471654.63462,0,Optimal,83.3333333333,123.93,464668.33325,5.53157519789e-12
E100_P20,100,20,501726.324171,389067,42703.1973985,69956.1267729,0,83.924340307,16.075659693,24,1,1111.62,349.780633864,0,126.621825,0,24,130000000,0.0963422876092,0.0027397260274,12524497.3892,2600000,34313.6914773,7123.28767123,1266.21825,8389.50592123,467412.632694,0,Optimal,83.3333333333,140.301191136,460289.345023,7.37188088351e-12
E100_P25,100,25,502045.553382,388839.5,43603.5683821,69602.485,0,84.0056058809,15.9943941191,24,1,1110.97,348.012425,0,136.972425,0,24,132500000,0.0963422876092,0.0027397260274,12765353.1082,2650000,34973.5701595,7260.2739726,1369.72425,8629.9982226,467071.983223,0,Optimal,83.3333333333,151.77,459811.70925,7.60280727263e-12
E100_P30,100,30,502682.988866,388839.5,44537.7938657,69305.695,0,84.0738071274,15.9261928726,24,1,1110.97,346.528475,0,150.708475,0,24,135000000,0.0963422876092,0.0027397260274,13006208.8272,2700000,35633.4488418,7397.26027397,1507.08475,8904.34502397,467049.540024,0,Optimal,83.3333333333,166.99,459652.27975,1.03099750959e-11
E100_P35,100,35,503322.728849,388839.5,45470.0338494,69013.195,0,84.1410225476,15.8589774524,24,1,1110.97,345.065975,0,164.245975,0,24,137500000,0.0963422876092,0.0027397260274,13247064.5463,2750000,36293.327524,7534.24657534,1642.45975,9176.70632534,467029.401325,0,Optimal,83.3333333333,181.99,459495.15475,1.28927979404e-11
E100_P40,100,40,503962.468833,388839.5,46402.273833,68720.695,0,84.2082379679,15.7917620321,24,1,1110.97,343.603475,0,177.783475,0,24,140000000,0.0963422876092,0.0027397260274,13487920.2653,2800000,36953.2062063,7671.23287671,1777.83475,9449.06762671,467009.262627,0,Optimal,83.3333333333,196.99,459338.02975,1.47508671944e-11
E100_P45,100,45,504602.208817,388839.5,47334.5138166,68428.195,0,84.2754533881,15.7245466119,24,1,1110.97,342.140975,0,191.320975,0,24,142500000,0.0963422876092,0.0027397260274,13728775.9843,2850000,37613.0848885,7808.21917808,1913.20975,9721.42892808,466989.123928,0,Optimal,83.3333333333,211.99,459180.90475,1.65876201663e-11
E100_P50,100,50,505241.9488,388839.5,48266.7538002,68135.695,0,84.3426688084,15.6573311916,24,1,1110.97,340.678475,0,204.858475,0,24,145000000,0.0963422876092,0.0027397260274,13969631.7033,2900000,38272.9635708,7945.20547945,2048.58475,9993.79022945,466968.985229,0,Optimal,83.3333333333,226.99,459023.77975,1.84137149972e-11
