scenario,energy_capacity_MWh,power_capacity_MW,renewable_utilization_pct,curtailment_rate_pct,curtailment_MWh,thermal_generation_MWh,load_shedding_MWh,storage_charge_MWh,storage_discharge_MWh,storage_utilization_pct,total_load_MWh,renewable_available_MWh,renewable_used_MWh,storage_active_hours,discharge_turnover_ratio,initial_soc,final_soc,initial_energy_MWh,final_energy_MWh,energy_change_MWh,charge_loss_MWh,discharge_loss_MWh,storage_loss_MWh,thermal_max_MW,num_steps,time_step_hours,validation_checks_passed,initial_inventory_supply_MWh
E0_P0,0,0,89.627913817192436,10.372086182807559,225.68000000000001,973.84000000000003,0,0,0,,2924,2175.8400000000001,1950.1599999999999,0,,,,0,0,0,0,0,0,120,24,1,38,0
E20_P20,20,20,90.401964540736344,9.5980354592636452,208.83789473684212,951.03999999999996,0,16.842105263157894,22.799999999999997,16.666666666666664,2924,2175.8400000000001,1967.0021052631578,4,1.1399999999999999,0.5,0.10000000000000001,10,2,-8,0.84210526315789547,1.1999999999999986,2.042105263157894,120,24,1,40,7.5999999999999996
E40_P20,40,20,91.176015264280252,8.8239847357197316,191.99578947368423,928.24000000000001,0,33.684210526315788,45.600000000000001,25,2924,2175.8400000000001,1983.8442105263157,6,1.1400000000000001,0.5,0.099999999999999978,20,3.9999999999999991,-16,1.6842105263157909,2.3999999999999972,4.084210526315788,120,24,1,40,15.199999999999999
E60_P20,60,20,91.950065987824175,8.0499340121758181,175.15368421052634,905.44000000000005,0,50.526315789473685,68.399999999999991,37.5,2924,2175.8400000000001,2000.6863157894736,9,1.1399999999999999,0.5,0.10000000000000001,30,6,-24,2.5263157894736863,3.5999999999999956,6.1263157894736819,120,24,1,40,22.799999999999997
E80_P20,80,20,92.724116711368083,7.2758832886319036,158.31157894736842,882.6400000000001,0,67.368421052631575,91.200000000000003,41.666666666666671,2924,2175.8400000000001,2017.5284210526315,10,1.1400000000000001,0.5,0.10000000000000001,40,8,-32,3.3684210526315819,4.7999999999999945,8.1684210526315759,120,24,1,40,30.399999999999999
