hour,load,wind,solar,cluster
0,92,75.180000000000007,3.1200000000000001,0
1,87,70.230000000000004,5.2000000000000002,0
2,83,61.719999999999999,6.8700000000000001,0
3,81,58.090000000000003,13.32,0
4,82,60.43,15.51,0
5,89,68.430000000000007,17.100000000000001,0
6,103,78.810000000000002,8.6400000000000006,0
7,122,84.370000000000005,6.6500000000000004,0
8,139,81.450000000000003,2.8799999999999999,0
9,145,58.439999999999998,0.23000000000000001,0
10,141,34.899999999999999,0,0
11,134,27.289999999999999,0,0
12,128,23.309999999999999,0,0
13,125,20.91,0,0
14,127,20.82,0,0
15,133,23.920000000000002,0,0
16,143,26.199999999999999,0,0
17,154,25.039999999999999,0,0
18,160,25.25,0,0
19,162,27.84,0,0
20,151,22.239999999999998,0,0
21,132,15.470000000000001,0,0
22,112,10.800000000000001,0,0
23,99,7.0199999999999996,3.9300000000000002,0
0,92,4.79,26.579999999999998,1
1,87,4.0999999999999996,44.280000000000001,1
2,83,6.0300000000000002,57.659999999999997,1
3,81,6.6799999999999997,68.040000000000006,1
4,82,6.9199999999999999,71.489999999999995,1
5,89,6.2599999999999998,76.109999999999999,1
6,103,4.3600000000000003,80.019999999999996,1
7,122,1.98,74.239999999999995,1
8,139,0.080000000000000002,56.270000000000003,1
9,145,0,30.379999999999999,1
10,141,0,10.470000000000001,1
11,134,0,0,1
12,128,2.23,0,1
13,125,5.0800000000000001,0,1
14,127,7.1200000000000001,0,1
15,133,7.6200000000000001,0,1
16,143,6.4400000000000004,0,1
17,154,4.5199999999999996,0,1
18,160,2.8900000000000001,0,1
19,162,1.79,0,1
20,151,1.3200000000000001,0,1
21,132,1.4399999999999999,0,1
22,112,1.77,9.0399999999999991,1
23,99,0.93000000000000005,25.120000000000001,1
0,92,2.6800000000000002,4.4699999999999998,2
1,87,0.13,10.94,2
2,83,0.81000000000000005,16.359999999999999,2
3,81,1.25,19.829999999999998,2
4,82,1.8999999999999999,24.059999999999999,2
5,89,5.1200000000000001,33.060000000000002,2
6,103,8.9000000000000004,24.690000000000001,2
7,122,10.359999999999999,14.44,2
8,139,8.25,3.2400000000000002,2
9,145,8.0899999999999999,0.51000000000000001,2
10,141,11.109999999999999,0,2
11,134,12.630000000000001,0,2
12,128,12.42,0,2
13,125,11.949999999999999,0,2
14,127,10.67,0,2
15,133,9.4700000000000006,0,2
16,143,8.4100000000000001,0,2
17,154,6.9699999999999998,0,2
18,160,5.3700000000000001,0,2
19,162,3.9900000000000002,0,2
20,151,2.9900000000000002,0,2
21,132,2.4100000000000001,0,2
22,112,2.1200000000000001,0,2
23,99,1.5600000000000001,1.3899999999999999,2
0,87.400000000000006,0.62,41.920000000000002,3
1,82.650000000000006,0,72.489999999999995,3
2,78.849999999999994,2.6800000000000002,97.659999999999997,3
3,76.950000000000003,1.8500000000000001,114.29000000000001,3
4,77.900000000000006,1.3400000000000001,120.95,3
5,84.549999999999997,1.22,116.14,3
6,97.849999999999994,1.1799999999999999,100.81999999999999,3
7,115.90000000000001,1.1799999999999999,76.430000000000007,3
8,132.05000000000001,1.22,46.149999999999999,3
9,137.75,0.82999999999999996,16.41,3
10,133.94999999999999,0.93000000000000005,0.56000000000000005,3
11,127.3,1.8200000000000001,0,3
12,121.59999999999999,4.0599999999999996,0,3
13,118.75,7.4699999999999998,0,3
14,120.65000000000001,10.06,0,3
15,126.34999999999999,9.9399999999999995,0,3
16,135.84999999999999,7.21,0,3
17,146.30000000000001,4.96,0,3
18,152,4.3600000000000003,0,3
19,153.90000000000001,4.4800000000000004,0,3
20,143.44999999999999,4.6699999999999999,0,3
21,125.40000000000001,4.4800000000000004,0,3
22,106.40000000000001,5.1600000000000001,0,3
23,94.049999999999997,6.4900000000000002,15.17,3
0,87.400000000000006,0,9.7300000000000004,4
1,82.650000000000006,0,20.34,4
2,78.849999999999994,0,28.84,4
3,76.950000000000003,0,27.98,4
4,77.900000000000006,1.79,36.189999999999998,4
5,84.549999999999997,6.4400000000000004,35.939999999999998,4
6,97.849999999999994,14.630000000000001,30.41,4
7,115.90000000000001,29.66,19.960000000000001,4
8,132.05000000000001,50.75,9.5800000000000001,4
9,137.75,57.909999999999997,1.01,4
10,133.94999999999999,54.600000000000001,0,4
11,127.3,44.189999999999998,0,4
12,121.59999999999999,36.200000000000003,0,4
13,118.75,42.859999999999999,0,4
14,120.65000000000001,68.230000000000004,0,4
15,126.34999999999999,93.049999999999997,0,4
16,135.84999999999999,100,0,4
17,146.30000000000001,100,0,4
18,152,100,0,4
19,153.90000000000001,100,0,4
20,143.44999999999999,100,0,4
21,125.40000000000001,100,0,4
22,106.40000000000001,100,0,4
23,94.049999999999997,100,0.47999999999999998,4
0,92,5.8899999999999997,15.75,5
1,87,9.3000000000000007,37.200000000000003,5
2,83,17.640000000000001,57,5
3,81,21.280000000000001,54.899999999999999,5
4,82,20.539999999999999,39.390000000000001,5
5,89,18.84,25.629999999999999,5
6,103,20.91,15.84,5
7,122,28.399999999999999,11.76,5
8,139,41.560000000000002,5.7199999999999998,5
9,145,66.269999999999996,0.59999999999999998,5
10,141,96.730000000000004,0,5
11,134,83.689999999999998,0,5
12,128,67.640000000000001,0,5
13,125,62.649999999999999,0,5
14,127,54.600000000000001,0,5
15,133,49.619999999999997,0,5
16,143,36.729999999999997,0,5
17,154,27.949999999999999,0,5
18,160,22.620000000000001,0,5
19,162,21.379999999999999,0,5
20,151,19.370000000000001,0,5
21,132,16.41,0,5
22,112,14.039999999999999,0,5
23,99,11.56,0.35999999999999999,5
0,96.599999999999994,0,42.740000000000002,6
1,91.349999999999994,0,68.769999999999996,6
2,87.150000000000006,0,88.219999999999999,6
3,85.049999999999997,0,99.25,6
4,86.099999999999994,0,98.450000000000003,6
5,93.450000000000003,0,89.969999999999999,6
6,108.15000000000001,0,72.189999999999998,6
7,128.09999999999999,0,46.950000000000003,6
8,145.94999999999999,0,20.18,6
9,152.25,0,1.6100000000000001,6
10,148.05000000000001,0,0,6
11,140.69999999999999,0.39000000000000001,0,6
12,134.40000000000001,2.4300000000000002,0,6
13,131.25,4.4400000000000004,0,6
14,133.34999999999999,5.7599999999999998,0,6
15,139.65000000000001,6.7699999999999996,0,6
16,150.15000000000001,8.0299999999999994,0,6
17,161.69999999999999,8.8499999999999996,0,6
18,168,9.0199999999999996,0,6
19,170.09999999999999,7.9800000000000004,0,6
20,158.55000000000001,6.21,0,6
21,138.59999999999999,3.4199999999999999,0,6
22,117.59999999999999,1.0900000000000001,0.59999999999999998,6
23,103.95,0.11,15.19,6
0,92,81.010000000000005,38.729999999999997,7
1,87,98.230000000000004,58.270000000000003,7
2,83,97.230000000000004,71.079999999999998,7
3,81,99.239999999999995,65.810000000000002,7
4,82,98.739999999999995,66.480000000000004,7
5,89,92.090000000000003,35.420000000000002,7
6,103,80.129999999999995,51.579999999999998,7
7,122,70.230000000000004,36.859999999999999,7
8,139,59.520000000000003,29.5,7
9,145,41.270000000000003,15.359999999999999,7
10,141,27.84,6.6399999999999997,7
11,134,23.510000000000002,0.39000000000000001,7
12,128,18.66,0,7
13,125,16.170000000000002,0,7
14,127,14.710000000000001,0,7
15,133,13.970000000000001,0,7
16,143,13.32,0,7
17,154,13.609999999999999,0,7
18,160,14.41,0,7
19,162,17.059999999999999,0,7
20,151,20.079999999999998,0,7
21,132,23.809999999999999,0.5,7
22,112,25.25,6.5800000000000001,7
23,99,25.039999999999999,16.329999999999998,7
0,96.599999999999994,37.530000000000001,44.07,8
1,91.349999999999994,50.909999999999997,74.590000000000003,8
2,87.150000000000006,58.439999999999998,82.150000000000006,8
3,85.049999999999997,53.740000000000002,87.200000000000003,8
4,86.099999999999994,47.549999999999997,83.409999999999997,8
5,93.450000000000003,44.189999999999998,71.030000000000001,8
6,108.15000000000001,37.259999999999998,53.07,8
7,128.09999999999999,28.399999999999999,38.310000000000002,8
8,145.94999999999999,16.739999999999998,27.329999999999998,8
9,152.25,6.0300000000000002,18.239999999999998,8
10,148.05000000000001,0.89000000000000001,6.0300000000000002,8
11,140.69999999999999,0.35999999999999999,0.26000000000000001,8
12,134.40000000000001,0.23000000000000001,0,8
13,131.25,0,0,8
14,133.34999999999999,0,0,8
15,139.65000000000001,1.1100000000000001,0,8
16,150.15000000000001,2.5499999999999998,0,8
17,161.69999999999999,2.5800000000000001,0,8
18,168,3.0899999999999999,0,8
19,170.09999999999999,9.0700000000000003,0,8
20,158.55000000000001,27.73,0,8
21,138.59999999999999,36.590000000000003,0.54000000000000004,8
22,117.59999999999999,22.530000000000001,6.5899999999999999,8
23,103.95,7.21,15.19,8
0,92,3.6299999999999999,22.370000000000001,9
1,87,0.82999999999999996,48.32,9
2,83,0,70.120000000000005,9
3,81,0,84.109999999999999,9
4,82,0.17999999999999999,90.640000000000001,9
5,89,0,85.340000000000003,9
6,103,0,69.790000000000006,9
7,122,0,46.869999999999997,9
8,139,0,20.43,9
9,145,0,1.6599999999999999,9
10,141,0,0,9
11,134,0.73999999999999999,0,9
12,128,2.7400000000000002,0,9
13,125,4.0999999999999996,0,9
14,127,4.3600000000000003,0,9
15,133,3.6299999999999999,0,9
16,143,2.5499999999999998,0,9
17,154,1.5600000000000001,0,9
18,160,0.56000000000000005,0,9
19,162,0,0,9
20,151,0,0,9
21,132,0,0,9
22,112,0,0,9
23,99,0,1.6799999999999999,9
0,92,100,4.2000000000000002,10
