day,cluster
0,2
1,2
2,19
3,13
4,2
5,19
6,9
7,9
8,34
9,13
10,9
11,39
12,4
13,10
14,0
15,13
16,9
17,6
18,9
19,9
20,39
21,2
22,24
23,11
24,38
25,40
26,6
27,38
28,38
29,6
30,38
31,5
32,39
33,13
34,13
35,39
36,33
37,33
38,39
39,46
40,33
41,39
42,16
43,0
44,34
45,38
46,33
47,39
48,27
49,22
50,44
51,32
52,2
53,39
54,34
55,34
56,30
57,3
58,13
59,31
60,9
61,19
62,30
63,3
64,30
65,39
66,13
67,38
68,19
69,4
70,37
71,18
72,14
73,23
74,42
75,46
76,33
77,39
78,33
79,2
80,39
81,27
82,28
83,19
84,3
85,9
86,19
87,13
88,38
89,6
90,18
91,15
92,26
93,16
94,22
95,31
96,12
97,12
98,41
99,22
100,44
101,44
102,13
103,25
104,23
105,18
106,14
107,39
108,38
109,12
110,23
111,32
112,40
113,39
114,1
115,18
116,19
117,5
118,3
119,41
120,18
121,16
122,26
123,35
124,44
125,24
126,22
127,3
128,41
129,33
130,28
131,41
132,3
133,44
134,22
135,5
136,28
137,30
138,3
139,1
140,43
141,28
142,17
143,1
144,17
145,2
146,22
147,3
148,3
149,28
150,17
151,3
152,21
153,13
154,44
155,39
156,3
157,1
158,41
159,18
160,12
161,6
162,17
163,1
164,41
165,17
166,34
167,39
168,25
169,28
170,41
171,17
172,13
173,19
174,13
175,28
176,41
177,18
178,14
179,8
180,28
181,1
182,44
183,11
184,1
185,18
186,36
187,7
188,31
189,11
190,14
191,22
192,11
193,22
194,28
195,38
196,28
197,1
198,17
199,9
200,1
201,3
202,28
203,41
204,3
205,33
206,41
207,12
208,30
209,6
210,13
211,1
212,41
213,12
214,12
215,41
216,12
217,30
218,41
219,3
220,12
221,41
222,12
223,12
224,30
225,3
226,3
227,41
228,12
229,3
230,41
231,12
232,33
233,41
234,12
235,12
236,19
237,38
238,16
239,31
240,44
241,17
242,41
243,12
244,38
245,19
246,38
247,30
248,30
249,12
250,12
251,41
252,3
253,17
254,40
255,28
256,9
257,30
258,3
259,30
260,30
261,44
262,32
263,39
264,13
265,33
266,19
267,13
268,33
269,19
270,13
271,9
272,39
273,13
274,33
275,39
276,40
277,34
278,6
279,2
280,17
281,19
282,33
283,38
284,19
285,17
286,38
287,30
288,3
289,44
290,30
291,5
292,44
293,30
294,38
295,30
296,6
297,33
298,9
299,39
300,13
301,9
302,6
303,38
304,44
305,6
306,34
307,2
308,47
309,38
310,44
311,6
312,47
313,32
314,24
315,25
316,33
317,6
318,27
319,8
320,6
321,38
322,9
323,6
324,38
325,27
326,7
327,9
328,13
329,39
330,9
331,6
332,29
333,46
334,17
335,19
336,9
337,13
338,19
339,11
340,21
341,31
342,2
343,45
344,0
345,27
346,2
347,4
348,20
349,46
350,39
351,2
352,34
353,34
354,25
355,9
356,19
357,9
358,9
359,19
360,13
361,33
362,39
363,13
364,34
