renewable_utilization_pct,curtailment_MWh,thermal_generation_MWh,unserved_MWh,charge_MWh,discharge_MWh,operating_cost_CNY
81.82310053554028,395.5002493075002,1155.283545706352,0.0,119.21329639886793,107.59000000001598,484525.19085872336
