case,operating_cost_CNY,renewable_utilization_pct,curtailment_MWh,thermal_generation_MWh,unserved_MWh,charge_MWh,discharge_MWh,delta_operating_cost_CNY,delta_renewable_utilization_pct,delta_curtailment_MWh,delta_thermal_generation_MWh
rule,363739.15789473685,91.17601526428024,191.99578947368423,928.24,,,,,,,
method,363463.49999999633,91.29393705419477,189.43000000000836,928.2399999999841,0.0,60.000000000000014,69.35000000002428,-275.65789474052144,0.11792178991453284,-2.5657894736758635,-1.5916157281026244e-11
minimum,479032.5498614929,81.82310053554028,395.5002493075002,1139.3499999999788,0.0,111.68975069250526,116.00000000002663,115569.04986149655,-9.470836518654494,206.07024930749185,211.10999999999467
ramp,479032.5498614928,81.82310053554028,395.5002493075002,1139.3499999999785,0.0,111.68975069250526,116.00000000002662,-5.820766091346741e-11,0.0,0.0,-2.2737367544323206e-13
terminal,484525.19085872336,81.82310053554028,395.5002493075002,1155.283545706352,0.0,119.21329639886793,107.59000000001598,5492.640997230541,0.0,0.0,15.93354570637348
