total_load_MWh,renewable_available_MWh,renewable_used_MWh,curtailment_MWh,thermal_generation_MWh,unserved_MWh,charge_MWh,discharge_MWh,renewable_utilization_pct,curtailment_rate_pct,operating_cost_CNY,scenario,energy_capacity_MWh,power_capacity_MW,num_steps,time_step_hours,load_shedding_MWh,storage_discharge_MWh,initial_inventory_supply_MWh,total_cost_CNY,thermal_cost_CNY,storage_cost_CNY,curtailment_cost_CNY,load_shedding_cost_CNY,simulation_hours,storage_capex_CNY,capital_recovery_factor,year_fraction,storage_annualized_investment_CNY_per_year,storage_annual_fixed_om_CNY_per_year,storage_investment_allocated_CNY,storage_fixed_om_CNY,storage_variable_om_CNY,storage_om_cost_CNY,operating_cost_excluding_investment_CNY,initial_inventory_thermal_value_CNY,storage_utilization_pct,solver_status,max_residual
2777.8000000000002,465.86000000000001,465.86000000000001,0,2276.1104709141218,40.609999999989341,49.03047091412207,44.250000000010651,100,0,1203181.1648198362,N24_seed2026_cluster0,40,20,24,1,40.609999999989341,44.250000000010651,0,1215293.5125709355,796638.66481994267,12554.847751099522,0,406099.99999989342,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,442.50000000010652,2524.6917808220242,1205263.356600658,0,41.666666666666671,Optimal,5.6896709565990022e-12
3070.1999999999998,942.86000000000001,664.36554016618413,278.49445983381588,2118.0621052631577,297.0199999999893,94.847645429347367,85.600000000015967,70.462798312176147,29.537201687823842,3768076.628808761,N24_seed2026_cluster1,40,20,24,1,297.0199999999893,85.600000000015967,0,3780188.9765598606,741321.73684210517,12968.347751099574,55698.891966763178,2970199.9999998929,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,856.00000000015962,2938.1917808220774,3770158.8205895834,0,54.166666666666664,Optimal,7.3736572403504397e-12
3070.1999999999998,580,511.23737499999066,68.762625000009308,2265.2621052631525,301.48999999998927,79.892105263157887,72.102625000025242,88.144374999998391,11.855625000001606,3822215.2880919976,N24_seed2026_cluster2,40,20,24,1,301.48999999998927,72.102625000025242,0,3834327.6358430972,792841.73684210342,12833.374001099668,13752.525000001862,3014899.9999998924,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,721.02625000025239,2803.21803082217,3824297.47987282,0,50,Optimal,7.3665518129928387e-12
3070.1999999999998,1813.2600000000002,1539.234974999983,274.02502500001691,1539.6093429697648,0,88.659671484882494,80.015353515134478,84.887714668606975,15.112285331393009,594468.42857457243,N24_seed2026_cluster3,40,20,24,1,0,80.015353515134478,0,606580.77632567182,538863.27003941766,12912.501286250761,54805.005000003381,0,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,800.15353515134484,2882.3453159732626,596550.62035539432,0,58.333333333333336,Optimal,7.3736572403504397e-12
2924,2021.1900000000001,1049.4940997229685,971.69590027703157,1833.8493351800494,52.079999999989383,117.16343490301787,105.74000000001067,51.924564228151162,48.075435771848838,1358043.8473683174,N24_seed2026_cluster4,40,20,24,1,52.079999999989383,105.74000000001067,0,1370156.1951194168,641847.26731301728,13169.747751099523,194339.18005540632,520799.99999989383,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,1057.4000000001067,3139.5917808220247,1360126.0391491393,0,75,Optimal,7.3736572403504397e-12
3070.1999999999998,1640.3499999999999,1340.6955401661894,299.65445983381056,1738.7002493074622,0,94.315789473657105,85.120000000005334,81.732285193171535,18.267714806828458,669327.17922437401,N24_seed2026_cluster5,40,20,24,1,0,85.120000000005334,0,681439.52697547339,608545.0872576118,12963.547751099468,59930.891966762116,0,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,851.20000000005336,2933.3917808219712,671409.37100519589,0,58.333333333333336,Optimal,7.3709927050913393e-12
3070.1999999999998,1228.0300000000002,1227.0621052631579,0.96789473684212624,1844.7799999999945,0,16.84210526315789,15.200000000005319,99.921183135848295,0.078816864151700375,646018.57894736656,N24_seed2026_cluster6,40,20,24,1,0,15.200000000005319,0,658130.92669846606,645672.99999999814,12264.347751099469,193.57894736842525,0,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,152.00000000005321,2234.191780821971,648100.77072818857,0,29.166666666666668,Optimal,1.7710277688820497e-12
2777.8000000000002,1076.73,889.21421052629785,187.51578947370217,1886.1683102493046,12.039999999989369,98.69252077562038,89.070000000028585,82.584697233874579,17.415302766125414,818952.76648189104,N24_seed2026_cluster7,40,20,24,1,12.039999999989369,89.070000000028585,0,831065.11423299043,660158.90858725656,13003.047751099701,37503.157894740434,120399.9999998937,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,890.70000000028585,2972.8917808222036,821034.95826271293,0,62.5,Optimal,7.3701045266716392e-12
2924,1252.73,965.81421052629776,286.91578947370226,1946.1485595567808,22.469999999989369,107.00277008309672,96.570000000028585,77.09675752367211,22.903242476327879,964200.85373950773,N24_seed2026_cluster8,40,20,24,1,22.469999999989369,96.570000000028585,0,976313.20149060711,681151.99584487325,13078.047751099701,57383.157894740449,224699.99999989368,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,965.70000000028585,3047.8917808222036,966283.04552032962,0,66.666666666666657,Optimal,7.3701045266716392e-12
2777.8000000000002,651.79999999999995,479.65554016618944,172.14445983381057,2169.4121052631526,138.10187499998898,96.097645429347352,86.728125000016348,73.589374066613914,26.410625933386097,2175609.1600587554,N24_seed2026_cluster9,40,20,24,1,138.10187499998898,86.728125000016348,0,2187721.507809855,759294.23684210342,12979.62900109958,34428.891966762116,1381018.7499998899,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,867.28125000016348,2949.4730308220815,2177691.3518395778,0,62.5,Optimal,7.3736572403504397e-12
