total_load_MWh,renewable_available_MWh,renewable_used_MWh,curtailment_MWh,thermal_generation_MWh,unserved_MWh,charge_MWh,discharge_MWh,renewable_utilization_pct,curtailment_rate_pct,operating_cost_CNY,scenario,energy_capacity_MWh,power_capacity_MW,num_steps,time_step_hours,load_shedding_MWh,storage_discharge_MWh,initial_inventory_supply_MWh,total_cost_CNY,thermal_cost_CNY,storage_cost_CNY,curtailment_cost_CNY,load_shedding_cost_CNY,simulation_hours,storage_capex_CNY,capital_recovery_factor,year_fraction,storage_annualized_investment_CNY_per_year,storage_annual_fixed_om_CNY_per_year,storage_investment_allocated_CNY,storage_fixed_om_CNY,storage_variable_om_CNY,storage_om_cost_CNY,operating_cost_excluding_investment_CNY,initial_inventory_thermal_value_CNY,storage_utilization_pct,solver_status,max_residual
2924,1099.77,1078.7042105263158,21.06578947368423,1825.1399239228101,25.279999999989371,52.555225119302513,47.431090670187132,98.084527721825097,1.9154722781749121,896286.44217431592,N12_seed42_cluster0,40,20,24,1,25.279999999989371,47.431090670187132,0,908398.78992541542,638798.97337298351,12586.658657801287,4213.1578947368462,252799.99999989371,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,474.31090670187132,2556.5026875237891,898368.63395513792,0,41.666666666666671,Optimal,6.4055427628773032e-12
3070.1999999999998,862.58999999999992,730.4336249999875,132.1563750000125,2165.0221052631578,181.97799999998907,74.192105263157885,66.958375000023423,84.679120439604858,15.320879560395149,2604638.5955919987,N12_seed42_cluster1,40,20,24,1,181.97799999998907,66.958375000023423,0,2616750.9433430978,757757.73684210517,12781.931501099651,26431.275000002501,1819779.9999998906,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,669.5837500002342,2751.7755308221522,2606720.7873728201,0,62.5,Optimal,7.3665518129928387e-12
2924,977.25999999999999,644.98209999997948,332.27790000002051,2107.8621052631579,180.90404999998887,99.982105263157905,90.233850000031595,65.999027894314665,34.000972105685335,2614150.1553419987,N12_seed42_cluster2,40,20,24,1,180.90404999998887,90.233850000031595,0,2626262.5030930978,737751.73684210528,13014.686251099731,66455.580000004105,1809040.4999998887,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,902.33850000031589,2984.5302808222336,2616232.3471228201,0,70.833333333333343,Optimal,6.6542327203933382e-12
2924,401.40999999999997,399.84652327270214,1.5634767272978469,2291.7051670239935,237.38999999998936,50.68400304308733,45.742312746402334,99.610503792307668,0.38949620769234627,3176766.9269312145,N12_seed42_cluster3,40,20,24,1,237.38999999998936,45.742312746402334,0,3188879.2746823141,802096.80845839775,12569.770878563439,312.69534545956941,2373899.9999998934,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,457.42312746402331,2539.6149082859411,3178849.1187120369,0,50,Optimal,7.3683281698322389e-12
2924,626.57000000000005,521.53851052630773,105.03148947369225,2205.2621052631525,204.60999999998936,76.006315789473675,68.595700000023996,83.23707016395737,16.76292983604262,2839633.9917367361,N12_seed42_cluster4,40,20,24,1,204.60999999998936,68.595700000023996,0,2851746.3394878353,771841.73684210342,12798.304751099655,21006.297894738451,2046099.9999998936,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,685.95700000023999,2768.1487808221577,2841716.1835175576,0,41.666666666666671,Optimal,7.3701045266716392e-12
2924,1091.6099999999999,978.19113552629835,113.41886447370167,1938.4200026856754,16.229999999989364,90.678340635814422,81.837202423851167,89.609946366037178,10.390053633962832,864249.14585885883,N12_seed42_cluster5,40,20,24,1,16.229999999989364,81.837202423851167,0,876361.49360995833,678447.00093998644,12930.719775337926,22683.772894740334,162299.99999989363,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,818.3720242385117,2900.5638050604293,866331.33763968083,0,62.5,Optimal,6.6506800067145377e-12
2924,321.68000000000001,321.68000000000001,0,2420.8242105263157,184.87554999998903,34.664210526315813,31.284450000010963,100,0,2696356.818184101,N12_seed42_cluster6,40,20,24,1,184.87554999998903,31.284450000010963,0,2708469.1659352002,847288.47368421045,12425.192251099525,0,1848755.4999998903,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,312.84450000010963,2395.0362808220275,2698439.0099649224,0,33.333333333333329,Optimal,6.4543925759608101e-12
2924,1889.0499999999997,1113.5040997229685,775.54590027703159,1807.8192243767246,14.259999999989372,118.80332409969324,107.2200000000107,58.945189366240633,41.054810633759388,931518.10858715372,N12_seed42_cluster7,40,20,24,1,14.259999999989372,107.2200000000107,0,943630.45633825322,632736.72853185365,13184.547751099522,155109.18005540632,142599.99999989371,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,1072.2000000001069,3154.3917808220249,933600.30036797572,0,70.833333333333343,Optimal,7.3736572403504397e-12
3070.1999999999998,1261.3600000000001,1018.0405401661948,243.31945983380521,2038.8513157894522,25.839999999989359,128.53185595566316,116.0000000000266,80.709752978229432,19.290247021770561,1021821.8524929632,N12_seed42_cluster8,40,20,24,1,25.839999999989359,116.0000000000266,0,1033934.2002440627,713597.96052630828,13272.347751099682,48663.891966761039,258399.9999998936,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,1160.000000000266,3242.1917808221838,1023904.0442737852,0,75,Optimal,7.3683281698322389e-12
2777.8000000000002,1214.79,1214.79,0,1564.3369749999956,0,13.609999999999959,12.283025000004262,100,0,547640.77149999852,N12_seed42_cluster9,40,20,24,1,0,12.283025000004262,0,559753.11925109802,547517.94124999852,12235.178001099459,0,0,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,122.83025000004261,2205.0220308219605,549722.96328082052,0,29.166666666666668,Optimal,1.4850343177386094e-12
2924,800.13999999999999,567.02554016618421,233.11445983381583,2199.5021052631578,168.40967499998391,112.17764542934738,101.24032500002146,70.865791007346743,29.134208992653264,2501557.7820587079,N12_seed42_cluster10,40,20,24,1,168.40967499998391,101.24032500002146,0,2513670.1298098071,769825.73684210517,13124.75100109963,46622.891966763164,1684096.7499998391,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,1012.4032500002146,3094.5950308221322,2503639.9738395298,0,70.833333333333343,Optimal,7.3736572403504397e-12
3070.1999999999998,2274.4200000000001,1763.7801052631337,510.63989473686627,1317.4278499999882,0,112.90210526315791,101.89415000003568,77.548566459279002,22.451433540720984,564246.66794736939,N12_seed42_cluster11,40,20,24,1,0,101.89415000003568,0,576359.01569846889,461099.74749999586,13131.289251099772,102127.97894737325,0,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,1018.9415000003568,3101.1332808222746,566328.8597281914,0,66.666666666666657,Optimal,7.3683281698322389e-12
