hour,load,wind,solar,cluster
0,87.400000000000006,14.109999999999999,10.73,0
1,82.650000000000006,6.6799999999999997,18.390000000000001,0
2,78.849999999999994,7.8799999999999999,24.960000000000001,0
3,76.950000000000003,8.5199999999999996,32.490000000000002,0
4,77.900000000000006,5.7599999999999998,40.420000000000002,0
5,84.549999999999997,3.8399999999999999,37.079999999999998,0
6,97.849999999999994,2.8300000000000001,28.43,0
7,115.90000000000001,2.3500000000000001,17.219999999999999,0
8,132.05000000000001,3.1899999999999999,5.6100000000000003,0
9,137.75,7.4199999999999999,0,0
10,133.94999999999999,13.68,0,0
11,127.3,17.98,0,0
12,121.59999999999999,17.809999999999999,0,0
13,118.75,16.02,0,0
14,120.65000000000001,13.68,0,0
15,126.34999999999999,11.56,0,0
16,135.84999999999999,10.49,0,0
17,146.30000000000001,10.859999999999999,0,0
18,152,12.359999999999999,0,0
19,153.90000000000001,13.390000000000001,0,0
20,143.44999999999999,13.390000000000001,0,0
21,125.40000000000001,13.039999999999999,0,0
22,106.40000000000001,12.42,0,0
23,94.049999999999997,10.609999999999999,0.66000000000000003,0
0,96.599999999999994,0,61.649999999999999,1
1,91.349999999999994,0,89.400000000000006,1
2,87.150000000000006,0,110.09,1
3,85.049999999999997,0,116.61,1
4,86.099999999999994,0,123.34999999999999,1
5,93.450000000000003,0,117.06999999999999,1
6,108.15000000000001,0,105.92,1
7,128.09999999999999,0,82.25,1
8,145.94999999999999,0,56.859999999999999,1
9,152.25,0,27.850000000000001,1
10,148.05000000000001,0,5.9800000000000004,1
11,140.69999999999999,0,0,1
12,134.40000000000001,0,0,1
13,131.25,0,0,1
14,133.34999999999999,0,0,1
15,139.65000000000001,0,0,1
16,150.15000000000001,0.32000000000000001,0,1
17,161.69999999999999,1.2,0,1
18,168,1.4399999999999999,0,1
19,170.09999999999999,1.1299999999999999,0,1
20,158.55000000000001,0.82999999999999996,0,1
21,138.59999999999999,0.57999999999999996,0,1
22,117.59999999999999,0.32000000000000001,8.0600000000000005,1
23,103.95,0,31.949999999999999,1
0,96.599999999999994,0.84999999999999998,32.869999999999997,2
1,91.349999999999994,1.3400000000000001,48.530000000000001,2
2,87.150000000000006,2.1800000000000002,70.909999999999997,2
3,85.049999999999997,2.0600000000000001,81.590000000000003,2
4,86.099999999999994,1.27,77.060000000000002,2
5,93.450000000000003,1.22,73.659999999999997,2
6,108.15000000000001,1.8500000000000001,65.150000000000006,2
7,128.09999999999999,3.1200000000000001,43.240000000000002,2
8,145.94999999999999,4.29,20.640000000000001,2
9,152.25,3.6299999999999999,4.2400000000000002,2
10,148.05000000000001,2.9900000000000002,0,2
11,140.69999999999999,2.8300000000000001,0,2
12,134.40000000000001,3.29,0,2
13,131.25,3.8799999999999999,0,2
14,133.34999999999999,3.8799999999999999,0,2
15,139.65000000000001,3.0499999999999998,0,2
16,150.15000000000001,1.5900000000000001,0,2
17,161.69999999999999,0.51000000000000001,0,2
18,168,0.46999999999999997,0,2
19,170.09999999999999,1.27,0,2
20,158.55000000000001,1.9299999999999999,0,2
21,138.59999999999999,2.3199999999999998,0,2
22,117.59999999999999,2.46,0.72999999999999998,2
23,103.95,2.1200000000000001,6.9800000000000004,2
0,96.599999999999994,47.240000000000002,11.01,3
1,91.349999999999994,53.240000000000002,18.52,3
2,87.150000000000006,72.260000000000005,23.890000000000001,3
3,85.049999999999997,93.049999999999997,14.9,3
4,86.099999999999994,100,41.700000000000003,3
5,93.450000000000003,92.569999999999993,43.560000000000002,3
6,108.15000000000001,81.010000000000005,40.990000000000002,3
7,128.09999999999999,65.689999999999998,28.579999999999998,3
8,145.94999999999999,52.729999999999997,15.69,3
9,152.25,43.299999999999997,7.4199999999999999,3
10,148.05000000000001,85.510000000000005,0.73999999999999999,3
11,140.69999999999999,100,0,3
12,134.40000000000001,100,0,3
13,131.25,100,0,3
14,133.34999999999999,82.120000000000005,0,3
15,139.65000000000001,40.140000000000001,0,3
16,150.15000000000001,35.030000000000001,0,3
17,161.69999999999999,48.030000000000001,0,3
18,168,59.159999999999997,0,3
19,170.09999999999999,69.829999999999998,0,3
20,158.55000000000001,60.25,0,3
21,138.59999999999999,43.600000000000001,0,3
22,117.59999999999999,7.0700000000000003,1.3999999999999999,3
23,103.95,22.329999999999998,10.699999999999999,3
0,92,17.140000000000001,73.650000000000006,4
1,87,43.009999999999998,101.7,4
2,83,100,117.05,4
3,81,100,132.06999999999999,4
4,82,100,136.84999999999999,4
5,89,90.890000000000001,135.65000000000001,4
6,103,77.299999999999997,116.03,4
7,122,67.25,85.430000000000007,4
8,139,48.030000000000001,54.060000000000002,4
9,145,38.609999999999999,25.25,4
10,141,39.299999999999997,3.6800000000000002,4
11,134,34.770000000000003,0,4
12,128,29.66,0,4
13,125,26.960000000000001,0,4
14,127,25.879999999999999,0,4
15,133,25.879999999999999,0,4
16,143,24.629999999999999,0,4
17,154,29.079999999999998,0,4
18,160,14.93,0,4
19,162,3.77,0,4
20,151,16.739999999999998,0,4
21,132,24.420000000000002,0,4
22,112,22.620000000000001,3.6299999999999999,4
23,99,19.899999999999999,15.369999999999999,4
0,96.599999999999994,0,51.039999999999999,5
1,91.349999999999994,1.0700000000000001,73.519999999999996,5
2,87.150000000000006,2.8599999999999999,88.260000000000005,5
3,85.049999999999997,4.71,115.87,5
4,86.099999999999994,6.8200000000000003,136.46000000000001,5
5,93.450000000000003,7.9299999999999997,131.43000000000001,5
6,108.15000000000001,11.890000000000001,115.94,5
7,128.09999999999999,18.489999999999998,91.760000000000005,5
8,145.94999999999999,25.039999999999999,59.82,5
9,152.25,27.07,27.359999999999999,5
10,148.05000000000001,35.030000000000001,3.4700000000000002,5
11,140.69999999999999,48.030000000000001,0,5
12,134.40000000000001,56.670000000000002,0,5
13,131.25,58.270000000000003,0,5
14,133.34999999999999,56.850000000000001,0,5
15,139.65000000000001,55.979999999999997,0,5
16,150.15000000000001,57.560000000000002,0,5
17,161.69999999999999,57.729999999999997,0,5
18,168,43.299999999999997,0,5
19,170.09999999999999,38.200000000000003,0,5
20,158.55000000000001,34.140000000000001,0,5
21,138.59999999999999,28.399999999999999,0,5
22,117.59999999999999,20.91,7.3700000000000001,5
23,103.95,8.8499999999999996,32.25,5
0,96.599999999999994,0,3.5299999999999998,6
1,91.349999999999994,0,5.3700000000000001,6
2,87.150000000000006,0,6.1500000000000004,6
3,85.049999999999997,0,9.9499999999999993,6
4,86.099999999999994,0,10.289999999999999,6
5,93.450000000000003,0,9.5800000000000001,6
6,108.15000000000001,0.10000000000000001,9.3800000000000008,6
7,128.09999999999999,3.73,7.0700000000000003,6
8,145.94999999999999,17.390000000000001,3.75,6
9,152.25,31.789999999999999,0,6
10,148.05000000000001,36.729999999999997,0,6
11,140.69999999999999,43.740000000000002,0,6
12,134.40000000000001,50.100000000000001,0,6
13,131.25,63.219999999999999,0,6
14,133.34999999999999,93.299999999999997,0,6
15,139.65000000000001,100,0,6
16,150.15000000000001,91.609999999999999,0,6
17,161.69999999999999,69.430000000000007,0,6
18,168,89.700000000000003,0,6
19,170.09999999999999,99.239999999999995,0,6
20,158.55000000000001,94.030000000000001,0,6
21,138.59999999999999,99.489999999999995,0,6
22,117.59999999999999,97.980000000000004,0,6
23,103.95,80.790000000000006,0.58999999999999997,6
0,87.400000000000006,33.880000000000003,20.75,7
1,82.650000000000006,30.59,36.659999999999997,7
2,78.849999999999994,22.239999999999998,52.979999999999997,7
3,76.950000000000003,26.530000000000001,61.590000000000003,7
4,77.900000000000006,36.329999999999998,57.439999999999998,7
5,84.549999999999997,50.909999999999997,48.189999999999998,7
6,97.849999999999994,58.799999999999997,49.159999999999997,7
7,115.90000000000001,55.280000000000001,29.719999999999999,7
8,132.05000000000001,54.770000000000003,10.31,7
9,137.75,45.090000000000003,0.46000000000000002,7
10,133.94999999999999,39.299999999999997,0,7
11,127.3,33.380000000000003,0,7
12,121.59999999999999,27.949999999999999,0,7
13,118.75,22.620000000000001,0,7
14,120.65000000000001,18.66,0,7
15,126.34999999999999,18.579999999999998,0,7
16,135.84999999999999,18.920000000000002,0,7
17,146.30000000000001,19.010000000000002,0,7
18,152,18.66,0,7
19,153.90000000000001,17.809999999999999,0,7
20,143.44999999999999,17.73,0,7
21,125.40000000000001,17.059999999999999,0,7
22,106.40000000000001,12.220000000000001,0,7
23,94.049999999999997,7.6699999999999999,5.4800000000000004,7
0,92,1.6100000000000001,60.5,8
1,87,7.4199999999999999,90.909999999999997,8
2,83,8.8499999999999996,102.97,8
3,81,9.2400000000000002,105.56,8
4,82,9.8200000000000003,104.43000000000001,8
5,89,11.24,95.569999999999993,8
6,103,13.109999999999999,95.069999999999993,8
7,122,15.550000000000001,68.049999999999997,8
8,139,16.98,47.420000000000002,8
9,145,15.16,22.77,8
10,141,18.399999999999999,5.6200000000000001,8
11,134,23.920000000000002,0,8
12,128,24.84,0,8
13,125,21.760000000000002,0,8
14,127,21,0,8
15,133,21.949999999999999,0,8
16,143,22.920000000000002,0,8
17,154,24.32,0,8
18,160,24.530000000000001,0,8
19,162,23.510000000000002,0,8
20,151,21.850000000000001,0,8
21,132,19.629999999999999,0.90000000000000002,8
22,112,16.170000000000002,13.35,8
23,99,7.7199999999999998,38.109999999999999,8
0,87.400000000000006,2.1499999999999999,32.609999999999999,9
1,82.650000000000006,0.14999999999999999,63.850000000000001,9
2,78.849999999999994,0,88.840000000000003,9
3,76.950000000000003,0,99.239999999999995,9
4,77.900000000000006,0,87.510000000000005,9
5,84.549999999999997,0,92.819999999999993,9
6,97.849999999999994,0,76.260000000000005,9
7,115.90000000000001,0,50.969999999999999,9
8,132.05000000000001,0,29.469999999999999,9
9,137.75,0,8.25,9
10,133.94999999999999,0,0,9
11,127.3,0,0,9
12,121.59999999999999,0,0,9
13,118.75,0,0,9
14,120.65000000000001,0,0,9
15,126.34999999999999,0,0,9
16,135.84999999999999,0,0,9
17,146.30000000000001,0,0,9
18,152,0,0,9
19,153.90000000000001,0,0,9
20,143.44999999999999,1.8700000000000001,0,9
21,125.40000000000001,4.75,0,9
22,106.40000000000001,5.8899999999999997,0,9
23,94.049999999999997,5.9400000000000004,1.23,9
0,92,8.6799999999999997,13.25,10
1,87,7.7199999999999998,21.399999999999999,10
2,83,5.6699999999999999,39.119999999999997,10
3,81,3.9100000000000001,38.32,10
4,82,2.7400000000000002,28.68,10
5,89,2.0899999999999999,23.550000000000001,10
6,103,1.6100000000000001,19.940000000000001,10
7,122,1.8200000000000001,10.470000000000001,10
8,139,3.3900000000000001,6.4000000000000004,10
9,145,5.6699999999999999,1.8200000000000001,10
10,141,7.8799999999999999,0,10
11,134,8.6799999999999997,0,10
12,128,7.6200000000000001,0,10
13,125,5.9800000000000004,0,10
14,127,4.29,0,10
15,133,3.73,0,10
16,143,3.77,0,10
17,154,3.4900000000000002,0,10
18,160,3.1200000000000001,0,10
19,162,3.4199999999999999,0,10
20,151,4.3200000000000003,0,10
21,132,5.2400000000000002,0,10
22,112,5.46,0.56000000000000005,10
23,99,4.5899999999999999,3.2799999999999998,10
0,92,100,4.2000000000000002,11
1,87,100,8.9100000000000001,11
2,83,100,7.2999999999999998,11
3,81,100,12.65,11
4,82,100,12.119999999999999,11
5,89,100,8.3100000000000005,11
6,103,100,10.640000000000001,11
7,122,100,12.4,11
8,139,100,6.2199999999999998,11
9,145,100,0.85999999999999999,11
10,141,100,0,11
11,134,100,0,11
12,128,100,0,11
13,125,100,0,11
14,127,100,0,11
15,133,100,0,11
16,143,100,0,11
17,154,100,0,11
18,160,100,0,11
19,162,100,0,11
20,151,100,0,11
21,132,96.730000000000004,0,11
22,112,82.120000000000005,0,11
23,99,68.430000000000007,0.34000000000000002,11
0,92,8.7899999999999991,12.68,12
1,87,16.170000000000002,16.460000000000001,12
2,83,25.039999999999999,21.780000000000001,12
3,81,29.420000000000002,19.809999999999999,12
4,82,27.620000000000001,18.170000000000002,12
5,89,25.780000000000001,23.16,12
6,103,24.84,26.059999999999999,12
7,122,19.190000000000001,19.550000000000001,12
8,139,9.6500000000000004,11.220000000000001,12
9,145,2.71,6.5999999999999996,12
10,141,4.3200000000000003,1.1200000000000001,12
11,134,16.25,0,12
12,128,38.609999999999999,0,12
13,125,49.780000000000001,0,12
14,127,52.57,0,12
15,133,53.740000000000002,0,12
16,143,55.280000000000001,0,12
17,154,59.340000000000003,0,12
18,160,61.539999999999999,0,12
19,162,61.909999999999997,0,12
20,151,61.170000000000002,0,12
21,132,55.109999999999999,0,12
22,112,48.82,2.1099999999999999,12
23,99,55.460000000000001,9.2799999999999994,12
0,92,3.4900000000000002,15.58,13
1,87,2.29,28.530000000000001,13
2,83,1.2,49.229999999999997,13
3,81,1.8200000000000001,58.32,13
4,82,4.5599999999999996,72.950000000000003,13
5,89,8.6799999999999997,58.969999999999999,13
6,103,13.9,43.009999999999998,13
7,122,21.850000000000001,37.850000000000001,13
8,139,29.190000000000001,22.550000000000001,13
9,145,23.920000000000002,12.49,13
10,141,21.100000000000001,5.3099999999999996,13
11,134,25.149999999999999,0.14999999999999999,13
12,128,30.949999999999999,0,13
13,125,31.059999999999999,0,13
14,127,27.07,0,13
15,133,19.280000000000001,0,13
16,143,15.550000000000001,0,13
17,154,13.390000000000001,0,13
18,160,15.859999999999999,0,13
19,162,20.359999999999999,0,13
20,151,24.32,0,13
21,132,23.120000000000001,0.39000000000000001,13
22,112,21,2.2000000000000002,13
23,99,26.420000000000002,4.8300000000000001,13
0,92,4.79,26.579999999999998,14
1,87,4.0999999999999996,44.280000000000001,14
2,83,6.0300000000000002,57.659999999999997,14
3,81,6.6799999999999997,68.040000000000006,14
4,82,6.9199999999999999,71.489999999999995,14
5,89,6.2599999999999998,76.109999999999999,14
6,103,4.3600000000000003,80.019999999999996,14
7,122,1.98,74.239999999999995,14
8,139,0.080000000000000002,56.270000000000003,14
9,145,0,30.379999999999999,14
10,141,0,10.470000000000001,14
11,134,0,0,14
12,128,2.23,0,14
13,125,5.0800000000000001,0,14
14,127,7.1200000000000001,0,14
15,133,7.6200000000000001,0,14
16,143,6.4400000000000004,0,14
17,154,4.5199999999999996,0,14
18,160,2.8900000000000001,0,14
19,162,1.79,0,14
20,151,1.3200000000000001,0,14
21,132,1.4399999999999999,0,14
22,112,1.77,9.0399999999999991,14
23,99,0.93000000000000005,25.120000000000001,14
0,92,0.32000000000000001,14.59,15
1,87,0,29.039999999999999,15
2,83,0.97999999999999998,50.670000000000002,15
3,81,1.6899999999999999,58,15
4,82,2.04,58.350000000000001,15
5,89,2.29,54.409999999999997,15
6,103,2.2599999999999998,44.640000000000001,15
7,122,1.98,30.719999999999999,15
