hour,load,wind,solar,cluster
0,92,5.8899999999999997,15.75,0
1,87,9.3000000000000007,37.200000000000003,0
2,83,17.640000000000001,57,0
3,81,21.280000000000001,54.899999999999999,0
4,82,20.539999999999999,39.390000000000001,0
5,89,18.84,25.629999999999999,0
6,103,20.91,15.84,0
7,122,28.399999999999999,11.76,0
8,139,41.560000000000002,5.7199999999999998,0
9,145,66.269999999999996,0.59999999999999998,0
10,141,96.730000000000004,0,0
11,134,83.689999999999998,0,0
12,128,67.640000000000001,0,0
13,125,62.649999999999999,0,0
14,127,54.600000000000001,0,0
15,133,49.619999999999997,0,0
16,143,36.729999999999997,0,0
17,154,27.949999999999999,0,0
18,160,22.620000000000001,0,0
19,162,21.379999999999999,0,0
20,151,19.370000000000001,0,0
21,132,16.41,0,0
22,112,14.039999999999999,0,0
23,99,11.56,0.35999999999999999,0
0,96.599999999999994,30,28.809999999999999,1
1,91.349999999999994,25.25,31.719999999999999,1
2,87.150000000000006,27.07,40.659999999999997,1
3,85.049999999999997,34.390000000000001,60.520000000000003,1
4,86.099999999999994,42.710000000000001,68.879999999999995,1
5,93.450000000000003,44.189999999999998,59.43,1
6,108.15000000000001,38.479999999999997,39.68,1
7,128.09999999999999,32.390000000000001,28.719999999999999,1
8,145.94999999999999,24.73,18.260000000000002,1
9,152.25,14.859999999999999,11.109999999999999,1
10,148.05000000000001,9.2400000000000002,3.9900000000000002,1
11,140.69999999999999,12.02,0.19,1
12,134.40000000000001,14.630000000000001,0,1
13,131.25,11.82,0,1
14,133.34999999999999,9.8200000000000003,0,1
15,139.65000000000001,9.5899999999999999,0,1
16,150.15000000000001,9.0700000000000003,0,1
17,161.69999999999999,8.7899999999999991,0,1
18,168,9.8200000000000003,0,1
19,170.09999999999999,9.3599999999999994,0,1
20,158.55000000000001,9.0199999999999996,0,1
21,138.59999999999999,10.550000000000001,0.56999999999999995,1
22,117.59999999999999,9.6500000000000004,7.0599999999999996,1
23,103.95,7.4199999999999999,8.1199999999999992,1
0,92,0.080000000000000002,60.890000000000001,2
1,87,0,89.170000000000002,2
2,83,0.059999999999999998,110.98,2
3,81,0,123.79000000000001,2
4,82,0,130.21000000000001,2
5,89,0,120.73999999999999,2
6,103,0,104.95,2
7,122,0,81.569999999999993,2
8,139,0,50.990000000000002,2
9,145,0.42999999999999999,21.539999999999999,2
10,141,2.5499999999999998,1.6899999999999999,2
11,134,6.0300000000000002,0,2
12,128,7.7699999999999996,0,2
13,125,6.5800000000000001,0,2
14,127,4.0599999999999996,0,2
15,133,2.4100000000000001,0,2
16,143,1.49,0,2
