day,cluster
0,7
1,7
2,18
3,14
4,7
5,18
6,10
7,18
8,23
9,14
10,18
11,2
12,3
13,16
14,17
15,14
16,18
17,18
18,10
19,18
20,8
21,7
22,9
23,12
24,10
25,2
26,12
27,10
28,10
29,21
30,10
31,9
32,7
33,14
34,14
35,8
36,7
37,8
38,2
39,2
40,8
41,8
42,13
43,17
44,18
45,10
46,8
47,8
48,7
49,21
50,6
51,2
52,7
53,7
54,23
55,23
56,21
57,1
58,14
59,23
60,14
61,18
62,21
63,1
64,21
65,8
66,14
67,21
68,18
69,3
70,19
71,6
72,11
73,15
74,3
75,2
76,8
77,8
78,7
79,7
80,2
81,23
82,14
83,18
84,1
85,10
86,18
87,14
88,21
89,21
90,6
91,5
92,4
93,13
94,21
95,14
96,1
97,1
98,22
99,6
100,6
101,21
102,14
103,23
104,6
105,6
106,11
107,8
108,10
109,1
110,5
111,2
112,2
113,8
114,0
115,22
116,18
117,23
118,1
119,22
120,6
121,13
122,20
123,12
124,6
125,9
126,6
127,1
128,22
129,7
130,0
131,22
132,10
133,6
134,6
135,23
136,8
137,21
138,1
139,0
140,3
141,14
142,10
143,0
144,10
145,7
146,21
147,1
148,1
149,23
150,10
151,1
152,15
153,14
154,21
155,8
156,1
157,0
158,22
159,1
160,22
161,18
162,10
163,0
164,22
165,10
166,23
167,2
168,12
169,0
170,22
171,10
172,14
173,8
174,14
175,14
176,22
177,6
178,11
179,12
180,0
181,0
182,21
183,6
184,0
185,6
186,5
187,19
188,12
189,12
190,11
191,6
192,6
193,6
194,0
195,10
196,14
197,0
198,10
199,0
200,0
201,1
202,0
203,22
204,1
205,8
206,22
207,1
208,21
209,0
210,14
211,0
212,22
213,1
214,22
215,22
216,1
217,21
218,22
219,1
220,1
221,22
222,1
223,1
224,21
225,10
226,1
227,22
228,1
229,1
230,22
231,1
232,8
233,22
234,1
235,1
236,0
237,10
238,13
239,12
240,10
241,10
242,22
243,1
244,21
245,8
246,10
247,21
248,21
249,1
250,1
251,22
252,10
253,18
254,2
255,14
256,18
257,21
258,1
259,21
260,21
261,6
262,2
263,8
264,14
265,8
266,18
267,14
268,8
269,18
270,14
271,14
272,8
273,14
274,8
275,8
276,7
277,23
278,18
279,7
280,18
281,18
282,7
283,10
284,8
285,10
286,10
287,21
288,1
289,21
290,21
291,9
292,21
293,21
294,10
295,21
296,21
297,7
298,18
299,8
300,14
301,18
302,21
303,10
304,21
305,21
306,23
307,7
308,17
309,10
310,21
311,18
312,9
313,2
314,9
315,12
316,8
317,18
318,7
319,12
320,21
321,10
322,10
323,18
324,10
325,8
326,19
327,10
328,14
329,8
330,10
331,18
332,9
333,2
334,18
335,18
336,14
337,14
338,18
339,12
340,15
341,18
342,7
343,13
344,17
345,14
346,7
347,3
348,4
349,2
350,8
351,7
352,23
353,23
354,12
355,18
356,18
357,14
358,18
359,18
360,14
361,8
362,8
363,14
364,23
