factor,gain_0_40_pp,gain_40_80_pp,diminishing
0.8,3.282482282704322,2.258926477389778,True
1.0,3.557694991014955,2.004260636804986,True
1.2,2.308970137202266,1.1059937451809247,True
1.4,1.675194269452163,0.9762664690188103,True
