day,cluster
0,5
1,17
2,8
3,13
4,17
5,8
6,2
7,2
8,22
9,13
10,2
11,0
12,10
13,20
14,15
15,13
16,2
17,2
18,2
19,2
20,17
21,5
22,11
23,19
24,2
25,5
26,19
27,18
28,7
29,7
30,18
31,11
32,17
33,13
34,13
35,17
36,17
37,13
38,0
39,0
40,17
41,17
42,10
43,15
44,8
45,2
46,17
47,17
48,5
49,7
50,12
51,0
52,17
53,17
54,22
55,22
56,7
57,18
58,13
59,22
60,2
61,8
62,7
63,18
64,7
65,17
66,13
67,18
68,8
69,10
70,9
71,12
72,9
73,12
74,16
75,0
76,17
77,17
78,17
79,17
80,0
81,5
82,13
83,8
84,18
85,2
86,8
87,13
88,18
89,7
90,12
91,14
92,20
93,16
94,1
95,8
96,4
97,4
98,4
99,1
100,12
101,7
102,13
103,19
104,12
105,12
106,9
107,17
108,18
109,4
110,14
111,5
112,5
113,17
114,23
115,4
116,8
117,16
118,4
119,4
120,12
121,16
122,20
123,6
124,12
125,11
126,1
127,4
128,4
129,17
130,23
131,4
132,18
133,12
134,1
135,22
136,13
137,7
138,18
139,23
140,10
141,13
142,2
143,23
144,2
145,17
146,1
147,18
148,4
149,22
150,2
151,4
152,22
153,13
154,7
155,17
156,18
157,23
158,4
159,4
160,4
161,8
162,18
163,23
164,4
165,2
166,22
167,0
168,19
169,23
170,4
171,2
172,13
173,8
174,13
175,13
176,4
177,1
178,9
179,6
180,23
181,23
182,7
183,1
184,23
185,12
186,14
187,6
188,19
189,19
190,9
191,1
192,1
193,1
194,23
195,18
196,13
197,23
198,18
199,2
200,23
201,18
202,23
203,4
204,18
205,17
206,4
207,4
208,7
209,23
210,13
211,23
212,4
213,4
214,4
215,4
216,4
217,18
218,4
219,18
220,4
221,4
222,4
223,4
224,7
225,18
226,4
227,4
228,4
229,18
230,4
231,4
232,17
233,4
234,4
235,4
236,8
237,18
238,16
239,6
240,18
241,2
242,4
243,4
244,7
245,8
246,2
247,4
248,7
249,4
250,4
251,4
252,18
253,2
254,5
255,13
256,2
257,7
258,18
259,7
260,7
261,12
262,0
263,17
264,13
265,17
266,8
267,13
268,17
269,8
270,13
271,8
272,17
273,13
274,17
275,17
276,5
277,22
278,7
279,0
280,2
281,8
282,17
283,7
284,8
285,2
286,2
287,7
288,18
289,7
290,7
291,11
292,7
293,7
294,18
295,7
296,7
297,17
298,2
299,17
300,13
301,2
302,7
303,18
304,7
305,7
306,22
307,17
308,15
309,18
310,7
311,2
312,11
313,0
314,11
315,19
316,17
317,2
318,5
319,6
320,7
321,2
322,2
323,7
324,2
325,17
326,9
327,2
328,8
329,8
330,2
331,2
332,3
333,0
334,2
335,8
336,2
337,13
338,8
339,2
340,22
341,8
342,5
343,21
344,15
345,13
346,17
347,10
348,15
349,0
350,17
351,17
352,22
353,22
354,19
355,2
356,8
357,2
358,2
359,8
360,13
361,17
362,17
363,13
364,22
