hour,load,wind,solar,cluster
0,92,34.640000000000001,12.24,0
1,87,29.309999999999999,19.789999999999999,0
2,83,22.239999999999998,27.510000000000002,0
3,81,19.539999999999999,30.690000000000001,0
4,82,15.550000000000001,31.48,0
5,89,16.82,33.609999999999999,0
6,103,22.620000000000001,8.4100000000000001,0
7,122,18.23,7.0800000000000001,0
8,139,10.609999999999999,3.8100000000000001,0
9,145,12.359999999999999,0.41999999999999998,0
10,141,15.24,0,0
11,134,16.25,0,0
12,128,15.08,0,0
13,125,13.390000000000001,0,0
14,127,11.43,0,0
15,133,11.24,0,0
16,143,12.359999999999999,0,0
17,154,13.539999999999999,0,0
18,160,13.539999999999999,0,0
19,162,12.289999999999999,0,0
20,151,11.630000000000001,0,0
21,132,11.630000000000001,0,0
22,112,11.109999999999999,0,0
23,99,10.800000000000001,4.2000000000000002,0
0,87.400000000000006,10.550000000000001,59.439999999999998,1
1,82.650000000000006,23.920000000000002,90.030000000000001,1
2,78.849999999999994,32.640000000000001,108.64,1
3,76.950000000000003,31.539999999999999,118.01000000000001,1
4,77.900000000000006,29.539999999999999,128.44,1
5,84.549999999999997,28.289999999999999,125.56999999999999,1
6,97.849999999999994,28.850000000000001,106.94,1
7,115.90000000000001,28.969999999999999,78.969999999999999,1
8,132.05000000000001,25.989999999999998,50.240000000000002,1
9,137.75,16.09,23.170000000000002,1
10,133.94999999999999,11.5,2.7799999999999998,1
11,127.3,11.050000000000001,0,1
12,121.59999999999999,12.699999999999999,0,1
13,118.75,13.75,0,1
14,120.65000000000001,11.5,0,1
15,126.34999999999999,10.119999999999999,0,1
16,135.84999999999999,10.43,0,1
17,146.30000000000001,10.119999999999999,0,1
18,152,7.4199999999999999,0,1
19,153.90000000000001,4.21,0,1
20,143.44999999999999,2.9300000000000002,0,1
21,125.40000000000001,2.0899999999999999,0,1
22,106.40000000000001,1.1299999999999999,5.1799999999999997,1
23,94.049999999999997,0,26.43,1
0,92,0,34.590000000000003,2
1,87,0,55.649999999999999,2
2,83,0,77.189999999999998,2
3,81,0,91.549999999999997,2
4,82,0,90.760000000000005,2
5,89,0,87.939999999999998,2
6,103,0,57.130000000000003,2
7,122,0,48.329999999999998,2
8,139,0,29.850000000000001,2
9,145,0,11.949999999999999,2
10,141,0,1.28,2
11,134,0.059999999999999998,0,2
12,128,0.84999999999999998,0,2
13,125,2.0600000000000001,0,2
14,127,2.9900000000000002,0,2
15,133,3.52,0,2
16,143,3.3900000000000001,0,2
17,154,2.9300000000000002,0,2
18,160,2.8599999999999999,0,2
19,162,2.9900000000000002,0,2
20,151,2.9300000000000002,0,2
21,132,2.1800000000000002,0,2
22,112,1.74,1.2,2
23,99,1.3400000000000001,9.3100000000000005,2
0,96.599999999999994,0,23.84,3
1,91.349999999999994,3.3900000000000001,49.939999999999998,3
2,87.150000000000006,26.850000000000001,61.009999999999998,3
3,85.049999999999997,45.240000000000002,69.349999999999994,3
4,86.099999999999994,50.590000000000003,69.590000000000003,3
5,93.450000000000003,65.120000000000005,63.299999999999997,3
6,108.15000000000001,94.510000000000005,47.409999999999997,3
7,128.09999999999999,100,26.719999999999999,3
8,145.94999999999999,100,8.8599999999999994,3
9,152.25,100,0,3
10,148.05000000000001,100,0,3
11,140.69999999999999,100,0,3
12,134.40000000000001,95.25,0,3
13,131.25,75.390000000000001,0,3
14,133.34999999999999,56.5,0,3
15,139.65000000000001,45.240000000000002,0,3
16,150.15000000000001,41.560000000000002,0,3
17,161.69999999999999,37.93,0,3
18,168,38.200000000000003,0,3
19,170.09999999999999,37.259999999999998,0,3
20,158.55000000000001,33.380000000000003,0,3
21,138.59999999999999,26.100000000000001,0,3
22,117.59999999999999,21.760000000000002,0,3
23,103.95,17.890000000000001,2.1200000000000001,3
0,92,0.080000000000000002,60.890000000000001,4
1,87,0,89.170000000000002,4
2,83,0.059999999999999998,110.98,4
3,81,0,123.79000000000001,4
4,82,0,130.21000000000001,4
5,89,0,120.73999999999999,4
6,103,0,104.95,4
7,122,0,81.569999999999993,4
8,139,0,50.990000000000002,4
9,145,0.42999999999999999,21.539999999999999,4
10,141,2.5499999999999998,1.6899999999999999,4
11,134,6.0300000000000002,0,4
12,128,7.7699999999999996,0,4
13,125,6.5800000000000001,0,4
14,127,4.0599999999999996,0,4
15,133,2.4100000000000001,0,4
16,143,1.49,0,4
17,154,1.0900000000000001,0,4
18,160,1.1599999999999999,0,4
19,162,1.8200000000000001,0,4
20,151,2.52,0,4
21,132,2.71,0,4
22,112,2.6099999999999999,5.4199999999999999,4
23,99,1.0700000000000001,30.879999999999999,4
0,87.400000000000006,0,10.960000000000001,5
1,82.650000000000006,0,18.899999999999999,5
2,78.849999999999994,0.050000000000000003,15.23,5
3,76.950000000000003,0.10000000000000001,11.32,5
4,77.900000000000006,0.29999999999999999,13.029999999999999,5
5,84.549999999999997,1.6399999999999999,16.370000000000001,5
6,97.849999999999994,5.2000000000000002,11.35,5
