N,seed,renewable_available_MWh,renewable_used_MWh,curtailment_MWh,total_load_MWh,thermal_generation_MWh,unserved_MWh,total_cost_CNY,renewable_utilization_pct,curtailment_rate_pct,load_input_MWh,load_relative_error,wind_input_MWh,wind_relative_error,solar_input_MWh,solar_relative_error,max_input_relative_error,load_signed_relative_error,wind_signed_relative_error,solar_signed_relative_error,worst_error_pp,cost_error_CNY,unserved_error_MWh,control_max_difference,repeat_max_difference,lower_bound_count,upper_bound_count,max_weight_ratio,effective_sample_size,seconds,control_renewable_available_MWh,control_renewable_used_MWh,control_curtailment_MWh,control_total_load_MWh,control_thermal_generation_MWh,control_unserved_MWh,control_total_cost_CNY,control_renewable_utilization_pct,control_curtailment_rate_pct,control_load_input_MWh,control_load_relative_error,control_wind_input_MWh,control_wind_relative_error,control_solar_input_MWh,control_solar_relative_error,control_max_input_relative_error
12,42,301349.9472638921,234427.36759303467,66922.579670857463,1067333.1010674872,779851.58485161536,55776.945104217542,848775061.81632793,77.792403722489013,22.207596277510998,1067333.1010674872,0.00020550860413116564,98861.56892136627,0.00020550859852829962,202488.37834252583,0.00020550860353611911,0.00020550860413116564,0.00020550860413116564,-0.00020550859852829962,-0.00020550860353611911,1.5615946626977184,40207333.689225912,3892.0426542213318,0,0,2,3,2,7.4994448075142408,6.3254137000003539,270923.82999999996,216451.38310856296,54472.446891437015,1071792.2000000002,796101.59593434306,61886.193649995948,913058006.03624928,79.893814844033102,20.106185155966909,1071792.2000000002,0.0043841622140020492,76929.449999999997,0.2220066788771938,193994.37999999998,0.042144966177850317,0.2220066788771938
