hour,load,wind,solar
4395,76.95,26.53,88.21
4396,77.90,26.20,108.70
4397,84.55,26.96,98.50
4398,97.85,28.74,91.78
4399,115.90,27.07,74.10
4400,132.05,21.57,52.58
4401,137.75,15.31,30.24
4402,133.95,13.32,11.50
4403,127.30,13.47,0.69
4404,121.60,13.90,0.00
4405,118.75,17.89,0.00
4406,120.65,21.85,0.00
4407,126.35,24.73,0.00
4408,135.85,25.36,0.00
4409,146.30,25.57,0.00
4410,152.00,25.88,0.00
4411,153.90,27.73,0.00
4412,143.45,27.18,0.00
4413,125.40,19.81,0.61
4414,106.40,11.76,6.90
4415,94.05,5.20,17.82
4416,92.00,1.95,31.54
4417,87.00,0.15,35.69
4418,83.00,0.00,45.18
4419,81.00,0.20,70.50
4420,82.00,3.22,75.22
4421,89.00,5.94,92.87
4422,103.00,6.82,83.53
4423,122.00,7.62,63.16
4424,139.00,8.19,45.01
4425,145.00,7.52,23.85
4426,141.00,6.30,8.89
4427,134.00,7.98,0.48
4428,128.00,10.80,0.00
4429,125.00,9.76,0.00
4430,127.00,6.40,0.00
4431,133.00,4.25,0.00
4432,143.00,3.32,0.00
4433,154.00,2.83,0.00
4434,160.00,2.71,0.00
4435,162.00,2.55,0.00
4436,151.00,2.01,0.00
4437,132.00,1.09,1.35
4438,112.00,0.03,18.55
4439,99.00,0.00,47.35
4440,96.60,0.00,78.10
4441,91.35,0.20,102.74
4442,87.15,0.29,122.08
4443,85.05,0.66,131.18
4444,86.10,1.07,132.54
4445,93.45,1.32,137.87
4446,108.15,1.41,121.52
4447,128.10,1.34,98.44
4448,145.95,1.87,62.82
4449,152.25,3.73,34.79
4450,148.05,6.21,13.11
4451,140.70,10.49,0.51
4452,134.40,14.78,0.00
4453,131.25,14.04,0.00
4454,133.35,12.02,0.00
4455,139.65,11.50,0.00
4456,150.15,16.74,0.00
4457,161.70,32.27,0.00
4458,168.00,43.89,0.00
4459,170.10,52.73,0.00
4460,158.55,50.75,0.00
4461,138.60,48.34,0.94
4462,117.60,35.68,16.23
4463,103.95,39.44,41.51
4464,87.40,61.54,70.84
4465,82.65,73.50,96.87
4466,78.85,78.16,110.36
4467,76.95,77.73,124.86
4468,77.90,76.87,122.61
4469,84.55,73.30,90.74
4470,97.85,66.66,78.53
4471,115.90,60.62,44.93
4472,132.05,54.42,30.93
4473,137.75,44.49,17.60
4474,133.95,39.16,6.51
4475,127.30,33.26,0.49
4476,121.60,35.03,0.00
4477,118.75,37.39,0.00
4478,120.65,45.55,0.00
4479,126.35,64.73,0.00
4480,135.85,66.86,0.00
4481,146.30,68.83,0.00
4482,152.00,69.43,0.00
4483,153.90,76.02,0.00
4484,143.45,72.26,0.00
4485,125.40,65.50,0.80
4486,106.40,62.28,8.38
4487,94.05,60.98,23.01
4488,92.00,81.01,38.73
4489,87.00,98.23,58.27
4490,83.00,97.23,71.08
4491,81.00,99.24,65.81
4492,82.00,98.74,66.48
4493,89.00,92.09,35.42
4494,103.00,80.13,51.58
4495,122.00,70.23,36.86
4496,139.00,59.52,29.50
4497,145.00,41.27,15.36
4498,141.00,27.84,6.64
4499,134.00,23.51,0.39
4500,128.00,18.66,0.00
4501,125.00,16.17,0.00
4502,127.00,14.71,0.00
4503,133.00,13.97,0.00
4504,143.00,13.32,0.00
4505,154.00,13.61,0.00
4506,160.00,14.41,0.00
4507,162.00,17.06,0.00
4508,151.00,20.08,0.00
4509,132.00,23.81,0.50
4510,112.00,25.25,6.58
4511,99.00,25.04,16.33
4512,96.60,30.00,28.81
4513,91.35,25.25,31.72
4514,87.15,27.07,40.66
4515,85.05,34.39,60.52
4516,86.10,42.71,68.88
4517,93.45,44.19,59.43
4518,108.15,38.48,39.68
4519,128.10,32.39,28.72
4520,145.95,24.73,18.26
4521,152.25,14.86,11.11
4522,148.05,9.24,3.99
4523,140.70,12.02,0.19
4524,134.40,14.63,0.00
4525,131.25,11.82,0.00
4526,133.35,9.82,0.00
4527,139.65,9.59,0.00
4528,150.15,9.07,0.00
4529,161.70,8.79,0.00
4530,168.00,9.82,0.00
4531,170.10,9.36,0.00
4532,158.55,9.02,0.00
4533,138.60,10.55,0.57
4534,117.60,9.65,7.06
4535,103.95,7.42,8.12
4536,87.40,12.22,23.84
4537,82.65,29.08,44.13
4538,78.85,36.46,65.74
4539,76.95,37.66,76.20
4540,77.90,37.26,80.40
4541,84.55,35.81,97.12
4542,97.85,31.91,88.43
4543,115.90,28.18,59.04
4544,132.05,24.94,44.30
4545,137.75,19.63,24.11
4546,133.95,15.31,8.52
4547,127.30,16.25,0.47
4548,121.60,16.74,0.00
4549,118.75,18.40,0.00
4550,120.65,22.62,0.00
4551,126.35,24.22,0.00
4552,135.85,24.32,0.00
4553,146.30,21.66,0.00
4554,152.00,16.02,0.00
4555,153.90,16.98,0.00
4556,143.45,15.94,0.00
4557,125.40,20.63,1.06
4558,106.40,20.26,16.74
4559,94.05,23.21,43.90
4560,92.00,40.28,71.50
4561,87.00,58.09,96.87
4562,83.00,67.84,119.49
4563,81.00,74.34,122.20
4564,82.00,74.55,130.78
4565,89.00,70.23,128.37
4566,103.00,64.35,105.40
4567,122.00,58.80,90.34
4568,139.00,52.90,69.15
4569,145.00,43.89,39.03
4570,141.00,34.01,13.23
4571,134.00,28.51,0.66
4572,128.00,32.39,0.00
4573,125.00,28.74,0.00
4574,127.00,25.04,0.00
4575,133.00,24.02,0.00
4576,143.00,24.94,0.00
4577,154.00,26.74,0.00
4578,160.00,25.04,0.00
4579,162.00,33.26,0.00
4580,151.00,33.88,0.00
4581,132.00,28.63,1.08
4582,112.00,26.74,16.17
4583,99.00,29.54,43.74
4584,96.60,46.78,74.26
4585,91.35,47.55,93.00
4586,87.15,43.89,111.16
4587,85.05,39.30,118.77
4588,86.10,35.94,134.42
4589,93.45,34.77,124.07
4590,108.15,36.07,99.65
4591,128.10,36.59,78.74
4592,145.95,31.54,57.89
4593,152.25,19.28,33.52
4594,148.05,16.90,11.81
4595,140.70,19.81,0.65
4596,134.40,21.10,0.00
4597,131.25,21.10,0.00
4598,133.35,20.82,0.00
4599,139.65,19.54,0.00
4600,150.15,18.40,0.00
4601,161.70,18.06,0.00
4602,168.00,19.54,0.00
4603,170.10,22.72,0.00
4604,158.55,25.46,0.00
4605,138.60,27.73,0.70
4606,117.60,24.22,10.80
4607,103.95,25.25,29.18
4608,87.40,50.75,51.65
4609,82.65,56.85,83.89
4610,78.85,47.87,109.44
4611,76.95,42.57,119.22
4612,77.90,44.19,105.92
4613,84.55,47.40,117.43
4614,97.85,47.55,103.68
4615,115.90,45.85,77.96
4616,132.05,42.86,48.44
4617,137.75,34.26,26.94
4618,133.95,23.41,9.68
4619,127.30,22.62,0.54
4620,121.60,26.74,0.00
4621,118.75,28.06,0.00
4622,120.65,27.84,0.00
4623,126.35,28.51,0.00
4624,135.85,46.93,0.00
4625,146.30,50.10,0.00
4626,152.00,48.66,0.00
4627,153.90,44.49,0.00
4628,143.45,31.91,0.00
4629,125.40,24.63,0.81
4630,106.40,22.24,12.82
4631,94.05,22.04,35.31
4632,92.00,45.85,60.74
4633,87.00,61.91,87.06
4634,83.00,63.03,101.29
4635,81.00,51.08,106.98
4636,82.00,42.86,122.03
4637,89.00,39.02,108.86
4638,103.00,34.52,99.57
4639,122.00,30.24,79.61
4640,139.00,25.46,50.54
4641,145.00,19.81,26.79
4642,141.00,11.89,9.18
4643,134.00,9.42,0.43
4644,128.00,7.62,0.00
4645,125.00,5.33,0.00
4646,127.00,2.96,0.00
4647,133.00,2.49,0.00
4648,143.00,2.71,0.00
4649,154.00,3.39,0.00
4650,160.00,5.20,0.00
4651,162.00,8.09,0.00
4652,151.00,9.36,0.00
4653,132.00,8.68,0.30
4654,112.00,6.21,3.87
4655,99.00,5.12,9.37
4656,96.60,2.86,14.60
4657,91.35,0.41,24.76
4658,87.15,0.00,43.77
4659,85.05,1.69,57.95
4660,86.10,6.26,77.47
4661,93.45,11.24,69.81
4662,108.15,14.34,69.62
4663,128.10,15.55,59.31
4664,145.95,15.86,49.19
4665,152.25,12.77,28.20
4666,148.05,8.19,11.02
4667,140.70,6.68,0.45
4668,134.40,6.63,0.00
4669,131.25,6.35,0.00
4670,133.35,6.58,0.00
4671,139.65,10.18,0.00
4672,150.15,17.56,0.00
4673,161.70,19.63,0.00
4674,168.00,17.89,0.00
4675,170.10,16.02,0.00
4676,158.55,15.55,0.00
4677,138.60,15.16,0.66
4678,117.60,10.80,7.00
4679,103.95,4.10,16.91
4680,87.40,1.02,29.96
4681,82.65,1.29,53.87
4682,78.85,1.95,71.28
4683,76.95,2.29,89.15
4684,77.90,2.38,106.08
4685,84.55,2.04,103.16
4686,97.85,1.25,72.84
4687,115.90,0.49,58.41
4688,132.05,0.00,41.96
4689,137.75,0.00,22.21
4690,133.95,0.00,7.28
4691,127.30,0.00,0.43
4692,121.60,0.00,0.00
4693,118.75,0.00,0.00
4694,120.65,0.00,0.00
4695,126.35,0.00,0.00
4696,135.85,0.00,0.00
4697,146.30,0.00,0.00
4698,152.00,0.00,0.00
4699,153.90,0.00,0.00
4700,143.45,1.69,0.00
4701,125.40,4.10,0.26
4702,106.40,4.21,3.46
4703,94.05,3.12,9.97
4704,92.00,6.17,15.86
4705,87.00,9.07,29.10
4706,83.00,8.79,43.95
4707,81.00,8.30,52.38
4708,82.00,7.93,58.43
4709,89.00,7.93,67.52
4710,103.00,8.63,65.63
4711,122.00,9.53,47.98
4712,139.00,10.73,33.62
4713,145.00,11.17,18.58
4714,141.00,8.19,7.16
4715,134.00,8.19,0.30
4716,128.00,8.63,0.00
4717,125.00,7.42,0.00
4718,127.00,5.29,0.00
4719,133.00,4.06,0.00
4720,143.00,3.32,0.00
4721,154.00,2.80,0.00
4722,160.00,2.43,0.00
4723,162.00,3.73,0.00
4724,151.00,4.67,0.00
4725,132.00,3.99,0.36
4726,112.00,2.93,6.03
4727,99.00,3.02,17.03
4728,96.60,3.91,31.12
4729,91.35,4.06,51.55
4730,87.15,3.32,62.37
4731,85.05,3.09,69.88
4732,86.10,3.84,79.79
4733,93.45,5.00,65.82
4734,108.15,6.44,72.44
4735,128.10,7.57,64.31
4736,145.95,8.85,42.42
4737,152.25,9.36,24.59
4738,148.05,8.46,9.05
4739,140.70,8.41,0.48
4740,134.40,8.68,0.00
4741,131.25,8.09,0.00
4742,133.35,6.63,0.00
4743,139.65,5.20,0.00
4744,150.15,4.40,0.00
4745,161.70,3.66,0.00
4746,168.00,2.55,0.00
4747,170.10,1.72,0.00
4748,158.55,0.95,0.00
4749,138.60,0.89,0.64
4750,117.60,0.70,10.37
4751,103.95,0.06,29.28
4752,87.40,0.00,48.93
4753,82.65,0.00,69.03
4754,78.85,0.00,79.05
4755,76.95,0.00,79.99
4756,77.90,0.00,74.18
4757,84.55,0.00,77.25
4758,97.85,0.00,86.13
4759,115.90,0.00,69.81
4760,132.05,0.00,49.86
4761,137.75,0.00,27.41
4762,133.95,0.00,10.03
4763,127.30,0.00,0.43
4764,121.60,0.00,0.00
4765,118.75,0.00,0.00
4766,120.65,0.00,0.00
4767,126.35,0.00,0.00
4768,135.85,0.00,0.00
4769,146.30,0.00,0.00
4770,152.00,0.00,0.00
4771,153.90,0.00,0.00
4772,143.45,0.00,0.00
4773,125.40,0.00,0.37
4774,106.40,0.00,6.65
4775,94.05,0.00,16.73
4776,92.00,0.00,28.36
4777,87.00,0.00,31.78
4778,83.00,0.00,55.68
4779,81.00,0.00,77.13
4780,82.00,0.00,103.70
4781,89.00,0.00,89.36
4782,103.00,0.00,72.44
4783,122.00,0.00,48.52
4784,139.00,0.00,28.51
4785,145.00,0.00,8.14
4786,141.00,0.00,3.50
4787,134.00,0.00,0.19
4788,128.00,0.18,0.00
4789,125.00,0.85,0.00
4790,127.00,1.02,0.00
4791,133.00,0.49,0.00
4792,143.00,0.00,0.00
4793,154.00,0.00,0.00
4794,160.00,0.00,0.00
4795,162.00,0.00,0.00
4796,151.00,0.00,0.00
4797,132.00,0.00,0.34
4798,112.00,0.00,4.23
4799,99.00,0.00,8.13
4800,96.60,0.00,7.63
4801,91.35,0.00,14.96
4802,87.15,0.00,48.58
4803,85.05,0.00,82.28
4804,86.10,0.72,81.69
4805,93.45,1.27,95.39
4806,108.15,1.37,74.87
4807,128.10,1.02,72.22
4808,145.95,0.38,46.33
4809,152.25,0.00,25.43
4810,148.05,0.00,8.84
4811,140.70,0.00,0.34
4812,134.40,0.38,0.00
4813,131.25,1.72,0.00
4814,133.35,3.77,0.00
4815,139.65,5.37,0.00
4816,150.15,5.98,0.00
4817,161.70,6.35,0.00
4818,168.00,6.58,0.00
4819,170.10,6.82,0.00
4820,158.55,7.42,0.00
4821,138.60,8.63,0.58
4822,117.60,8.57,12.39
4823,103.95,6.49,36.57
4824,87.40,6.49,65.72
4825,82.65,9.71,85.15
4826,78.85,11.82,96.12
4827,76.95,11.43,113.52
4828,77.90,10.06,116.71
4829,84.55,10.61,96.10
4830,97.85,11.30,92.38
4831,115.90,9.94,65.88
4832,132.05,7.62,51.70
4833,137.75,6.03,27.49
4834,133.95,3.77,9.74
4835,127.30,2.64,0.27
4836,121.60,2.29,0.00
4837,118.75,1.74,0.00
4838,120.65,1.64,0.00
4839,126.35,1.87,0.00
4840,135.85,1.77,0.00
4841,146.30,2.23,0.00
4842,152.00,3.77,0.00
4843,153.90,5.33,0.00
4844,143.45,5.89,0.00
4845,125.40,4.52,0.12
4846,106.40,1.74,1.57
4847,94.05,0.47,3.04
4848,92.00,0.54,3.49
4849,87.00,0.47,5.49
4850,83.00,0.38,16.60
4851,81.00,0.87,43.28
4852,82.00,1.59,83.13
4853,89.00,1.87,101.30
4854,103.00,1.74,67.70
4855,122.00,2.15,47.43
4856,139.00,3.52,38.93
4857,145.00,2.68,20.68
4858,141.00,0.62,7.39
4859,134.00,0.47,0.30
4860,128.00,2.43,0.00
4861,125.00,6.63,0.00
4862,127.00,9.88,0.00
4863,133.00,9.36,0.00
4864,143.00,7.21,0.00
4865,154.00,5.37,0.00
4866,160.00,4.79,0.00
4867,162.00,4.63,0.00
4868,151.00,4.59,0.00
4869,132.00,3.95,0.55
4870,112.00,1.82,11.22
4871,99.00,1.51,31.97
4872,96.60,1.59,58.12
4873,91.35,2.43,75.57
4874,87.15,2.35,94.91
4875,85.05,0.16,106.72
4876,86.10,0.00,116.35
4877,93.45,0.00,116.95
4878,108.15,0.00,107.49
4879,128.10,0.00,89.44
4880,145.95,0.00,60.80
4881,152.25,0.00,35.72
4882,148.05,0.00,12.54
4883,140.70,1.49,0.00
4884,134.40,4.25,0.00
4885,131.25,6.92,0.00
4886,133.35,9.59,0.00
4887,139.65,11.24,0.00
4888,150.15,10.98,0.00
4889,161.70,8.96,0.00
4890,168.00,7.12,0.00
4891,170.10,7.02,0.00
4892,158.55,7.12,0.00
4893,138.60,6.54,0.51
4894,117.60,4.17,11.89
4895,103.95,1.66,36.16
4896,87.40,1.46,65.22
4897,82.65,1.51,88.26
4898,78.85,0.93,96.89
4899,76.95,0.00,98.72
4900,77.90,0.00,104.71
4901,84.55,0.00,99.80
4902,97.85,0.00,99.46
4903,115.90,0.00,78.87
4904,132.05,0.00,55.32
4905,137.75,0.00,27.09
4906,133.95,0.00,9.88
4907,127.30,0.11,0.00
4908,121.60,0.23,0.00
4909,118.75,0.62,0.00
4910,120.65,1.64,0.00
4911,126.35,2.68,0.00
4912,135.85,2.52,0.00
4913,146.30,2.38,0.00
4914,152.00,2.23,0.00
4915,153.90,2.43,0.00
4916,143.45,2.83,0.00
4917,125.40,2.43,0.22
4918,106.40,0.87,4.10
4919,94.05,0.00,10.45
4920,92.00,0.00,19.08
4921,87.00,0.00,38.41
4922,83.00,0.00,28.92
4923,81.00,0.00,34.22
4924,82.00,0.00,38.23
4925,89.00,0.00,23.86
4926,103.00,0.00,14.92
4927,122.00,0.00,30.94
4928,139.00,0.00,24.30
4929,145.00,0.00,15.21
4930,141.00,0.11,6.63
4931,134.00,2.20,0.00
4932,128.00,3.63,0.00
4933,125.00,4.59,0.00
4934,127.00,4.83,0.00
4935,133.00,3.52,0.00
4936,143.00,2.38,0.00
4937,154.00,2.18,0.00
4938,160.00,2.52,0.00
4939,162.00,1.98,0.00
4940,151.00,1.98,0.00
4941,132.00,3.05,0.43
4942,112.00,3.15,10.72
4943,99.00,2.32,33.75
4944,96.60,2.18,61.59
4945,91.35,1.56,90.02
4946,87.15,0.89,108.80
4947,85.05,0.47,115.46
4948,86.10,0.15,128.55
4949,93.45,0.00,118.79
4950,108.15,0.00,110.98
4951,128.10,0.00,88.52
4952,145.95,0.00,56.89
4953,152.25,0.00,30.14
4954,148.05,1.13,10.90
4955,140.70,4.29,0.00
4956,134.40,9.13,0.00
4957,131.25,12.77,0.00
4958,133.35,13.61,0.00
4959,139.65,12.09,0.00
4960,150.15,8.57,0.00
4961,161.70,6.82,0.00
4962,168.00,6.54,0.00
4963,170.10,7.07,0.00
4964,158.55,7.72,0.00
4965,138.60,8.68,0.45
4966,117.60,7.12,12.28
4967,103.95,6.21,37.89
4968,87.40,7.42,66.78
4969,82.65,7.07,93.39
4970,78.85,9.02,118.53
4971,76.95,10.67,134.15
4972,77.90,9.59,140.36
4973,84.55,8.03,131.58
4974,97.85,5.85,115.07
4975,115.90,3.95,94.04
4976,132.05,3.22,63.99
4977,137.75,3.66,34.41
4978,133.95,4.21,11.62
4979,127.30,4.83,0.00
4980,121.60,6.21,0.00
4981,118.75,9.13,0.00
4982,120.65,13.39,0.00
4983,126.35,14.86,0.00
4984,135.85,14.04,0.00
4985,146.30,12.15,0.00
4986,152.00,10.43,0.00
4987,153.90,10.12,0.00
4988,143.45,10.36,0.00
4989,125.40,10.67,0.40
4990,106.40,8.52,12.56
4991,94.05,6.87,38.48
4992,92.00,5.04,66.84
4993,87.00,4.63,91.28
4994,83.00,4.75,107.61
4995,81.00,4.96,114.52
4996,82.00,5.20,127.03
4997,89.00,5.46,99.75
4998,103.00,5.04,80.57
4999,122.00,4.40,48.38
5000,139.00,5.12,23.90
5001,145.00,8.03,14.66
5002,141.00,12.22,5.85
5003,134.00,12.83,0.00
5004,128.00,9.36,0.00
5005,125.00,7.52,0.00
5006,127.00,6.82,0.00
5007,133.00,7.12,0.00
5008,143.00,5.54,0.00
5009,154.00,3.59,0.00
5010,160.00,1.44,0.00
5011,162.00,0.00,0.00
5012,151.00,0.00,0.00
5013,132.00,0.00,0.00
5014,112.00,0.00,7.42
5015,99.00,0.00,19.33
5016,96.60,0.02,33.40
5017,91.35,1.18,49.95
5018,87.15,1.85,67.41
5019,85.05,2.04,76.27
5020,86.10,2.32,95.48
5021,93.45,2.46,86.96
5022,108.15,3.15,72.62
5023,128.10,4.29,50.54
5024,145.95,4.52,34.27
5025,152.25,3.25,18.71
5026,148.05,2.49,6.48
5027,140.70,3.09,0.00
5028,134.40,4.32,0.00
5029,131.25,5.76,0.00
5030,133.35,6.63,0.00
5031,139.65,6.97,0.00
5032,150.15,6.54,0.00
5033,161.70,6.21,0.00
5034,168.00,6.77,0.00
5035,170.10,7.31,0.00
5036,158.55,7.02,0.00
5037,138.60,5.72,0.00
5038,117.60,2.20,8.74
5039,103.95,0.30,22.59
5040,87.40,0.00,40.28
5041,82.65,0.00,43.14
5042,78.85,0.76,50.70
5043,76.95,2.74,65.95
5044,77.90,5.16,60.20
5045,84.55,8.03,78.30
5046,97.85,7.47,73.13
5047,115.90,4.83,28.64
5048,132.05,2.77,28.25
5049,137.75,1.29,14.40
5050,133.95,0.00,5.30
5051,127.30,0.00,0.00
5052,121.60,0.27,0.00
5053,118.75,4.10,0.00
5054,120.65,8.57,0.00
5055,126.35,9.42,0.00
5056,135.85,6.58,0.00
5057,146.30,9.19,0.00
5058,152.00,11.37,0.00
5059,153.90,14.19,0.00
5060,143.45,13.25,0.00
5061,125.40,10.92,0.00
5062,106.40,9.94,5.18
5063,94.05,7.88,13.06
5064,92.00,4.79,26.58
5065,87.00,4.10,44.28
5066,83.00,6.03,57.66
5067,81.00,6.68,68.04
5068,82.00,6.92,71.49
5069,89.00,6.26,76.11
5070,103.00,4.36,80.02
5071,122.00,1.98,74.24
5072,139.00,0.08,56.27
5073,145.00,0.00,30.38
5074,141.00,0.00,10.47
5075,134.00,0.00,0.00
5076,128.00,2.23,0.00
5077,125.00,5.08,0.00
5078,127.00,7.12,0.00
5079,133.00,7.62,0.00
5080,143.00,6.44,0.00
5081,154.00,4.52,0.00
5082,160.00,2.89,0.00
5083,162.00,1.79,0.00
5084,151.00,1.32,0.00
5085,132.00,1.44,0.00
5086,112.00,1.77,9.04
5087,99.00,0.93,25.12
5088,96.60,0.91,60.29
5089,91.35,1.54,78.86
5090,87.15,1.95,102.02
5091,85.05,1.82,120.48
5092,86.10,1.25,133.66
5093,93.45,0.95,124.92
5094,108.15,0.89,104.23
5095,128.10,1.13,93.65
5096,145.95,2.06,66.82
5097,152.25,4.40,35.59
5098,148.05,7.57,10.26
5099,140.70,11.56,0.00
5100,134.40,14.86,0.00
5101,131.25,15.55,0.00
5102,133.35,14.34,0.00
5103,139.65,11.76,0.00
5104,150.15,9.07,0.00
5105,161.70,6.73,0.00
5106,168.00,4.59,0.00
5107,170.10,2.80,0.00
5108,158.55,1.02,0.00
5109,138.60,0.00,0.00
5110,117.60,0.00,11.40
5111,103.95,0.00,34.21
5112,87.40,0.00,64.26
5113,82.65,0.00,89.10
5114,78.85,0.00,107.72
5115,76.95,0.00,121.56
5116,77.90,0.00,136.52
5117,84.55,0.00,131.49
5118,97.85,0.00,118.72
5119,115.90,0.00,98.62
5120,132.05,0.00,71.35
5121,137.75,0.00,38.20
5122,133.95,0.00,11.33
5123,127.30,0.00,0.00
5124,121.60,0.00,0.00
5125,118.75,0.00,0.00
5126,120.65,0.00,0.00
5127,126.35,0.00,0.00
5128,135.85,0.00,0.00
5129,146.30,0.00,0.00
5130,152.00,0.00,0.00
5131,153.90,0.00,0.00
5132,143.45,0.00,0.00
5133,125.40,0.00,0.00
5134,106.40,0.00,11.73
5135,94.05,0.00,37.62
5136,92.00,0.00,67.70
5137,87.00,0.00,96.74
5138,83.00,0.00,109.81
5139,81.00,0.00,123.89
5140,82.00,0.00,132.22
5141,89.00,0.00,125.31
5142,103.00,0.00,112.77
5143,122.00,0.00,95.91
5144,139.00,0.00,69.22
5145,145.00,0.00,39.75
5146,141.00,0.00,12.32
5147,134.00,0.00,0.00
5148,128.00,0.00,0.00
5149,125.00,0.00,0.00
5150,127.00,0.00,0.00
5151,133.00,0.00,0.00
5152,143.00,0.00,0.00
5153,154.00,0.00,0.00
5154,160.00,0.00,0.00
5155,162.00,0.00,0.00
5156,151.00,0.00,0.00
5157,132.00,0.00,0.00
5158,112.00,0.00,13.00
5159,99.00,0.00,41.30
5160,96.60,0.00,72.11
5161,91.35,0.00,99.80
5162,87.15,0.00,120.08
5163,85.05,0.45,130.87
5164,86.10,0.56,132.38
5165,93.45,0.27,127.54
5166,108.15,0.00,113.47
5167,128.10,0.00,92.71
5168,145.95,0.00,65.55
5169,152.25,0.00,35.70
5170,148.05,0.38,10.38
5171,140.70,2.32,0.00
5172,134.40,3.77,0.00
5173,131.25,3.52,0.00
5174,133.35,1.95,0.00
5175,139.65,0.64,0.00
5176,150.15,0.00,0.00
5177,161.70,0.00,0.00
5178,168.00,0.00,0.00
5179,170.10,0.00,0.00
5180,158.55,0.00,0.00
5181,138.60,0.45,0.00
5182,117.60,0.85,11.35
5183,103.95,1.00,38.45
5184,87.40,3.05,70.13
5185,82.65,3.19,97.79
5186,78.85,1.90,117.66
5187,76.95,1.02,130.85
5188,77.90,0.70,131.88
5189,84.55,0.47,128.40
5190,97.85,0.05,111.68
5191,115.90,0.00,91.16
5192,132.05,0.00,65.58
5193,137.75,0.00,36.18
5194,133.95,0.00,10.11
5195,127.30,0.00,0.00
5196,121.60,0.00,0.00
5197,118.75,0.58,0.00
5198,120.65,1.64,0.00
5199,126.35,2.61,0.00
5200,135.85,2.86,0.00
5201,146.30,1.39,0.00
5202,152.00,0.00,0.00
5203,153.90,0.00,0.00
5204,143.45,0.00,0.00
5205,125.40,0.00,0.00
5206,106.40,0.00,9.77
5207,94.05,0.00,27.98
5208,92.00,0.00,52.58
5209,87.00,0.00,79.44
5210,83.00,0.00,98.08
5211,81.00,0.00,108.96
5212,82.00,0.00,118.98
5213,89.00,0.00,94.68
5214,103.00,0.00,79.50
5215,122.00,0.00,68.45
5216,139.00,0.00,47.55
5217,145.00,0.00,26.21
5218,141.00,0.64,7.46
5219,134.00,4.06,0.00
5220,128.00,7.02,0.00
5221,125.00,8.35,0.00
5222,127.00,9.65,0.00
5223,133.00,11.17,0.00
5224,143.00,6.63,0.00
5225,154.00,2.61,0.00
5226,160.00,2.29,0.00
5227,162.00,3.77,0.00
5228,151.00,5.08,0.00
5229,132.00,5.12,0.00
5230,112.00,8.57,9.47
5231,99.00,10.67,30.26
5232,96.60,8.68,56.25
5233,91.35,6.35,85.38
5234,87.15,3.77,101.93
5235,85.05,0.85,114.93
5236,86.10,0.00,120.79
5237,93.45,0.00,110.31
5238,108.15,0.00,101.87
5239,128.10,0.00,82.69
5240,145.95,0.00,57.78
5241,152.25,0.00,30.57
5242,148.05,0.00,7.74
5243,140.70,1.44,0.00
5244,134.40,7.07,0.00
5245,131.25,14.19,0.00
5246,133.35,17.73,0.00
5247,139.65,17.06,0.00
5248,150.15,14.11,0.00
5249,161.70,12.02,0.00
5250,168.00,9.82,0.00
5251,170.10,8.96,0.00
5252,158.55,7.82,0.00
5253,138.60,6.40,0.00
5254,117.60,3.73,8.11
5255,103.95,1.54,26.16
5256,87.40,0.00,50.06
5257,82.65,0.00,70.33
5258,78.85,0.00,96.14
5259,76.95,0.00,100.04
5260,77.90,0.00,122.70
5261,84.55,0.00,115.16
5262,97.85,0.00,105.56
5263,115.90,0.13,86.92
5264,132.05,0.62,61.21
5265,137.75,1.39,29.74
5266,133.95,2.26,7.72
5267,127.30,3.88,0.00
5268,121.60,5.94,0.00
5269,118.75,7.36,0.00
5270,120.65,7.88,0.00
5271,126.35,7.26,0.00
5272,135.85,6.21,0.00
5273,146.30,5.59,0.00
5274,152.00,5.16,0.00
5275,153.90,5.04,0.00
5276,143.45,4.36,0.00
5277,125.40,3.12,0.00
5278,106.40,1.34,8.64
5279,94.05,0.00,28.33
5280,92.00,0.00,55.03
5281,87.00,0.02,83.82
5282,83.00,0.18,96.06
5283,81.00,0.16,119.22
5284,82.00,0.20,133.01
5285,89.00,0.39,129.12
5286,103.00,0.89,116.70
5287,122.00,1.44,95.05
5288,139.00,1.98,66.72
5289,145.00,2.74,35.15
5290,141.00,3.12,8.84
5291,134.00,3.52,0.00
5292,128.00,4.32,0.00
5293,125.00,5.00,0.00
5294,127.00,5.08,0.00
5295,133.00,4.71,0.00
5296,143.00,4.44,0.00
5297,154.00,4.02,0.00
5298,160.00,3.32,0.00
5299,162.00,2.26,0.00
5300,151.00,1.29,0.00
5301,132.00,0.70,0.00
5302,112.00,0.34,9.15
5303,99.00,0.13,31.23
5304,96.60,0.22,56.35
5305,91.35,0.00,84.49
5306,87.15,0.00,104.32
5307,85.05,0.00,117.14
5308,86.10,0.00,120.69
5309,93.45,0.32,114.32
5310,108.15,0.66,106.09
5311,128.10,0.66,84.16
5312,145.95,0.51,59.60
5313,152.25,0.66,31.00
5314,148.05,0.98,7.62
5315,140.70,1.07,0.00
5316,134.40,0.70,0.00
5317,131.25,0.45,0.00
5318,133.35,0.64,0.00
5319,139.65,0.81,0.00
5320,150.15,0.56,0.00
5321,161.70,0.39,0.00
5322,168.00,0.34,0.00
5323,170.10,0.18,0.00
5324,158.55,0.16,0.00
5325,138.60,0.43,0.00
5326,117.60,0.36,9.49
