hour,load,wind,solar
0,87.40,0.00,5.11
1,82.65,0.00,12.81
2,78.85,0.00,21.31
3,76.95,0.00,26.07
4,77.90,0.00,22.89
5,84.55,0.00,17.61
6,97.85,0.00,8.44
7,115.90,0.00,7.64
8,132.05,0.00,4.24
9,137.75,0.00,0.36
10,133.95,2.18,0.00
11,127.30,8.25,0.00
12,121.60,13.97,0.00
13,118.75,16.41,0.00
14,120.65,16.90,0.00
15,126.35,15.70,0.00
16,135.85,12.83,0.00
17,146.30,9.82,0.00
18,152.00,9.13,0.00
19,153.90,9.24,0.00
20,143.45,8.46,0.00
21,125.40,6.58,0.00
22,106.40,5.81,0.00
23,94.05,4.79,0.49
24,92.00,2.68,4.47
25,87.00,0.13,10.94
26,83.00,0.81,16.36
27,81.00,1.25,19.83
28,82.00,1.90,24.06
29,89.00,5.12,33.06
30,103.00,8.90,24.69
31,122.00,10.36,14.44
32,139.00,8.25,3.24
33,145.00,8.09,0.51
34,141.00,11.11,0.00
35,134.00,12.63,0.00
36,128.00,12.42,0.00
37,125.00,11.95,0.00
38,127.00,10.67,0.00
39,133.00,9.47,0.00
40,143.00,8.41,0.00
41,154.00,6.97,0.00
42,160.00,5.37,0.00
43,162.00,3.99,0.00
44,151.00,2.99,0.00
45,132.00,2.41,0.00
46,112.00,2.12,0.00
47,99.00,1.56,1.39
48,96.60,0.00,13.84
49,91.35,0.00,33.60
50,87.15,0.00,52.38
51,85.05,0.00,68.88
52,86.10,0.00,61.25
53,93.45,0.00,61.78
54,108.15,0.00,50.15
55,128.10,0.00,32.24
56,145.95,0.00,12.20
57,152.25,0.00,0.91
58,148.05,0.00,0.00
59,140.70,0.00,0.00
60,134.40,0.00,0.00
61,131.25,0.05,0.00
62,133.35,0.29,0.00
63,139.65,0.11,0.00
64,150.15,0.00,0.00
65,161.70,0.22,0.00
66,168.00,0.72,0.00
67,170.10,1.16,0.00
68,158.55,1.61,0.00
69,138.60,2.74,0.00
70,117.60,4.83,0.00
71,103.95,5.89,1.52
72,87.40,2.96,17.02
73,82.65,0.53,38.85
74,78.85,0.05,60.16
75,76.95,0.00,63.54
76,77.90,0.00,72.48
77,84.55,0.00,66.13
78,97.85,0.00,53.67
79,115.90,0.00,32.98
80,132.05,0.00,11.53
81,137.75,0.00,0.68
82,133.95,0.00,0.00
83,127.30,0.00,0.00
84,121.60,0.00,0.00
85,118.75,0.00,0.00
86,120.65,0.00,0.00
87,126.35,0.00,0.00
88,135.85,0.00,0.00
89,146.30,0.00,0.00
90,152.00,0.00,0.00
91,153.90,0.00,0.00
92,143.45,0.00,0.00
93,125.40,0.00,0.00
94,106.40,0.00,0.00
95,94.05,0.00,0.42
96,92.00,0.00,5.73
97,87.00,0.00,12.99
98,83.00,0.00,19.53
99,81.00,0.00,25.62
100,82.00,0.00,26.08
101,89.00,0.00,25.15
102,103.00,0.00,19.71
103,122.00,0.00,11.82
104,139.00,0.00,3.20
105,145.00,0.00,0.36
106,141.00,0.00,0.00
107,134.00,0.68,0.00
108,128.00,1.74,0.00
109,125.00,2.55,0.00
110,127.00,2.83,0.00
111,133.00,2.49,0.00
112,143.00,1.64,0.00
113,154.00,0.64,0.00
114,160.00,0.00,0.00
115,162.00,0.00,0.00
116,151.00,0.00,0.00
117,132.00,0.00,0.00
118,112.00,0.54,0.00
119,99.00,2.80,1.60
120,96.60,4.75,18.62
121,91.35,4.36,44.05
122,87.15,10.80,68.04
123,85.05,9.71,84.47
124,86.10,8.25,81.69
125,93.45,6.54,76.69
126,108.15,4.21,63.14
127,128.10,1.69,42.34
128,145.95,0.00,18.20
129,152.25,0.00,1.40
130,148.05,0.00,0.00
131,140.70,0.00,0.00
132,134.40,0.00,0.00
133,131.25,0.00,0.00
134,133.35,1.90,0.00
135,139.65,4.71,0.00
136,150.15,6.97,0.00
137,161.70,7.88,0.00
138,168.00,7.36,0.00
139,170.10,6.03,0.00
140,158.55,4.48,0.00
141,138.60,3.09,0.00
142,117.60,2.35,0.00
143,103.95,2.58,2.18
144,87.40,2.32,23.72
145,82.65,0.20,50.90
146,78.85,0.16,73.49
147,76.95,1.66,88.24
148,77.90,1.64,90.62
149,84.55,1.46,85.26
150,97.85,1.09,69.87
151,115.90,0.45,47.47
152,132.05,0.00,20.92
153,137.75,0.00,1.64
154,133.95,0.54,0.00
155,127.30,3.09,0.00
156,121.60,6.44,0.00
157,118.75,8.90,0.00
158,120.65,9.53,0.00
159,126.35,8.85,0.00
160,135.85,7.88,0.00
161,146.30,7.31,0.00
162,152.00,7.36,0.00
163,153.90,6.97,0.00
164,143.45,5.59,0.00
165,125.40,3.70,0.00
166,106.40,3.15,0.00
167,94.05,3.88,2.04
168,92.00,3.63,22.37
169,87.00,0.83,48.32
170,83.00,0.00,70.12
171,81.00,0.00,84.11
172,82.00,0.18,90.64
173,89.00,0.00,85.34
174,103.00,0.00,69.79
175,122.00,0.00,46.87
176,139.00,0.00,20.43
177,145.00,0.00,1.66
178,141.00,0.00,0.00
179,134.00,0.74,0.00
180,128.00,2.74,0.00
181,125.00,4.10,0.00
182,127.00,4.36,0.00
183,133.00,3.63,0.00
184,143.00,2.55,0.00
185,154.00,1.56,0.00
186,160.00,0.56,0.00
187,162.00,0.00,0.00
188,151.00,0.00,0.00
189,132.00,0.00,0.00
190,112.00,0.00,0.00
191,99.00,0.00,1.68
192,96.60,0.47,17.95
193,91.35,0.41,39.08
194,87.15,1.11,58.54
195,85.05,1.79,70.48
196,86.10,1.54,66.73
197,93.45,1.41,67.78
198,108.15,2.71,50.32
199,128.10,6.63,31.30
200,145.95,17.47,12.05
201,152.25,37.13,1.11
202,148.05,47.71,0.00
203,140.70,42.42,0.00
204,134.40,35.94,0.00
205,131.25,30.12,0.00
206,133.35,24.84,0.00
207,139.65,20.36,0.00
208,150.15,14.56,0.00
209,161.70,10.73,0.00
210,168.00,8.85,0.00
211,170.10,7.42,0.00
212,158.55,5.29,0.00
213,138.60,3.59,0.00
214,117.60,2.06,0.00
215,103.95,1.00,1.32
216,87.40,0.36,13.45
217,82.65,0.00,33.97
218,78.85,0.00,53.47
219,76.95,0.00,64.47
220,77.90,0.00,69.40
221,84.55,0.00,64.26
222,97.85,0.00,53.58
223,115.90,0.00,34.43
224,132.05,0.00,14.01
225,137.75,0.00,1.35
226,133.95,0.00,0.00
227,127.30,0.29,0.00
228,121.60,2.20,0.00
229,118.75,4.02,0.00
230,120.65,4.75,0.00
231,126.35,4.96,0.00
232,135.85,5.59,0.00
233,146.30,7.62,0.00
234,152.00,11.24,0.00
235,153.90,14.41,0.00
236,143.45,14.93,0.00
237,125.40,12.49,0.00
238,106.40,9.19,0.00
239,94.05,6.40,1.61
240,92.00,3.45,17.04
241,87.00,3.45,39.26
242,83.00,2.49,59.65
243,81.00,2.20,73.34
244,82.00,2.58,87.70
245,89.00,1.85,81.98
246,103.00,1.41,66.73
247,122.00,1.07,44.31
248,139.00,0.70,19.60
249,145.00,3.29,1.82
250,141.00,10.80,0.00
251,134.00,20.26,0.00
252,128.00,25.36,0.00
253,125.00,26.10,0.00
254,127.00,23.51,0.00
255,133.00,20.17,0.00
256,143.00,18.15,0.00
257,154.00,12.90,0.00
258,160.00,7.17,0.00
259,162.00,4.83,0.00
260,151.00,7.52,0.00
261,132.00,12.49,0.00
262,112.00,16.90,0.00
263,99.00,19.01,0.85
264,96.60,16.74,6.77
265,91.35,13.32,13.69
266,87.15,17.56,13.59
267,85.05,28.97,24.44
268,86.10,38.48,35.88
269,93.45,39.72,36.36
270,108.15,33.01,25.12
271,128.10,22.72,20.24
272,145.95,12.15,9.95
273,152.25,5.59,1.24
274,148.05,1.09,0.00
275,140.70,0.00,0.00
276,134.40,0.00,0.00
277,131.25,0.60,0.00
278,133.35,2.06,0.00
279,139.65,2.74,0.00
280,150.15,2.68,0.00
281,161.70,2.32,0.00
282,168.00,1.49,0.00
283,170.10,0.60,0.00
284,158.55,0.00,0.00
285,138.60,0.00,0.00
286,117.60,0.00,0.00
287,103.95,0.00,1.19
288,87.40,0.00,9.73
289,82.65,0.00,20.34
290,78.85,0.00,28.84
291,76.95,0.00,27.98
292,77.90,1.79,36.19
293,84.55,6.44,35.94
294,97.85,14.63,30.41
295,115.90,29.66,19.96
296,132.05,50.75,9.58
297,137.75,57.91,1.01
298,133.95,54.60,0.00
299,127.30,44.19,0.00
300,121.60,36.20,0.00
301,118.75,42.86,0.00
302,120.65,68.23,0.00
303,126.35,93.05,0.00
304,135.85,100.00,0.00
305,146.30,100.00,0.00
306,152.00,100.00,0.00
307,153.90,100.00,0.00
308,143.45,100.00,0.00
309,125.40,100.00,0.00
310,106.40,100.00,0.00
311,94.05,100.00,0.48
312,92.00,100.00,4.20
313,87.00,100.00,8.91
314,83.00,100.00,7.30
315,81.00,100.00,12.65
316,82.00,100.00,12.12
317,89.00,100.00,8.31
318,103.00,100.00,10.64
319,122.00,100.00,12.40
320,139.00,100.00,6.22
321,145.00,100.00,0.86
322,141.00,100.00,0.00
323,134.00,100.00,0.00
324,128.00,100.00,0.00
325,125.00,100.00,0.00
326,127.00,100.00,0.00
327,133.00,100.00,0.00
328,143.00,100.00,0.00
329,154.00,100.00,0.00
330,160.00,100.00,0.00
331,162.00,100.00,0.00
332,151.00,100.00,0.00
333,132.00,96.73,0.00
334,112.00,82.12,0.00
335,99.00,68.43,0.34
336,96.60,58.44,3.89
337,91.35,50.59,10.80
338,87.15,50.75,19.61
339,85.05,61.91,17.22
340,86.10,74.97,19.40
341,93.45,80.35,18.70
342,108.15,77.73,21.27
343,128.10,68.63,16.41
344,145.95,58.09,7.48
345,152.25,39.02,0.93
346,148.05,24.42,0.00
347,140.70,16.49,0.00
348,134.40,10.18,0.00
349,131.25,6.03,0.00
350,133.35,3.70,0.00
351,139.65,3.05,0.00
352,150.15,3.35,0.00
353,161.70,3.52,0.00
354,168.00,2.83,0.00
355,170.10,1.74,0.00
356,158.55,1.00,0.00
357,138.60,0.53,0.00
358,117.60,0.47,0.00
359,103.95,0.85,1.94
360,87.40,1.13,20.64
361,82.65,2.32,45.72
362,78.85,1.07,68.12
363,76.95,0.39,82.92
364,77.90,0.47,56.72
365,84.55,1.11,50.97
366,97.85,1.59,33.10
367,115.90,1.54,17.29
368,132.05,1.02,7.33
369,137.75,0.38,0.59
370,133.95,0.29,0.00
371,127.30,0.76,0.00
372,121.60,1.66,0.00
373,118.75,2.99,0.00
374,120.65,3.99,0.00
375,126.35,4.67,0.00
376,135.85,4.87,0.00
377,146.30,4.13,0.00
378,152.00,2.61,0.00
379,153.90,1.18,0.00
380,143.45,0.16,0.00
381,125.40,0.00,0.00
382,106.40,0.00,0.00
383,94.05,0.00,1.71
384,92.00,0.00,18.47
385,87.00,0.00,41.60
386,83.00,0.00,62.94
387,81.00,0.49,77.49
388,82.00,1.22,88.13
389,89.00,1.90,77.36
390,103.00,2.71,67.20
391,122.00,3.42,45.86
392,139.00,2.55,19.68
393,145.00,0.91,1.86
394,141.00,0.39,0.00
395,134.00,0.38,0.00
396,128.00,0.56,0.00
397,125.00,0.60,0.00
398,127.00,0.23,0.00
399,133.00,0.00,0.00
400,143.00,0.00,0.00
401,154.00,0.00,0.00
402,160.00,0.00,0.00
403,162.00,0.00,0.00
404,151.00,0.00,0.00
405,132.00,0.00,0.00
406,112.00,0.00,0.00
407,99.00,0.00,2.42
408,96.60,0.00,24.14
409,91.35,0.00,50.94
410,87.15,0.00,73.91
411,85.05,0.00,90.21
412,86.10,0.00,91.56
413,93.45,0.00,88.32
414,108.15,0.00,73.26
415,128.10,0.00,50.19
416,145.95,0.00,23.57
417,152.25,0.00,2.74
418,148.05,0.00,0.00
419,140.70,0.00,0.00
420,134.40,0.00,0.00
421,131.25,0.00,0.00
422,133.35,0.00,0.00
423,139.65,0.00,0.00
424,150.15,0.00,0.00
425,161.70,0.00,0.00
426,168.00,0.00,0.00
427,170.10,0.00,0.00
428,158.55,0.00,0.00
429,138.60,0.00,0.00
430,117.60,0.00,0.00
431,103.95,0.15,2.24
432,87.40,0.51,23.24
433,82.65,0.00,50.52
434,78.85,0.10,74.00
435,76.95,1.34,89.44
436,77.90,2.80,85.47
437,84.55,3.05,81.89
438,97.85,1.95,68.90
439,115.90,0.53,45.84
440,132.05,0.00,22.11
441,137.75,0.00,2.72
442,133.95,0.00,0.00
443,127.30,0.00,0.00
444,121.60,0.00,0.00
445,118.75,0.00,0.00
446,120.65,0.00,0.00
447,126.35,0.00,0.00
448,135.85,0.47,0.00
449,146.30,1.09,0.00
450,152.00,1.87,0.00
451,153.90,3.19,0.00
452,143.45,4.91,0.00
453,125.40,5.94,0.00
454,106.40,5.72,0.00
455,94.05,6.21,2.22
456,92.00,5.16,23.21
457,87.00,2.61,49.76
458,83.00,3.77,72.50
459,81.00,6.54,87.78
460,82.00,4.91,91.79
461,89.00,3.42,86.28
462,103.00,2.89,69.77
463,122.00,3.56,45.30
464,139.00,4.48,20.77
465,145.00,6.58,2.03
466,141.00,10.43,0.00
467,134.00,12.97,0.00
468,128.00,11.43,0.00
469,125.00,7.02,0.00
470,127.00,3.25,0.00
471,133.00,1.85,0.00
472,143.00,2.01,0.00
473,154.00,2.64,0.00
474,160.00,3.63,0.00
475,162.00,6.17,0.00
476,151.00,11.63,0.00
477,132.00,15.31,0.00
478,112.00,15.62,0.00
479,99.00,16.57,1.82
480,96.60,9.71,12.54
481,91.35,8.09,22.49
482,87.15,13.90,33.74
483,85.05,7.88,34.90
484,86.10,2.71,28.21
485,93.45,1.13,11.58
486,108.15,0.85,5.67
487,128.10,1.02,10.97
488,145.95,2.23,5.34
489,152.25,5.89,0.63
490,148.05,7.17,0.00
491,140.70,3.95,0.00
492,134.40,0.58,0.00
493,131.25,0.00,0.00
494,133.35,0.00,0.00
495,139.65,0.00,0.00
496,150.15,0.00,0.00
497,161.70,0.00,0.00
498,168.00,0.00,0.00
499,170.10,0.00,0.00
500,158.55,1.44,0.00
501,138.60,2.71,0.00
502,117.60,2.86,0.00
503,103.95,2.29,0.36
504,87.40,0.81,4.30
505,82.65,0.72,9.34
506,78.85,2.55,13.79
507,76.95,3.66,19.68
508,77.90,4.52,26.69
509,84.55,5.24,29.81
510,97.85,6.17,15.05
511,115.90,8.19,10.84
512,132.05,10.55,5.86
513,137.75,12.42,0.51
514,133.95,17.39,0.00
515,127.30,21.10,0.00
516,121.60,20.91,0.00
517,118.75,18.40,0.00
518,120.65,15.01,0.00
519,126.35,12.83,0.00
520,135.85,11.37,0.00
521,146.30,7.93,0.00
522,152.00,4.83,0.00
523,153.90,2.89,0.00
524,143.45,2.20,0.00
525,125.40,3.05,0.00
526,106.40,4.63,0.00
527,94.05,6.12,0.32
528,92.00,4.17,4.54
529,87.00,4.29,9.87
530,83.00,13.32,14.37
531,81.00,22.43,16.73
532,82.00,34.64,19.16
533,89.00,51.90,15.94
534,103.00,70.43,17.25
535,122.00,84.60,11.46
536,139.00,84.37,5.06
537,145.00,60.25,0.57
538,141.00,57.20,0.00
539,134.00,65.50,0.00
540,128.00,78.81,0.00
541,125.00,83.46,0.00
542,127.00,94.51,0.00
543,133.00,66.27,0.00
544,143.00,51.08,0.00
545,154.00,43.15,0.00
546,160.00,36.07,0.00
547,162.00,36.59,0.00
548,151.00,39.30,0.00
549,132.00,37.80,0.00
550,112.00,39.30,0.00
551,99.00,39.86,2.26
552,96.60,48.66,23.83
553,91.35,53.58,54.94
554,87.15,50.75,81.28
555,85.05,51.41,98.36
556,86.10,51.41,103.61
557,93.45,46.16,99.80
558,108.15,40.28,85.84
559,128.10,33.51,61.50
560,145.95,27.40,31.46
561,152.25,23.92,4.69
562,148.05,28.63,0.00
563,140.70,33.01,0.00
564,134.40,34.39,0.00
565,131.25,32.64,0.00
566,133.35,30.24,0.00
567,139.65,28.63,0.00
568,150.15,27.95,0.00
569,161.70,27.18,0.00
570,168.00,26.20,0.00
571,170.10,26.20,0.00
572,158.55,27.29,0.00
573,138.60,28.63,0.00
574,117.60,28.74,0.00
575,103.95,25.67,2.52
576,87.40,24.73,24.03
577,82.65,16.02,50.06
578,78.85,7.82,74.91
579,76.95,3.95,92.26
580,77.90,1.25,96.95
581,84.55,0.11,93.18
582,97.85,0.02,77.96
583,115.90,0.00,53.36
584,132.05,0.00,26.84
585,137.75,0.00,3.98
586,133.95,2.09,0.00
587,127.30,5.04,0.00
588,121.60,7.57,0.00
589,118.75,10.00,0.00
590,120.65,10.49,0.00
591,126.35,9.94,0.00
592,135.85,9.07,0.00
593,146.30,7.47,0.00
594,152.00,4.87,0.00
595,153.90,1.82,0.00
596,143.45,0.00,0.00
597,125.40,0.00,0.00
598,106.40,0.00,0.00
599,94.05,0.00,0.39
600,92.00,0.00,3.39
601,87.00,0.00,9.65
602,83.00,0.00,15.57
603,81.00,0.27,18.00
604,82.00,1.72,23.90
605,89.00,3.91,20.42
606,103.00,5.76,23.83
607,122.00,6.21,14.48
608,139.00,6.92,7.84
609,145.00,13.97,1.15
610,141.00,31.79,0.00
611,134.00,45.24,0.00
612,128.00,44.49,0.00
613,125.00,39.44,0.00
614,127.00,36.99,0.00
615,133.00,37.13,0.00
616,143.00,34.90,0.00
617,154.00,29.77,0.00
618,160.00,24.32,0.00
619,162.00,18.92,0.00
620,151.00,15.08,0.00
621,132.00,13.11,0.00
622,112.00,12.49,0.00
623,99.00,13.39,2.56
624,96.60,10.86,23.88
625,91.35,16.02,52.56
626,87.15,19.90,76.95
627,85.05,24.22,95.00
628,86.10,28.51,95.26
629,93.45,31.79,90.86
630,108.15,32.39,74.22
631,128.10,32.39,51.96
632,145.95,29.77,26.76
633,152.25,27.18,4.18
634,148.05,31.06,0.00
635,140.70,31.06,0.00
636,134.40,26.31,0.00
637,131.25,19.81,0.00
638,133.35,14.48,0.00
639,139.65,9.71,0.00
640,150.15,5.85,0.00
641,161.70,3.15,0.00
642,168.00,1.00,0.00
643,170.10,0.00,0.00
644,158.55,0.00,0.00
645,138.60,0.00,0.00
646,117.60,0.00,0.00
647,103.95,0.00,2.83
648,87.40,0.00,27.26
649,82.65,0.00,58.16
650,78.85,0.00,84.29
651,76.95,1.29,100.14
652,77.90,2.71,105.98
653,84.55,3.45,99.68
654,97.85,3.22,83.74
655,115.90,2.38,58.22
656,132.05,0.62,30.92
657,137.75,0.00,5.49
658,133.95,0.00,0.00
659,127.30,0.00,0.00
660,121.60,0.00,0.00
661,118.75,0.00,0.00
662,120.65,0.00,0.00
663,126.35,0.00,0.00
664,135.85,1.00,0.00
665,146.30,3.56,0.00
666,152.00,6.35,0.00
667,153.90,8.85,0.00
668,143.45,10.24,0.00
669,125.40,8.09,0.00
670,106.40,4.75,0.00
671,94.05,3.02,3.24
672,92.00,1.18,28.36
673,87.00,0.53,58.36
674,83.00,3.56,83.94
675,81.00,5.08,100.24
676,82.00,4.25,103.15
677,89.00,2.86,98.78
678,103.00,1.16,84.18
679,122.00,0.00,61.17
680,139.00,0.00,32.53
681,145.00,0.00,5.69
682,141.00,0.00,0.00
683,134.00,0.00,0.00
684,128.00,0.13,0.00
685,125.00,0.76,0.00
686,127.00,1.54,0.00
687,133.00,1.90,0.00
688,143.00,1.87,0.00
689,154.00,1.56,0.00
690,160.00,1.54,0.00
691,162.00,2.06,0.00
692,151.00,3.05,0.00
693,132.00,3.05,0.00
694,112.00,2.23,0.00
695,99.00,1.54,3.15
696,96.60,0.36,26.91
697,91.35,0.00,55.26
698,87.15,0.39,79.11
699,85.05,3.56,94.74
700,86.10,4.52,102.45
701,93.45,5.89,97.47
702,108.15,7.17,82.89
703,128.10,8.09,59.55
704,145.95,5.72,31.72
705,152.25,4.17,5.64
706,148.05,3.91,0.00
707,140.70,4.02,0.00
708,134.40,5.04,0.00
709,131.25,6.82,0.00
710,133.35,8.41,0.00
711,139.65,10.86,0.00
712,150.15,15.01,0.00
713,161.70,18.75,0.00
714,168.00,20.36,0.00
715,170.10,18.06,0.00
716,158.55,13.54,0.00
717,138.60,9.53,0.00
718,117.60,7.93,0.00
719,103.95,8.46,3.35
720,87.40,5.76,28.17
721,82.65,1.46,56.80
722,78.85,1.32,80.84
723,76.95,10.86,96.56
724,77.90,21.28,105.38
725,84.55,24.22,100.46
726,97.85,24.73,86.19
727,115.90,22.92,62.74
728,132.05,15.70,33.48
729,137.75,9.82,6.14
730,133.95,3.73,0.00
731,127.30,0.00,0.00
732,121.60,0.00,0.00
733,118.75,0.00,0.00
734,120.65,0.00,0.00
735,126.35,0.00,0.00
736,135.85,0.00,0.00
737,146.30,0.00,0.00
738,152.00,0.00,0.00
739,153.90,0.00,0.00
740,143.45,0.00,0.00
741,125.40,0.00,0.00
742,106.40,0.32,0.00
743,94.05,2.93,2.24
744,92.00,5.89,15.75
745,87.00,9.30,37.20
746,83.00,17.64,57.00
747,81.00,21.28,54.90
748,82.00,20.54,39.39
749,89.00,18.84,25.63
750,103.00,20.91,15.84
751,122.00,28.40,11.76
752,139.00,41.56,5.72
753,145.00,66.27,0.60
754,141.00,96.73,0.00
755,134.00,83.69,0.00
756,128.00,67.64,0.00
757,125.00,62.65,0.00
758,127.00,54.60,0.00
759,133.00,49.62,0.00
760,143.00,36.73,0.00
761,154.00,27.95,0.00
762,160.00,22.62,0.00
763,162.00,21.38,0.00
764,151.00,19.37,0.00
765,132.00,16.41,0.00
766,112.00,14.04,0.00
767,99.00,11.56,0.36
768,96.60,11.76,2.57
769,91.35,10.30,4.80
770,87.15,7.21,9.34
771,85.05,5.20,11.46
772,86.10,4.10,13.74
773,93.45,3.70,13.94
774,108.15,3.88,11.93
775,128.10,4.52,12.54
776,145.95,5.81,8.03
777,152.25,7.36,0.83
778,148.05,7.98,0.00
779,140.70,7.17,0.00
780,134.40,5.12,0.00
781,131.25,2.68,0.00
782,133.35,0.95,0.00
783,139.65,0.22,0.00
784,150.15,0.00,0.00
785,161.70,0.00,0.00
786,168.00,0.00,0.00
787,170.10,0.00,0.00
788,158.55,0.00,0.00
789,138.60,0.00,0.00
790,117.60,0.00,0.00
791,103.95,0.00,2.46
792,87.40,0.00,20.44
793,82.65,0.00,37.35
794,78.85,0.00,56.38
795,76.95,0.00,73.41
796,77.90,0.00,69.82
797,84.55,0.00,70.90
798,97.85,0.00,59.58
799,115.90,0.00,41.30
800,132.05,0.00,19.89
801,137.75,0.00,4.13
802,133.95,0.00,0.00
803,127.30,0.00,0.00
804,121.60,0.00,0.00
805,118.75,0.00,0.00
806,120.65,0.00,0.00
807,126.35,0.00,0.00
808,135.85,0.00,0.00
809,146.30,1.27,0.00
810,152.00,2.80,0.00
811,153.90,4.83,0.00
812,143.45,6.03,0.00
813,125.40,5.94,0.00
814,106.40,5.54,0.00
815,94.05,4.56,1.73
816,92.00,1.32,14.62
817,87.00,1.54,34.38
818,83.00,3.91,54.27
819,81.00,3.52,64.65
820,82.00,2.77,61.08
821,89.00,2.26,56.53
822,103.00,0.00,41.60
823,122.00,0.00,30.90
824,139.00,0.00,18.20
825,145.00,0.00,3.12
826,141.00,0.00,0.00
827,134.00,0.00,0.00
828,128.00,0.00,0.00
829,125.00,0.00,0.00
830,127.00,0.00,0.00
831,133.00,0.00,0.00
832,143.00,0.30,0.00
833,154.00,1.39,0.00
834,160.00,1.90,0.00
835,162.00,1.20,0.00
836,151.00,0.10,0.00
837,132.00,0.00,0.00
838,112.00,0.00,0.00
839,99.00,0.00,1.85
840,96.60,0.00,12.31
841,91.35,0.00,23.49
842,87.15,0.00,28.09
843,85.05,0.00,31.79
844,86.10,0.00,32.35
845,93.45,0.00,37.36
846,108.15,0.00,28.90
847,128.10,0.00,17.62
848,145.95,0.00,9.21
849,152.25,0.00,1.59
850,148.05,0.00,0.00
851,140.70,0.00,0.00
852,134.40,0.00,0.00
853,131.25,0.00,0.00
854,133.35,0.00,0.00
855,139.65,0.00,0.00
856,150.15,0.00,0.00
857,161.70,0.00,0.00
858,168.00,0.00,0.00
859,170.10,0.00,0.00
860,158.55,2.35,0.00
861,138.60,0.91,0.00
862,117.60,0.00,0.00
863,103.95,0.00,0.90
864,87.40,0.00,6.22
865,82.65,0.00,19.23
866,78.85,0.00,32.54
867,76.95,0.00,42.99
868,77.90,0.00,24.84
869,84.55,0.00,15.82
870,97.85,0.00,15.48
871,115.90,0.00,10.23
872,132.05,0.00,5.88
873,137.75,0.00,1.38
874,133.95,0.00,0.00
875,127.30,0.00,0.00
876,121.60,0.25,0.00
877,118.75,2.18,0.00
878,120.65,2.83,0.00
879,126.35,3.15,0.00
880,135.85,4.87,0.00
881,146.30,6.77,0.00
882,152.00,8.63,0.00
883,153.90,8.74,0.00
884,143.45,7.21,0.00
885,125.40,5.54,0.00
886,106.40,3.73,0.00
887,94.05,2.12,1.53
888,92.00,1.44,11.48
889,87.00,0.20,30.80
890,83.00,0.00,50.07
891,81.00,0.00,48.66
892,82.00,0.00,48.90
893,89.00,0.00,40.74
894,103.00,0.00,27.63
895,122.00,0.66,20.02
896,139.00,0.58,10.23
897,145.00,0.00,1.12
898,141.00,0.41,0.00
899,134.00,2.64,0.00
900,128.00,1.98,0.00
901,125.00,1.61,0.00
902,127.00,2.35,0.00
903,133.00,4.48,0.00
904,143.00,6.44,0.00
905,154.00,8.96,0.00
906,160.00,13.90,0.00
907,162.00,8.52,0.00
908,151.00,6.63,0.00
909,132.00,5.24,0.00
910,112.00,6.35,0.00
911,99.00,9.88,0.70
912,96.60,4.10,5.10
913,91.35,0.53,11.20
914,87.15,0.85,10.20
915,85.05,6.44,18.88
916,86.10,4.96,20.04
917,93.45,3.95,17.76
918,108.15,9.42,20.70
919,128.10,18.15,12.34
920,145.95,21.95,7.34
921,152.25,9.94,0.81
922,148.05,16.57,0.00
923,140.70,17.39,0.00
924,134.40,17.56,0.00
925,131.25,19.99,0.00
926,133.35,15.16,0.00
927,139.65,4.44,0.00
928,150.15,4.40,0.00
929,161.70,9.13,0.00
930,168.00,8.68,0.00
931,170.10,18.15,0.00
932,158.55,15.39,0.00
933,138.60,16.49,0.00
934,117.60,5.67,0.00
935,103.95,6.30,0.54
936,87.40,4.48,4.83
937,82.65,3.77,7.91
938,78.85,4.75,9.87
939,76.95,10.92,17.13
940,77.90,20.54,20.67
941,84.55,28.06,15.80
942,97.85,32.76,12.56
943,115.90,33.88,8.35
944,132.05,29.31,4.36
945,137.75,19.10,0.91
946,133.95,12.36,0.00
947,127.30,10.55,0.00
948,121.60,8.74,0.00
949,118.75,7.07,0.00
950,120.65,7.42,0.00
951,126.35,12.22,0.00
952,135.85,17.81,0.00
953,146.30,17.14,0.00
954,152.00,14.26,0.00
955,153.90,10.86,0.00
956,143.45,9.30,0.00
957,125.40,7.67,0.00
958,106.40,5.37,0.00
959,94.05,2.74,1.30
960,92.00,1.32,7.62
961,87.00,0.00,17.85
962,83.00,0.00,26.44
963,81.00,0.00,33.96
964,82.00,0.00,30.08
965,89.00,0.00,37.38
966,103.00,0.00,30.06
967,122.00,0.00,16.58
968,139.00,0.00,8.86
969,145.00,0.00,1.72
970,141.00,0.00,0.00
971,134.00,0.15,0.00
972,128.00,0.00,0.00
973,125.00,0.41,0.00
974,127.00,0.00,0.00
975,133.00,0.00,0.00
976,143.00,0.00,0.00
977,154.00,0.00,0.00
978,160.00,0.00,0.00
979,162.00,0.00,0.00
980,151.00,0.00,0.00
981,132.00,0.11,0.00
982,112.00,0.11,0.00
983,99.00,0.00,1.83
984,96.60,0.00,10.99
985,91.35,0.00,24.80
986,87.15,0.00,37.28
987,85.05,0.00,38.23
988,86.10,0.00,23.44
989,93.45,0.00,19.40
990,108.15,0.47,14.46
991,128.10,1.54,9.75
992,145.95,1.61,5.20
993,152.25,1.02,0.40
994,148.05,1.04,0.00
995,140.70,1.69,0.00
996,134.40,3.88,0.00
997,131.25,9.65,0.00
998,133.35,12.97,0.00
