hour,load,wind,solar,cluster
0,91.188235294117646,8.591764705882353,25.155882352941177,0
1,86.232352941176472,6.0882352941176467,41.949999999999996,0
2,82.267647058823528,4.3182352941176472,56.723529411764709,0
3,80.285294117647069,2.6988235294117646,63.897058823529427,0
4,81.276470588235298,1.5582352941176469,61.639411764705876,0
5,88.214705882352931,1.4594117647058822,56.705882352941174,0
6,102.09117647058822,1.5223529411764707,47.426470588235304,0
7,120.92352941176472,1.1070588235294117,34.950588235294113,0
8,137.77352941176468,1.0141176470588233,21.04058823529412,0
9,143.72058823529412,1.0888235294117647,8.143529411764705,0
10,139.7558823529412,1.25,1.5964705882352941,0
11,132.8176470588235,1.2811764705882356,0,0
12,126.87058823529411,1.1347058823529412,0,0
13,123.89705882352941,1.1835294117647057,0,0
14,125.87941176470589,1.0735294117647058,0,0
15,131.82647058823528,0.87999999999999989,0,0
16,141.73823529411763,0.81647058823529406,0,0
17,152.64117647058822,0.6858823529411765,0,0
18,158.58823529411765,0.47000000000000003,0,0
19,160.57058823529414,0.26823529411764707,0,0
20,149.66764705882355,0.25352941176470584,0,0
21,130.83529411764707,0.40176470588235297,0.095294117647058835,0
22,111.01176470588237,0.49882352941176472,2.7641176470588231,0
23,98.126470588235293,0.46058823529411758,11.955294117647059,0
0,92.153333333333364,1.8675000000000002,37.521833333333326,1
1,87.14500000000001,1.2623333333333335,59.230166666666669,1
2,83.138333333333321,1.1021666666666667,76.826000000000008,1
3,81.135000000000019,1.075833333333333,86.701166666666651,1
4,82.136666666666684,1.1029999999999995,92.007999999999981,1
5,89.148333333333312,1.1898333333333333,86.22566666666664,1
6,103.17166666666664,1.3574999999999997,71.114999999999995,1
7,122.20333333333336,1.4744999999999997,52.49349999999999,1
8,139.23166666666663,1.6809999999999998,31.045500000000001,1
9,145.24166666666667,2.5933333333333337,12.399666666666663,1
10,141.23500000000004,5.5166666666666666,2.6713333333333336,1
11,134.2233333333333,10.256166666666667,0.021166666666666667,1
12,128.21333333333331,13.807666666666666,0,1
13,125.20833333333333,14.865833333333335,0,1
14,127.21166666666669,14.050833333333328,0,1
15,133.22166666666664,12.347333333333333,0,1
16,143.23833333333332,10.272166666666667,0,1
17,154.25666666666666,8.6614999999999984,0,1
18,160.26666666666668,7.3431666666666677,0,1
19,162.27000000000004,6.453666666666666,0,1
20,151.25166666666669,5.8558333333333348,0,1
21,132.22000000000003,5.2320000000000002,0.16350000000000001,1
22,112.1866666666667,4.4916666666666654,4.0536666666666665,1
23,99.164999999999978,3.6069999999999993,16.586666666666666,1
0,91.790909090909111,27.030909090909095,37.226363636363637,2
1,86.802272727272737,32.217727272727274,56.467272727272729,2
2,82.811363636363623,32.914999999999992,73.276363636363641,2
3,80.815909090909088,33.947272727272725,82.8809090909091,2
4,81.813636363636377,34.868636363636369,90.491363636363658,2
5,88.797727272727258,34.30772727272727,88.129545454545436,2
6,102.76590909090906,32.725909090909092,79.664090909090916,2
7,121.7227272727273,30.482272727272729,61.119999999999997,2
8,138.68409090909091,28.109545454545458,41.098636363636359,2
9,144.67045454545453,23.592272727272722,20.753636363636364,2
10,140.67954545454543,23.237272727272725,5.6331818181818187,2
11,133.69545454545457,24.479090909090914,0.17181818181818181,2
12,127.70909090909089,25.460000000000004,0,2
13,124.71590909090909,25.965000000000007,0,2
14,126.71136363636366,25.530909090909088,0,2
15,132.69772727272726,24.439090909090911,0,2
16,142.67499999999998,24.925909090909098,0,2
17,153.65000000000003,24.75363636363636,0,2
18,159.63636363636363,25.286363636363628,0,2
19,161.63181818181818,28.571818181818177,0,2
20,150.65681818181815,27.275000000000002,0,2
21,131.70000000000002,25.038636363636364,0.38499999999999995,2
22,111.74545454545456,20.037272727272725,7.2972727272727269,2
23,98.774999999999991,17.665909090909089,22.046363636363637,2
0,91.014285714285705,1.8345238095238101,31.665714285714298,3
1,86.06785714285715,1.6338095238095236,51.746904761904773,3
2,82.110714285714295,1.5288095238095236,68.160476190476189,3
3,80.132142857142824,1.556904761904762,76.377619047619078,3
4,81.121428571428581,1.6042857142857145,77.222857142857123,3
5,88.046428571428592,1.7997619047619045,72.826904761904729,3
6,101.89642857142856,1.9421428571428569,61.877619047619064,3
7,120.69285714285715,1.9671428571428573,44.724047619047631,3
8,137.51071428571427,1.7426190476190475,25.931428571428576,3
9,143.44642857142858,1.7126190476190475,9.995238095238097,3
10,139.48928571428573,2.3926190476190476,2.0128571428571425,3
11,132.56428571428572,2.8121428571428573,0.047380952380952378,3
12,126.62857142857142,3.0671428571428572,0,3
13,123.66071428571429,3.5483333333333329,0,3
14,125.63928571428572,3.6735714285714285,0,3
15,131.57500000000002,3.8109523809523811,0,3
16,141.46785714285718,4.5007142857142863,0,3
17,152.35000000000002,5.6366666666666667,0,3
18,158.28571428571428,9.1650000000000045,0,3
19,160.26428571428565,12.455238095238096,0,3
20,149.38214285714287,14.23357142857143,0,3
21,130.58571428571426,15.345714285714285,0.15857142857142859,3
22,110.80000000000001,15.051666666666666,3.3271428571428565,3
23,97.939285714285731,14.793095238095239,13.923333333333332,3
0,92.634482758620692,4.5382758620689652,25.490000000000002,4
1,87.600000000000009,4.503103448275863,40.364827586206893,4
2,83.572413793103451,6.2300000000000004,52.543448275862069,4
3,81.558620689655172,8.7817241379310342,59.813793103448262,4
4,82.565517241379311,11.198965517241374,59.148275862068964,4
5,89.613793103448288,15.074827586206895,55.773793103448277,4
6,103.7103448275862,20.14551724137932,47.251724137931035,4
7,122.84137931034482,24.882758620689657,33.210000000000001,4
8,139.95862068965519,27.673793103448279,18.516551724137933,4
9,146,26.019655172413799,6.6813793103448269,4
10,141.97241379310344,26.43103448275863,1.7193103448275862,4
11,134.92413793103449,26.558620689655175,0.044482758620689657,4
12,128.88275862068966,25.336206896551722,0,4
13,125.86206896551724,22.068275862068962,0,4
14,127.87586206896552,18.199999999999999,0,4
15,133.91724137931035,14.98034482758621,0,4
16,143.98620689655175,13.761724137931031,0,4
17,155.06206896551726,12.646551724137929,0,4
18,161.10344827586206,11.375172413793104,0,4
19,163.11724137931034,10.57,0,4
20,152.04137931034481,9.8162068965517246,0,4
21,132.91034482758621,8.902413793103447,0.14655172413793102,4
22,112.77241379310345,7.6975862068965508,3.1348275862068959,4
23,99.682758620689668,6.8631034482758624,12.173103448275866,4
0,92.96842105263157,4.5368421052631591,21.809473684210527,5
1,87.9157894736842,4.8794736842105264,36.741578947368417,5
2,83.873684210526321,6.6421052631578954,50.617368421052632,5
3,81.852631578947353,11.468421052631578,61.085263157894744,5
4,82.86315789473683,16.747894736842106,63.352631578947381,5
5,89.936842105263167,21.278947368421054,61.611578947368415,5
6,104.0842105263158,23.718947368421055,51.672631578947367,5
7,123.28421052631579,24.243157894736843,39.833684210526314,5
8,140.46315789473684,21.886315789473684,25.132105263157897,5
9,146.52631578947367,14.943684210526316,10.724736842105262,5
10,142.48421052631579,10.329473684210527,2.6515789473684213,5
11,135.41052631578947,8.6847368421052646,0.11263157894736843,5
12,129.34736842105266,6.9515789473684206,0,5
13,126.31578947368421,4.891578947368421,0,5
14,128.33684210526317,3.9626315789473687,0,5
15,134.40000000000001,3.9410526315789478,0,5
16,144.50526315789475,4.1173684210526309,0,5
17,155.62105263157892,3.9089473684210523,0,5
18,161.68421052631578,3.7505263157894739,0,5
19,163.70526315789471,3.4615789473684209,0,5
20,152.58947368421053,2.9736842105263159,0,5
21,133.38947368421051,2.2668421052631573,0.23842105263157895,5
22,113.17894736842103,1.7626315789473685,3.6710526315789473,5
23,100.04210526315791,1.6631578947368419,14.784736842105264,5
0,92.224390243902434,2.2148780487804878,38.339756097560979,6
1,87.212195121951211,2.6285365853658544,58.208292682926839,6
2,83.202439024390245,3.1226829268292682,75.672682926829282,6
3,81.197560975609747,3.2765853658536588,87.046829268292655,6
4,82.199999999999989,3.2878048780487799,89.966829268292656,6
5,89.217073170731695,3.5053658536585366,85.339268292682945,6
6,103.25121951219511,3.7175609756097563,71.836829268292703,6
7,122.29756097560977,3.5104878048780481,52.887073170731703,6
8,139.33902439024391,3.6758536585365849,31.730487804878056,6
9,145.35365853658536,4.4236585365853669,12.798780487804878,6
10,141.34390243902439,5.5446341463414628,2.111951219512195,6
11,134.32682926829267,7.5817073170731701,0.013658536585365855,6
12,128.31219512195119,10.227073170731709,0,6
13,125.30487804878049,14.103170731707321,0,6
14,127.30975609756099,18.307317073170729,0,6
15,133.32439024390243,20.637560975609752,0,6
16,143.34878048780487,21.716829268292681,0,6
17,154.37560975609756,21.690243902439029,0,6
18,160.39024390243901,21.821219512195121,0,6
19,162.39512195121949,21.731951219512194,0,6
20,151.36829268292684,21.828780487804874,0,6
21,132.32195121951221,20.660731707317066,0.11243902439024389,6
22,112.27317073170734,18.850000000000001,3.1321951219512192,6
23,99.24146341463414,16.029512195121953,14.961951219512194,6
0,92.460000000000008,10.50975,34.689250000000001,7
1,87.435000000000002,11.392500000000002,52.166499999999999,7
2,83.415000000000006,11.185250000000002,67.000499999999988,7
3,81.405000000000001,10.329250000000004,73.503,7
4,82.409999999999997,9.0630000000000024,73.082999999999998,7
5,89.444999999999979,8.6504999999999974,69.690500000000014,7
6,103.51500000000001,9.2572499999999973,57.21374999999999,7
7,122.61000000000001,10.596750000000002,42.635249999999999,7
8,139.69499999999999,13.093749999999995,27.231249999999996,7
9,145.72499999999999,15.464999999999998,12.275999999999996,7
10,141.70499999999998,20.158000000000005,2.7182500000000003,7
11,134.66999999999999,25.354499999999994,0.043749999999999997,7
12,128.64000000000001,27.362500000000004,0,7
13,125.625,26.510250000000003,0,7
14,127.63500000000002,26.337000000000007,0,7
15,133.66500000000002,25.359250000000007,0,7
16,143.71499999999997,26.464999999999996,0,7
17,154.76999999999998,26.208750000000002,0,7
18,160.80000000000001,24.968499999999999,0,7
19,162.81,23.582999999999991,0,7
20,151.75500000000002,21.549000000000007,0,7
21,132.66,20.483249999999995,0.20375000000000001,7
22,112.55999999999999,18.852499999999999,4.4580000000000002,7
23,99.49499999999999,16.227250000000002,15.999000000000001,7
0,92.242105263157896,11.091578947368422,33.085789473684208,8
1,87.228947368421046,12.523684210526318,51.970000000000006,8
2,83.218421052631584,17.382105263157897,68.881578947368439,8
3,81.213157894736838,17.108421052631577,80.084736842105244,8
4,82.215789473684211,13.879999999999999,84.352631578947367,8
5,89.234210526315792,10.588421052631581,78.909473684210511,8
6,103.27105263157895,7.493157894736842,64.641052631578944,8
7,122.32105263157894,4.8347368421052632,48.879473684210524,8
8,139.36578947368423,2.5094736842105263,27.183157894736844,8
9,145.38157894736841,1.0605263157894738,9.9221052631578974,8
10,141.37105263157892,0.5842105263157894,2.560526315789474,8
11,134.35263157894738,0.82052631578947377,0.042105263157894736,8
12,128.33684210526317,1.223157894736842,0,8
13,125.32894736842105,1.8552631578947369,0,8
14,127.33421052631579,2.6326315789473687,0,8
15,133.34999999999999,3.0842105263157893,0,8
16,143.37631578947369,3.289473684210527,0,8
17,154.40526315789472,3.4331578947368424,0,8
18,160.42105263157896,4.0242105263157892,0,8
19,162.42631578947368,6.1373684210526323,0,8
20,151.39736842105265,9.1463157894736824,0,8
21,132.34736842105264,7.6878947368421047,0.29999999999999999,8
22,112.29473684210525,5.3152631578947371,4.3531578947368423,8
23,99.260526315789477,4.1684210526315795,16.985789473684211,8
0,91.632000000000005,3.6123999999999996,33.185600000000008,9
1,86.652000000000001,3.1484000000000005,53.905600000000007,9
2,82.667999999999992,3.3216000000000001,70.352400000000003,9
3,80.676000000000002,3.1052000000000004,78.395600000000002,9
4,81.672000000000011,2.9055999999999993,78.648799999999994,9
5,88.643999999999977,2.6412,72.959600000000009,9
6,102.58799999999999,2.9139999999999997,59.918400000000013,9
7,121.512,4.3660000000000005,43.733999999999995,9
8,138.44400000000002,8.1852,26.319600000000001,9
9,144.41999999999999,14.530400000000004,11.183600000000002,9
10,140.43599999999998,21.612400000000001,2.2707999999999999,9
11,133.46400000000003,23.169599999999996,0,9
12,127.488,20.753199999999996,0,9
13,124.5,16.860000000000003,0,9
14,126.492,12.269999999999998,0,9
15,132.46799999999999,9.4303999999999988,0,9
16,142.428,7.7256000000000018,0,9
17,153.38400000000001,6.0739999999999998,0,9
18,159.36000000000001,6.2223999999999986,0,9
19,161.352,6.1207999999999991,0,9
20,150.39599999999999,5.7395999999999994,0,9
21,131.47200000000001,4.8167999999999997,0.12520000000000001,9
22,111.55200000000001,3.7524000000000002,3.1316000000000002,9
23,98.604000000000013,2.5939999999999999,13.308,9
0,91.868571428571428,33.505428571428581,32.956857142857146,10
1,86.875714285714295,40.085142857142849,50.303714285714285,10
2,82.881428571428572,41.302000000000007,65.976571428571432,10
3,80.88428571428571,40.640571428571434,72.696285714285722,10
4,81.882857142857148,41.87914285714286,75.749714285714305,10
5,88.872857142857143,42.535142857142851,68.728857142857123,10
6,102.85285714285715,41.199714285714286,58.008571428571429,10
7,121.82571428571427,37.992285714285714,42.938857142857152,10
