day,cluster
0,6
1,9
2,2
3,1
4,6
5,3
6,7
7,6
8,0
9,2
10,6
11,4
12,7
13,5
14,4
15,6
16,4
17,1
18,2
19,2
20,3
21,0
22,9
23,5
24,1
25,6
26,8
27,2
28,3
29,7
30,4
31,0
32,4
33,2
34,3
35,1
36,7
37,2
38,9
39,8
40,1
41,6
42,7
43,4
44,6
45,2
46,3
47,4
48,2
49,4
50,9
51,5
52,1
53,7
54,9
55,9
56,7
57,6
58,2
59,8
60,7
61,7
62,7
63,6
64,7
65,3
66,6
67,7
68,0
69,7
70,4
71,7
72,4
73,9
74,9
75,4
76,1
77,1
78,1
79,2
80,5
81,2
82,4
83,1
84,6
85,7
86,8
87,1
88,2
89,6
90,7
91,9
92,5
93,9
94,4
95,4
96,2
97,7
98,2
99,4
100,6
101,9
102,2
103,8
104,9
105,5
106,4
107,2
108,3
109,2
110,7
111,5
112,9
113,9
114,5
115,7
116,8
117,9
118,5
119,7
120,9
121,7
122,5
123,3
124,5
125,9
126,5
127,5
128,1
129,1
130,2
131,7
132,5
133,9
134,5
135,0
136,2
137,2
138,6
139,5
140,7
141,4
142,2
143,3
144,7
145,9
146,5
147,3
148,6
149,8
150,6
151,8
152,6
153,6
154,7
155,8
156,0
157,3
158,6
159,6
160,4
161,7
162,1
163,1
164,6
165,8
166,9
167,3
168,4
169,8
170,1
171,3
172,4
173,4
174,9
175,5
176,2
177,5
178,4
179,4
180,4
181,2
182,9
183,5
184,8
185,2
186,5
187,4
188,4
189,5
190,4
191,5
192,5
193,4
194,9
195,2
196,8
197,8
198,1
199,1
200,7
201,4
202,6
203,7
204,7
205,6
206,6
207,5
208,0
209,9
210,7
211,5
212,6
213,1
214,1
215,0
216,3
217,6
218,6
219,6
220,6
221,8
222,6
223,1
224,6
225,1
226,1
227,2
228,0
229,0
230,0
231,7
232,4
233,8
234,6
235,2
236,6
237,9
238,7
239,4
240,8
241,4
242,3
243,7
244,4
245,8
246,2
247,9
248,5
249,4
250,0
251,6
252,0
253,6
254,9
255,4
256,0
257,6
258,6
259,6
260,7
261,2
262,0
263,4
264,2
265,7
266,6
267,6
268,0
269,6
270,6
271,0
272,9
273,4
274,9
275,0
276,9
277,9
278,9
279,8
280,6
281,8
282,3
283,7
284,6
285,9
286,4
287,3
288,2
289,0
290,6
291,8
292,8
293,1
294,6
295,6
296,6
297,2
298,6
299,6
300,1
301,1
302,7
303,7
304,7
305,3
306,0
307,2
308,8
309,2
310,0
311,6
312,8
313,4
314,9
315,8
316,3
317,1
318,6
319,4
320,3
321,7
322,3
323,6
324,6
325,2
326,4
327,7
328,6
329,7
330,3
331,0
332,8
333,8
334,8
335,7
336,1
337,6
338,2
339,3
340,9
341,4
342,9
343,2
344,4
345,2
346,1
347,7
348,8
349,4
350,9
351,9
352,9
353,9
354,8
355,8
356,2
357,0
358,6
359,2
360,0
361,0
362,0
363,2
364,0
