total_load_MWh,renewable_available_MWh,renewable_used_MWh,curtailment_MWh,thermal_generation_MWh,unserved_MWh,charge_MWh,discharge_MWh,renewable_utilization_pct,curtailment_rate_pct,operating_cost_CNY,scenario,energy_capacity_MWh,power_capacity_MW,num_steps,time_step_hours,load_shedding_MWh,storage_discharge_MWh,initial_inventory_supply_MWh,total_cost_CNY,thermal_cost_CNY,storage_cost_CNY,curtailment_cost_CNY,load_shedding_cost_CNY,simulation_hours,storage_capex_CNY,capital_recovery_factor,year_fraction,storage_annualized_investment_CNY_per_year,storage_annual_fixed_om_CNY_per_year,storage_investment_allocated_CNY,storage_fixed_om_CNY,storage_variable_om_CNY,storage_om_cost_CNY,operating_cost_excluding_investment_CNY,initial_inventory_thermal_value_CNY,storage_utilization_pct,solver_status,max_residual
2777.8000000000002,267.03999999999996,267.03999999999996,0,2459.1384210526317,58.189999999978724,67.368421052631575,60.800000000021285,100,0,1443206.4473682086,day_000,40,20,24,1,58.189999999978724,60.800000000021285,0,1455318.7951193079,860698.44736842113,12720.347751099627,0,581899.99999978719,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,608.00000000021282,2690.1917808221306,1445288.6391490304,0,50,Optimal,6.4090954765561037e-12
2924,302.55000000000001,302.55000000000001,0,2479.6142105263157,146.58639999998459,48.72421052631578,43.973600000015402,100,0,2334168.7096840562,day_001,40,20,24,1,146.58639999998459,43.973600000015402,0,2346281.0574351558,867864.97368421045,12552.08375109957,0,1465863.9999998459,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,439.73600000015404,2521.9277808220718,2336250.9014648786,0,45.833333333333329,Optimal,6.0449423244790523e-12
3070.1999999999998,406.37,406.37,0,2326.2075302631533,342.28999999998928,47.872105263157884,43.204575000015126,100,0,4237504.6813419973,day_002,40,20,24,1,342.28999999998928,43.204575000015126,0,4249617.029093096,814172.6355921037,12544.393501099566,0,3422899.9999998929,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,432.04575000015126,2514.2375308220689,4239586.8731228188,0,45.833333333333329,Optimal,6.1319838096096646e-12
2777.8000000000002,421,369.83487534625266,51.165124653747384,2262.3621052631524,152.81187499998899,73.936980609410512,66.728125000016348,87.846763740202533,12.153236259797477,2330845.7930227425,day_003,40,20,24,1,152.81187499998899,66.728125000016348,0,2342958.1407738421,791826.7368421033,12779.62900109958,10233.024930749476,1528118.7499998899,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,667.28125000016348,2749.4730308220815,2332927.9848035648,0,62.5,Optimal,7.3683281698322389e-12
2924,167.69999999999999,167.69999999999999,0,2512.1142105263157,247.46999999998934,33.684210526315788,30.400000000010643,100,0,3354243.9736841037,day_004,40,20,24,1,247.46999999998934,30.400000000010643,0,3366356.3214352033,879239.97368421045,12416.347751099522,0,2474699.9999998934,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,304.00000000010641,2386.1917808220242,3356326.1654649256,0,25,Optimal,5.822897719554021e-12
3070.1999999999998,598.48000000000002,495.66017499999009,102.81982500000996,2282.2521052631523,300.27999999998929,81.972105263157914,73.979825000025912,82.819839426545599,17.180160573454408,3822892.0000919984,day_005,40,20,24,1,300.27999999998929,73.979825000025912,0,3835004.347843098,798788.2368421033,12852.146001099674,20563.96500000199,3002799.9999998929,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,739.79825000025915,2821.9900308221768,3824974.1918728203,0,50,Optimal,7.3683281698322389e-12
2777.8000000000002,646.33999999999992,502.20212499998752,144.13787500001251,2209.3221052631525,77.621074999981047,116.36210526315791,105.01680000003678,77.699372621219112,22.300627378780909,1579351.2298419166,day_006,40,20,24,1,77.621074999981047,105.01680000003678,0,1591463.5775930162,773262.73684210342,13162.515751099783,28827.575000002504,776210.74999981048,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,1050.1680000003678,3132.3597808222858,1581433.4216227387,0,70.833333333333343,Optimal,6.6506800067145377e-12
2924,566.21000000000004,449.2995999999884,116.91040000001163,2260.5221052631523,222.69999999998939,87.402105263157864,78.880400000027592,79.352113173555466,20.647886826444537,3042353.620842,day_007,40,20,24,1,222.69999999998939,78.880400000027592,0,3054465.9685930992,791182.7368421033,12901.151751099691,23382.080000002326,2226999.9999998938,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,788.80400000027589,2870.9957808221934,3044435.8126228219,0,41.666666666666671,Optimal,7.3683281698322389e-12
3070.1999999999998,742.22000000000003,738.27421052631576,3.9457894736842229,2191.2791966758923,146.25999999998936,57.573407202213666,51.960000000016016,99.468380066060703,0.5316199339392933,2230856.4767311928,day_008,40,20,24,1,146.25999999998936,51.960000000016016,0,2242968.8244822924,766947.71883656236,12631.947751099575,789.15789473684458,1462599.9999998936,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,519.60000000016021,2601.7917808220782,2232938.6685120147,0,45.833333333333329,Optimal,5.74473801862041e-12
2777.8000000000002,502.44999999999999,464.42736052630931,38.022639473690653,2244.1921052631528,77.062074999986237,80.83631578947373,72.954775000025577,92.432552597533956,7.5674474024660467,1564422.0624867042,day_009,40,20,24,1,77.062074999986237,72.954775000025577,0,1576534.4102378036,785467.23684210354,12841.895501099671,7604.5278947381303,770620.7499998624,24,38000000,0.09634228760924439,0.0027397260273972603,3661006.9291512868,760000,10030.155970277498,2082.1917808219177,729.54775000025575,2811.7395308221735,1566504.2542675261,0,66.666666666666657,Optimal,6.7643668444361538e-12
