hour,load,wind,solar,cluster
0,91.659259259259272,3.7588888888888894,33.005185185185191,0
1,86.677777777777791,3.3411111111111116,53.307407407407403,0
2,82.69259259259259,4.0448148148148144,70.109259259259247,0
3,80.700000000000003,4.2540740740740741,79.400370370370382,0
4,81.696296296296296,3.822592592592593,82.027777777777771,0
5,88.670370370370364,3.3774074074074072,74.192962962962966,0
6,102.61851851851851,3.7070370370370367,60.748148148148147,0
7,121.54814814814816,5.1285185185185194,43.544074074074075,0
8,138.4851851851852,7.9559259259259258,24.643333333333338,0
9,144.46296296296296,13.155555555555557,9.7270370370370394,0
10,140.47777777777776,19.646296296296299,1.964814814814815,0
11,133.50370370370371,22.114074074074068,0,0
12,127.52592592592592,21.037037037037027,0,0
13,124.53703703703704,17.651111111111113,0,0
14,126.52962962962964,12.792222222222222,0,0
15,132.50740740740741,9.2092592592592588,0,0
16,142.47037037037038,6.7270370370370358,0,0
17,153.42962962962963,5.2666666666666675,0,0
18,159.40740740740742,4.496666666666667,0,0
19,161.40000000000001,3.9937037037037046,0,0
20,150.44074074074072,3.5248148148148153,0,0
21,131.51111111111112,3.0585185185185191,0.071111111111111111,0
22,111.5851851851852,2.6681481481481479,2.701481481481482,0
23,98.63333333333334,2.2362962962962962,12.424444444444445,0
0,91.524137931034488,2.6551724137931036,31.493103448275864,1
1,86.550000000000011,1.5196551724137932,50.703103448275868,1
2,82.570689655172401,0.69551724137931037,64.928620689655148,1
3,80.581034482758639,0.38793103448275862,72.587931034482764,1
4,81.57586206896552,0.16000000000000003,77.551724137931032,1
5,88.539655172413802,0.11379310344827587,73.553103448275863,1
6,102.46724137931034,0.08310344827586208,63.07068965517243,1
7,121.36896551724139,0.033793103448275859,46.597931034482762,1
8,138.28103448275863,0,29.050000000000004,1
9,144.25,0.020689655172413793,12.408275862068965,1
10,140.27068965517239,0.19931034482758619,3.2886206896551728,1
11,133.30689655172415,0.3748275862068966,0.073103448275862071,1
12,127.33793103448275,0.4517241379310345,0,1
13,124.35344827586206,0.56586206896551716,0,1
14,126.34310344827587,0.54724137931034489,0,1
15,132.31206896551723,0.43724137931034479,0,1
16,142.26034482758618,0.38275862068965516,0,1
17,153.20344827586209,0.35413793103448277,0,1
18,159.17241379310346,0.27551724137931033,0,1
19,161.16206896551728,0.15724137931034485,0,1
20,150.21896551724137,0.21068965517241381,0,1
21,131.31724137931036,0.33172413793103445,0.16862068965517241,1
22,111.42068965517242,0.52758620689655167,3.9451724137931032,1
23,98.487931034482756,0.72517241379310349,14.58310344827586,1
