day,cluster
0,7
1,5
2,0
3,4
4,7
5,6
6,1
7,7
8,7
9,0
10,7
11,6
12,1
13,3
14,6
15,7
16,6
17,4
18,0
19,0
20,6
21,5
22,5
23,3
24,4
25,7
26,5
27,0
28,6
29,1
30,6
31,5
32,6
33,0
34,6
35,4
36,1
37,0
38,5
39,5
40,4
41,7
42,1
43,3
44,7
45,0
46,4
47,6
48,0
49,3
50,2
51,3
52,4
53,1
54,5
55,7
56,1
57,7
58,0
59,5
60,1
61,1
62,1
63,1
64,1
65,6
66,7
67,1
68,7
69,1
70,3
71,1
72,6
73,2
74,2
75,3
76,4
77,4
78,4
79,0
80,3
81,0
82,6
83,4
84,7
85,1
86,5
87,4
88,0
89,7
90,1
91,2
92,3
93,2
94,3
95,6
96,0
97,1
98,0
99,3
100,2
101,2
102,0
103,5
104,2
105,1
106,6
107,0
108,6
109,0
110,1
111,2
112,2
113,2
114,3
115,1
116,5
117,2
118,3
119,1
120,2
121,1
122,3
123,6
124,2
125,2
126,3
127,2
128,4
129,4
130,0
131,1
132,2
133,2
134,3
135,7
136,0
137,0
138,7
139,3
140,2
141,6
142,0
143,6
144,1
145,2
146,3
147,6
148,7
149,5
150,7
151,5
152,7
153,7
154,1
155,5
156,7
157,6
158,7
159,7
160,6
161,1
162,4
163,4
164,7
165,5
166,2
167,6
168,6
169,5
170,4
171,6
172,6
173,6
174,2
175,2
176,0
177,3
178,3
179,6
180,6
181,0
182,2
183,3
184,5
185,0
186,3
187,6
188,6
189,3
190,3
191,3
192,3
193,6
194,2
195,0
196,3
197,5
198,4
199,7
200,1
201,3
202,1
203,1
204,1
205,7
206,1
207,2
208,5
209,2
210,1
211,3
212,7
213,4
214,4
215,7
216,4
217,1
218,1
219,7
220,7
221,5
222,2
223,0
224,7
225,4
226,4
227,0
228,4
229,4
230,7
231,1
232,6
233,5
234,7
235,0
236,1
237,2
238,1
239,6
240,3
241,6
242,1
243,1
244,3
245,5
246,0
247,2
248,3
249,6
250,7
251,7
252,7
253,7
254,2
255,3
256,7
257,7
258,7
259,7
260,1
261,0
262,5
263,6
264,0
265,2
266,1
267,7
268,7
269,7
270,7
271,7
272,2
273,6
274,2
275,5
276,2
277,2
278,2
279,5
280,7
281,5
282,6
283,1
284,7
285,2
286,6
287,6
288,0
289,7
290,7
291,5
292,5
293,4
294,7
295,7
296,7
297,0
298,7
299,7
300,4
301,4
302,1
303,1
304,2
305,6
306,7
307,0
308,5
309,0
310,7
311,7
312,5
313,3
314,2
315,5
316,4
317,0
318,1
319,6
320,6
321,1
322,6
323,7
324,7
325,0
326,3
327,1
328,7
329,1
330,6
331,5
332,5
333,5
334,5
335,1
336,4
337,1
338,0
339,6
340,7
341,6
342,2
343,0
344,3
345,0
346,4
347,1
348,3
349,5
350,2
351,5
352,2
353,5
354,5
355,5
356,0
357,4
358,7
359,0
360,7
361,7
362,7
363,0
364,5
