evaluation,generation,energy,power,cost,best_cost
1,0,37.737050605426148,47.550064769609385,499875.17419455736,499875.17419455736
2,0,62.567429239373865,33.74806079505835,488711.60245439288,488711.60245439288
3,0,96.148838436193145,12.66660092899064,495061.12012049934,488711.60245439288
4,0,11.687643065588171,14.535386163751541,510717.09369529947,488711.60245439288
5,0,17.260490149010664,38.763334149120467,509651.47802759398,488711.60245439288
6,0,44.778969866374965,22.742579493868245,494926.78153252904,488711.60245439288
7,0,61.44288132249762,36.555009601860789,489343.1101514473,488711.60245439288
8,0,80.055564022870456,30.651755414838597,487145.1349530599,487145.1349530599
9,0,22.861015064366185,42.721693779838375,506675.87998637371,487145.1349530599
10,0,90.187640599906942,12.446711743709729,495140.23133984045,487145.1349530599
11,0,90.665013147723755,41.909152021044775,488355.84693809116,487145.1349530599
12,0,28.178023401366183,21.234894428418613,501562.98914843693,487145.1349530599
13,1,62.567429239373865,35.529438374151255,488840.5928984987,487145.1349530599
14,1,80.527517362408219,36.640576188181576,487592.91597173095,487145.1349530599
15,1,45.000472315198827,41.232174846540651,496286.37421276816,487145.1349530599
16,1,90.634046002761721,22.742579493868245,487149.90260977973,487145.1349530599
17,1,90.665013147723755,40.971866088405079,488295.67430780001,487145.1349530599
18,1,90.665013147723755,42.947776191075938,488426.49241700646,487145.1349530599
19,1,80.048375609691874,30.651755414838597,487144.80430909363,487144.80430909363
20,1,96.756683116314647,11.734122993696708,496566.19321839756,487144.80430909363
21,1,90.665013147723755,42.578423151040624,488399.7473780968,487144.80430909363
22,1,68.796979882188296,30.651755414838597,486723.17101893248,486723.17101893248
23,1,63.397838695969803,33.817477770239513,488400.38890735281,486723.17101893248
24,2,90.665013147723755,42.947776191075938,488426.49241700646,486723.17101893248
25,2,69.21699440172317,30.651755414838597,486738.78537040297,486723.17101893248
26,2,44.602489925941924,46.376700826586671,496940.6160093238,486723.17101893248
27,2,63.79582108522095,33.817477770239513,488248.82755931834,486723.17101893248
28,2,67.459965721589711,24.392318956802676,486220.21759138984,486220.21759138984
29,2,90.746216489754389,15.567412709888707,490571.16760432959,486220.21759138984
30,2,90.043180160115341,31.239028397210788,487642.23550225142,486220.21759138984
31,2,68.851130080532442,36.417811177459804,487142.70708298037,486220.21759138984
32,2,83.750245776888505,30.774805501928448,487322.97813908529,486220.21759138984
33,2,91.215373013332567,41.841122043535925,488376.79428508878,486220.21759138984
34,2,68.429310574573805,30.651755414838597,486709.50263956632,486220.21759138984
35,3,60.851048990398667,32.304848412800034,489260.73795636918,486220.21759138984
36,3,68.851130080532442,36.417811177459804,487142.70708298037,486220.21759138984
37,3,91.496098935671725,33.882629798748255,487878.78114143759,486220.21759138984
38,3,62.990678297001132,30.134521355714394,488288.7607426449,486220.21759138984
39,3,96.458065191395704,33.435500903816745,488078.31054728094,486220.21759138984
40,3,64.882175860811813,15.567412709888707,489544.57328399469,486220.21759138984
41,3,66.883621385510281,23.131155446545314,486299.11634140206,486220.21759138984
42,3,90.665013147723755,42.834946204228679,488418.32234105939,486220.21759138984
43,3,41.64199875853685,46.121081815921208,498123.50169889949,486220.21759138984
44,3,29.529603994141354,43.910054720437103,502950.307665364,486220.21759138984
45,3,70.146571483330746,42.806226754727497,487653.45445512375,486220.21759138984
46,4,73.565123010382209,22.521492108030515,486352.90920806595,486220.21759138984
47,4,66.883621385510281,23.131155446545314,486299.11634140206,486220.21759138984
48,4,70.146571483330746,42.806226754727497,487653.45445512375,486220.21759138984
49,4,76.429505582566122,42.806226754727497,487887.02719300357,486220.21759138984
50,4,81.405511574690493,43.404643314870384,488115.34555190866,486220.21759138984
51,4,68.330619864104207,48.583549995262693,488020.40764575143,486220.21759138984
52,4,67.459965721589711,24.392318956802676,486220.21759138984,486220.21759138984
53,4,67.459965721589711,24.392318956802676,486220.21759138984,486220.21759138984
54,4,66.883621385510281,23.293012833482546,486310.83651598397,486220.21759138984
55,4,91.496098935671725,33.72077241178193,487868.39009174134,486220.21759138984
56,4,92.334370470319982,33.007132498515773,487861.13307080627,486220.21759138984
57,5,67.459965721589711,22.664197033652481,486095.08341604588,486095.08341604588
58,5,91.759341500337641,24.249614031180709,487282.62621494627,486095.08341604588
59,5,74.627802761879892,24.417310121334236,486503.63961454912,486095.08341604588
60,5,67.459965721589711,17.959554652170873,487306.75187605107,486095.08341604588
61,5,67.459965721589711,24.591096545158102,486234.61117627652,486095.08341604588
62,5,92.334370470319982,32.808354910159522,487848.3717885575,486095.08341604588
63,5,67.528003021293927,24.422691264142351,486224.94620251516,486095.08341604588
64,5,66.81558408580608,28.473784771352118,486711.88906502764,486095.08341604588
65,5,69.711026491132998,22.949836860850478,486199.45159390825,486095.08341604588
66,5,65.297140408040974,20.170978007519814,486701.12527383678,486095.08341604588
67,5,73.565123010382209,22.521492108030515,486352.90920806595,486095.08341604588
68,6,67.639854716452191,22.658157487968172,486101.33359640045,486095.08341604588
69,6,69.531137496270503,28.271452824272473,486578.10496845312,486095.08341604588
70,6,65.044112801574784,24.591096545158102,487105.3609000346,486095.08341604588
71,6,69.640018755108002,23.571257666667297,486241.80922089575,486095.08341604588
72,6,73.288591647774808,24.543617662962326,486448.82591664902,486095.08341604588
73,6,67.736497084197111,22.56897099022629,486098.4683091006,486095.08341604588
74,6,70.855100916754083,28.80503978396845,486665.96159057494,486095.08341604588
75,6,67.459965721589711,24.591096545158102,486234.61117627652,486095.08341604588
76,6,86.002891487053489,26.980882317883893,487183.02731323236,486095.08341604588
77,6,67.679254452742242,17.925031796794862,487333.97132636094,486095.08341604588
78,6,67.459965721589711,23.255409825598992,486137.89343088446,486095.08341604588
79,7,60.017392700729047,22.580798338639216,488874.09115039115,486095.08341604588
80,7,66.144755879993866,31.298082877800745,487171.86556133605,486095.08341604588
81,7,58.916376191949425,19.989072141674583,489105.71675123437,486095.08341604588
82,7,63.648907858869009,23.086790450360951,487527.76122798258,486095.08341604588
83,7,67.639854716452191,22.658157487968172,486101.33359640045,486095.08341604588
84,7,75.616556103611487,24.018710139919804,486527.70479417965,486095.08341604588
85,7,71.063632665949171,22.56897099022629,486240.39941597532,486095.08341604588
86,7,67.259768849028831,31.614227478561297,486770.1337640041,486095.08341604588
87,7,68.340759580548607,28.296032574887668,486535.63161809038,486095.08341604588
88,7,75.570610445723446,24.498534769531702,486551.3694426748,486095.08341604588
89,7,67.658028774445128,24.591096545158102,486241.9743172559,486095.08341604588
