evaluation,generation,energy,power,cost,best_cost
1,0,32.246196911656988,16.625876451032802,499529.08657704538,499529.08657704538
2,0,37.031181414829028,44.827234550316675,499908.89648546377,499529.08657704538
3,0,62.3728520791501,6.8908642285842934,504163.00445524219,499529.08657704538
4,0,88.639933144855803,41.556366483322314,488250.45589011209,488250.45589011209
5,0,68.148523461284583,15.4070768662042,489864.24989972042,488250.45589011209
6,0,84.218495934351566,23.945089342585032,486919.41126626194,486919.41126626194
7,0,98.5899335837574,25.374710363264498,487658.8765962653,486919.41126626194
8,0,52.357859141687257,24.903510217387616,492059.33427499048,486919.41126626194
9,0,58.351748286715917,37.688647501808994,490602.37588479818,486919.41126626194
10,0,79.607955891032745,9.8425391908459474,498847.3361870565,486919.41126626194
11,0,69.601869340120231,6.672822170923105,504940.45878786827,486919.41126626194
12,0,78.268735516810167,36.680220171335549,487511.81472102733,486919.41126626194
13,1,83.916178931554015,19.001836951134788,487546.42503689567,486919.41126626194
14,1,98.5899335837574,25.331062803585841,487656.07447539648,486919.41126626194
15,1,73.522498494817,36.680220171335549,487335.3698374136,486919.41126626194
16,1,96.825098192571659,26.20638958133549,487631.09263114556,486919.41126626194
17,1,69.290580878235062,12.43217511570468,494252.93899523409,486919.41126626194
18,1,97.334699048050197,25.374710363264498,487601.13983094931,486919.41126626194
19,1,84.218495934351566,23.54754048847726,486898.05343191483,486898.05343191483
20,1,99.250326931366715,25.374710363264498,487689.25257353281,486898.05343191483
21,1,51.091884937943576,14.178845643799331,492096.36776116228,486898.05343191483
22,1,61.170752466115516,24.903510217387616,488603.05250598729,486898.05343191483
23,1,98.18863875174992,29.845198937735546,487927.41831334843,486898.05343191483
24,2,73.522498494817,25.721650990503704,486541.85434581421,486541.85434581421
25,2,96.825098192571659,37.164958760077667,488334.61960060644,486541.85434581421
26,2,84.218495934351566,16.551142027845259,489326.29188636807,486541.85434581421
27,2,84.218495934351566,23.945089342585032,486919.41126626194,486541.85434581421
28,2,83.797709033822926,27.710625666677526,487128.44463438826,486541.85434581421
29,2,96.658002222202228,22.690596991381756,487424.19259018643,486541.85434581421
30,2,87.716875005191312,23.940480633768853,487080.07789303735,486541.85434581421
31,2,96.825098192571659,26.210998290151668,487631.38850471226,486541.85434581421
32,2,84.263549881605925,19.909910230127966,487111.74782917748,486541.85434581421
33,2,96.779757877237131,23.977372928006108,487498.9234505996,486541.85434581421
34,2,69.220196500363883,11.374631478772741,495907.02512086777,486541.85434581421
35,3,83.612157065244872,21.687609685371608,486770.24124057073,486541.85434581421
36,3,98.332204928531254,26.191030207866092,487699.42865704233,486541.85434581421
37,3,73.522498494817,25.721650990503704,486541.85434581421,486541.85434581421
