evaluation,generation,energy,power,cost,best_cost
1,0,45.465804763382302,49.465603349387884,496883.91695495683,496883.91695495683
2,0,32.181779878004946,34.854101290325708,500975.65696757718,496883.91695495683
3,0,65.370171538690229,11.428936853796365,495678.24878135376,495678.24878135376
4,0,42.527153687592026,17.617362604943033,495454.12017623207,495454.12017623207
5,0,76.230724261328618,49.216747841269289,488343.82639748894,488343.82639748894
6,0,69.667699966978304,46.746938701027013,487921.0009799542,487921.0009799542
7,0,24.041021105004347,33.190538061845366,505069.09954556922,487921.0009799542
8,0,68.774636947325575,16.853277033540884,488364.7753481192,487921.0009799542
9,0,58.698525930450394,32.284957837284168,490079.03066667344,487921.0009799542
10,0,62.323709598354981,18.472100113116106,487715.98089271842,487715.98089271842
11,0,39.12479062959909,16.086424172736933,496711.07702021429,487715.98089271842
12,0,9.7077603107642467,39.021798482276793,514318.57566944876,487715.98089271842
13,1,76.230724261328618,49.216747841269289,488343.82639748894,487715.98089271842
14,1,62.323709598354981,18.472100113116106,487715.98089271842,487715.98089271842
15,1,69.425549176887472,19.830790090363703,486468.51279858092,486468.51279858092
16,1,38.991751344522996,16.086424172736933,496765.33226750506,486468.51279858092
17,1,65.548690837884948,9.432213737973143,498908.85856760375,486468.51279858092
18,1,39.503363932544346,34.854101290325708,497925.23037509935,486468.51279858092
19,1,45.826856367210297,46.6823562257349,496470.53049227997,486468.51279858092
20,1,69.306648362453672,48.74972624691371,488062.23233885202,486468.51279858092
21,1,54.591903796801475,16.07495106433894,490541.47151452559,486468.51279858092
22,1,62.323709598354981,16.034842560012002,488932.93498047069,486468.51279858092
23,1,66.600237721872091,11.367188201868913,495820.6747345255,486468.51279858092
24,2,62.323709598354981,16.256432567833404,488698.76947336365,486468.51279858092
25,2,56.253692123286449,18.250510105294705,490023.17836151732,486468.51279858092
26,2,39.000065872433531,15.815752696953943,496742.34203151398,486468.51279858092
27,2,38.991751344522996,18.510508683679991,496940.86144295125,486468.51279858092
28,2,62.323709598354981,15.694470138041289,489292.62394650304,486468.51279858092
29,2,66.600237721872091,7.6588852451524732,502669.11560103332,486468.51279858092
30,2,70.852854542441577,48.74972624691371,488110.08283170004,486468.51279858092
31,2,69.306648362453672,47.979334882200881,487996.81704430294,486468.51279858092
32,2,62.466221664347188,47.68576272076151,489815.79829269001,486468.51279858092
33,2,47.556231044583221,17.38286649491452,493430.57514808857,486468.51279858092
34,2,68.116022310962691,48.74972624691371,488028.47250685177,486468.51279858092
35,3,68.855479607904783,19.830790090363703,486442.2914256212,486442.2914256212
36,3,68.404643528729693,44.509859477241768,487712.0578907131,486442.2914256212
37,3,63.442993273760038,16.256432567833404,488750.25293486053,486442.2914256212
38,3,65.66923209956029,19.830790090363703,486544.42978500109,486442.2914256212
39,3,61.563712368640331,16.256432567833404,488663.81203676737,486442.2914256212
40,3,68.20844461006017,49.459103453588725,488091.49572895194,486442.2914256212
41,3,73.272056459423766,48.74972624691371,488200.01845832384,486442.2914256212
42,3,62.323709598354981,16.256432567833404,488698.76947336365,486442.2914256212
43,3,58.501748728691467,16.256432567833404,489035.31637967622,486442.2914256212
44,3,62.466221664347188,45.434284089569012,489624.08759344235,486442.2914256212
45,3,69.425549176887472,48.489717718141399,488043.46432081901,486442.2914256212
46,4,60.612875810050227,48.74972624691371,490628.54102895909,486442.2914256212
47,4,65.66923209956029,19.187554007796955,486614.95701294567,486442.2914256212
48,4,68.085362999916853,19.830790090363703,486406.86853005976,486406.86853005976
49,4,68.855479607904783,19.830790090363703,486442.2914256212,486406.86853005976
50,4,68.404643528729693,43.101292131785264,487610.06282263994,486406.86853005976
51,4,68.470492112095641,19.830790090363703,486424.58323478949,486406.86853005976
52,4,73.436305440930781,44.509859477241768,487899.11365644372,486406.86853005976
53,4,73.470135876846896,49.67658705205033,488274.49666351336,486406.86853005976
54,4,71.50693843280753,19.868475506054669,486545.54765803198,486406.86853005976
55,4,71.870550713830085,44.509859477241768,487840.90556247265,486406.86853005976
56,4,69.425549176887472,48.489717718141399,488043.46432081901,486406.86853005976
57,5,66.456643957959173,24.052646108903474,486528.44530449394,486406.86853005976
58,5,68.868445788651286,19.830790090363703,486442.8878283751,486406.86853005976
59,5,73.013348954385563,43.797919960376376,487831.8380376132,486406.86853005976
60,5,70.24251137040217,15.983429982576208,489351.50478331803,486406.86853005976
61,5,71.870550713830085,43.63549895870851,487777.59267871466,486406.86853005976
62,5,65.66923209956029,19.187554007796955,486614.95701294567,486406.86853005976
63,5,68.707298133111763,19.566259992927915,486566.75554479682,486406.86853005976
64,5,61.601232278651096,15.822363368231123,489124.2409807826,486406.86853005976
65,5,80.102891084289567,45.713562795801423,488234.10968631285,486406.86853005976
66,5,73.436305440930781,18.617807395793058,487254.96917600412,486406.86853005976
67,5,68.082100124205098,20.726676719968594,486004.28343028715,486004.28343028715
68,6,73.645383312247532,44.35111733549175,487895.39168335602,486004.28343028715
69,6,66.801959239734231,16.519028566934534,488627.25596532278,486004.28343028715
70,6,68.614022301204798,18.657215608509283,487013.60225001653,486004.28343028715
71,6,76.545997350899938,24.819871178444032,486613.49752629781,486004.28343028715
72,6,66.456643957959173,28.52224688579021,486852.09133886191,486004.28343028715
73,6,73.013348954385563,43.797919960376376,487831.8380376132,486004.28343028715
74,6,72.237402938743642,42.82200114282535,487732.32489749673,486004.28343028715
75,6,66.236101484419379,24.725361967773274,486661.1449211021,486004.28343028715
76,6,68.812122365129412,49.405093190927325,488104.01391529921,486004.28343028715
77,6,65.608722552017582,19.830790090363703,486566.93953062675,486004.28343028715
78,6,71.870550713830085,42.917598310886582,487725.60913268081,486004.28343028715
79,7,68.614022301204798,18.271156892629932,487205.19400326884,486004.28343028715
80,7,56.109491429469536,19.830790090363703,490195.14224909485,486004.28343028715
81,7,73.560682550805069,44.37554630465992,487894.01178360399,486004.28343028715
82,7,68.166800885647575,20.701487691490023,486006.82614354714,486004.28343028715
83,7,66.236101484419379,24.156110626599272,486619.92514593049,486004.28343028715
84,7,68.614022301204798,19.372885394872156,486658.43236658117,486004.28343028715
85,7,66.801959239734231,29.134996679093156,486764.95642285736,486004.28343028715
86,7,66.456643957959173,22.705439023272199,486430.8933636155,486004.28343028715
87,7,62.479724997094067,24.759687994809536,488094.14977402019,486004.28343028715
88,7,67.017437074117026,19.796464063327441,486374.78255075437,486004.28343028715
89,7,66.804124641296212,17.010363949971438,488108.13631025568,486004.28343028715
