evaluation,generation,energy,power,cost,best_cost
1,0,94.35325056105539,21.173946500370793,487232.70999756991,487232.70999756991
2,0,78.480541196997706,31.60751833532353,487152.37186977611,487152.37186977611
3,0,29.432856119692818,46.522655889031142,503241.29645974905,487152.37186977611
4,0,86.933154467856937,21.386229183073528,486906.80517126224,486906.80517126224
5,0,97.317681463289389,15.103594883080905,491368.43246769626,486906.80517126224
6,0,80.549586792812207,35.640330407637983,487521.30812046194,486906.80517126224
7,0,47.106052122569999,6.3862461747954358,504608.70365449652,486906.80517126224
8,0,89.479820308279685,30.813463571660364,487589.00200448185,486906.80517126224
9,0,39.030825765317736,20.960556674670634,497087.63265125884,486906.80517126224
10,0,65.197301946040511,20.616279107570413,486762.18876807101,486762.18876807101
11,0,50.757990814917001,21.692106621963998,492465.13067931315,486762.18876807101
12,0,5.5202853947210144,16.268414014836516,516277.75158677367,486762.18876807101
13,1,49.372828377994857,20.478653293043859,492929.9335865071,486762.18876807101
14,1,66.58246438295771,21.697008189688422,486309.95691111393,486309.95691111393
15,1,78.473878707613835,31.367404143072914,487134.73739768134,486309.95691111393
16,1,65.203964435405382,21.170458214860524,486796.79538280412,486309.95691111393
17,1,88.075530500580285,36.555286266970455,487893.02728998393,486309.95691111393
18,1,55.697717706804809,23.96265389321486,490658.62728047173,486309.95691111393
19,1,81.667220267479109,24.514440086267538,486832.64844740229,486309.95691111393
20,1,65.173243957590245,31.60751833532353,487564.24724490003,486309.95691111393
21,1,71.805664892581603,20.616279107570413,486188.17098651832,486188.17098651832
22,1,89.763937771251008,20.808961885936846,487005.99913819297,486188.17098651832
23,1,96.768733042516956,35.606475110596016,488231.97420730721,486188.17098651832
24,2,88.95210802650162,25.504575454974752,487223.90469496965,486188.17098651832
25,2,71.730763797390267,19.988666202432107,486496.19512508437,486188.17098651832
26,2,63.677567507905302,20.616279107570413,487337.95597278187,486188.17098651832
27,2,63.750678403633366,21.665341869991138,487386.07673104637,486188.17098651832
28,2,65.197301946040511,19.458414005446745,486699.98385717231,486188.17098651832
29,2,79.603350155743783,20.616279107570413,486546.8395151677,486188.17098651832
30,2,87.775077330306274,36.539902664633857,487878.21979839157,486188.17098651832
31,2,99.460622645948433,35.621858712932621,488356.78010969359,486188.17098651832
32,2,64.427976435407103,22.964458686207674,487222.21491107729,486188.17098651832
33,2,66.58246438295771,19.254926645996317,486623.52733385045,486188.17098651832
34,2,81.303554171187898,23.698734583586297,486772.09817492432,486188.17098651832
35,3,86.962512021843139,23.698734583586297,487032.392097737,486188.17098651832
36,3,54.966829776778653,17.110517211062803,490454.07955922955,486188.17098651832
37,3,66.73265952677076,19.254926645996317,486630.43582905707,486188.17098651832
38,3,65.047106802227461,19.223819215688273,486743.25360898417,486188.17098651832
39,3,74.593889006713184,21.72791237399958,486357.59502910043,486188.17098651832
40,3,71.805664892581603,20.553708603561972,486219.22323860356,486188.17098651832
41,3,88.95210802650162,26.838116100515958,487309.51640154421,486188.17098651832
42,3,71.805664892581603,20.616279107570413,486188.17098651832,486188.17098651832
43,3,70.160113686649623,22.138113584916471,486175.69314269803,486175.69314269803
44,3,74.634727089742725,14.764700035969664,490798.91757396155,486175.69314269803
45,3,81.303554171187898,23.698734583586297,486772.09817492432,486175.69314269803
46,4,72.293596045292858,19.993234370855497,486519.81653119694,486175.69314269803
47,4,65.044058407339435,18.778366452301373,486789.27107286622,486175.69314269803
48,4,60.17579843699518,20.59611016690225,488670.05413733126,486175.69314269803
49,4,66.73265952677076,22.239609576192809,486292.0489955243,486175.69314269803
50,4,76.250181808270639,20.616279107570413,486392.60451889917,486175.69314269803
51,4,71.096927802381757,19.254926645996317,486831.1781812046,486175.69314269803
52,4,71.805664892581603,20.054314360504705,486467.06071683264,486175.69314269803
53,4,74.509173101553344,20.553073729600815,486343.8910236602,486175.69314269803
54,4,66.746479724777046,18.029790032464113,487239.07765932067,486175.69314269803
55,4,62.56704843151558,19.223819215688273,487665.84327207436,486175.69314269803
56,4,70.058172886343044,22.721027283199721,486202.32053042605,486175.69314269803
57,5,72.773106844404793,17.952733731889381,487554.52439822117,486175.69314269803
58,5,76.233514191370347,24.456857634123896,486579.62183620816,486175.69314269803
59,5,92.350227257345651,19.254926645996317,487764.30588580942,486175.69314269803
60,5,79.661512261882478,22.721027283199721,486644.04336069548,486175.69314269803
61,5,65.66321639010215,22.087479472468232,486688.30306725245,486175.69314269803
62,5,71.608060453506283,21.24882440705619,486194.51806076628,486175.69314269803
