evaluation,generation,energy,power,cost,best_cost
1,0,69.39330806573642,33.865619939520371,486978.05750413612,486978.05750413612
2,0,12.864422431763622,10.116862255909821,509602.85397894291,486978.05750413612
3,0,65.334552133458729,43.40556976843223,488357.12000113755,486978.05750413612
4,0,20.17791344404063,14.81083866885812,505666.87029531132,486978.05750413612
5,0,71.658463592358274,26.181485180117381,486505.85428930476,486505.85428930476
6,0,41.522193064071146,20.711651212292878,496079.15109789139,486505.85428930476
7,0,6.3853753143692016,25.459977466020117,516081.58369373507,486505.85428930476
8,0,30.145327959967748,22.508453898077079,500732.25436541904,486505.85428930476
9,0,54.029781933336785,35.761536143249799,492178.48442547483,486505.85428930476
10,0,62.475237717822928,38.421700424985737,489085.13181224186,486505.85428930476
11,0,0,0,521956.5,486505.85428930476
12,0,54.20625487554652,43.310345588878469,492728.22988424619,486505.85428930476
13,1,54.068863571319831,43.310345588878469,492784.25994470337,486505.85428930476
14,1,69.530699369960715,32.261986664838695,486867.04523797217,486505.85428930476
15,1,46.855198984283938,10.116862255909821,497027.87831421191,486505.85428930476
16,1,12.455471776507514,17.592986524173199,510543.44706047437,486505.85428930476
17,1,69.39330806573642,32.643689498690122,486889.57690795092,486505.85428930476
18,1,39.359201505658724,22.205183803907197,497036.51670063246,486505.85428930476
19,1,35.334548723896866,24.360450103280623,498780.68920162797,486505.85428930476
20,1,61.178101400586733,39.169636574148043,489633.27121936122,486505.85428930476
21,1,62.475237717822928,46.900812239732318,489745.44763975608,486505.85428930476
22,1,43.44655609022238,16.888669699680356,495034.52032978227,486505.85428930476
23,1,15.24192076112088,10.116862255909821,508222.77114404517,486505.85428930476
24,2,71.658463592358274,24.713659456600922,486399.56829235039,486399.56829235039
25,2,71.658463592358274,26.181485180117381,486505.85428930476,486399.56829235039
26,2,69.39330806573642,32.939071715393787,486910.96568243694,486399.56829235039
27,2,46.855198984283938,9.8233056376577181,497499.88296625146,486399.56829235039
28,2,71.658463592358274,26.181485180117381,486505.85428930476,486399.56829235039
29,2,75.755569110611162,31.623921135210523,487052.25674515625,486399.56829235039
30,2,69.476404947193004,43.476435783683314,487677.07068878377,486399.56829235039
31,2,53.98576668986103,32.477598428171419,491958.25460809231,486399.56829235039
32,2,46.855198984283938,9.1491879457653837,498600.73187186779,486399.56829235039
33,2,54.068863571319831,42.479671652917979,492713.52905749728,486399.56829235039
34,2,71.131963212990584,26.134780701813781,486482.89935226989,486399.56829235039
35,3,70.164314822474864,32.408349680315972,486901.19858201261,486399.56829235039
36,3,66.203542735706364,33.217285397161952,487288.44851779321,486399.56829235039
37,3,72.197254669247798,25.402693653457032,486469.49156232248,486399.56829235039
38,3,71.605243747053407,42.91281666789839,487715.39990813122,486399.56829235039
39,3,71.658463592358274,24.731382593674958,486400.85163359658,486399.56829235039
40,3,76.022923677700319,26.914422532879478,486721.17869334691,486399.56829235039
41,3,74.141155039488652,31.811669321433314,487005.83464430092,486399.56829235039
42,3,71.658463592358274,28.374084885468843,486664.62153385684,486399.56829235039
43,3,69.804775242451697,26.181485180117381,486436.94204922073,486399.56829235039
44,3,74.148981764669699,27.180735127315558,486670.7973405784,486399.56829235039
45,3,71.082939918396022,26.086998057122571,486477.61690963613,486399.56829235039
46,4,69.809919549923876,26.030298495895355,486426.185789023,486399.56829235039
47,4,77.180194412162962,27.163811574780901,486788.95536506467,486399.56829235039
48,4,70.366159419351106,26.181485180117381,486457.81192261598,486399.56829235039
49,4,74.148981764669699,27.180735127315558,486670.7973405784,486399.56829235039
50,4,72.197254669247798,30.1562840585045,486813.70142812555,486399.56829235039
51,4,68.692951806132001,25.402693653457032,486339.2165027454,486339.2165027454
52,4,71.658463592358274,30.920390569880315,486849.00080578437,486339.2165027454
53,4,68.47596180651712,24.731927401904997,486282.57921771688,486282.57921771688
54,4,69.715526358265791,25.402693653457032,486377.23147059925,486282.57921771688
55,4,72.28650355343369,26.181485180117381,486529.20214094414,486282.57921771688
56,4,63.49706432665667,34.426781980654724,488406.72140371171,486282.57921771688
57,5,68.692951806132001,23.995954351478627,486237.35380421783,486237.35380421783
58,5,70.366159419351106,26.181485180117381,486457.81192261598,486237.35380421783
59,5,68.692951806132001,26.505452364304446,486419.06781418191,486237.35380421783
60,5,81.786688838506748,25.402693653457032,486887.77769000706,486237.35380421783
61,5,69.715526358265791,21.120890396974488,486100.59445749421,486100.59445749421
62,5,69.715526358265791,24.048999932590789,486279.20982920961,486100.59445749421
63,5,70.366159419351106,26.079456061282595,486450.42394293984,486100.59445749421
64,5,69.715526358265791,26.123577237387273,486429.43101253291,486100.59445749421
65,5,73.762681694305286,25.402693653457032,486527.6874737285,486100.59445749421
66,5,71.658463592358274,24.713659456600922,486399.56829235039,486100.59445749421
67,5,68.47596180651712,26.946641144417505,486442.94775079278,486100.59445749421
68,6,68.149017538245801,24.049007279921614,486220.97423329961,486100.59445749421
69,6,68.703461235680038,23.995947004147805,486237.7439680362,486100.59445749421
70,6,68.692951806132001,25.994190648351385,486382.04709686222,486100.59445749421
71,6,66.151760416057044,23.331055187882601,486592.3015925074,486100.59445749421
72,6,70.326471024459792,26.505452364304446,486479.79510340479,486100.59445749421
73,6,55.826085319672885,20.599061355054058,490363.85011973197,486100.59445749421
74,6,72.473686146951025,23.995954351478627,486381.92032244161,486100.59445749421
75,6,72.359223631679825,25.451057256039519,486479.01491142821,486100.59445749421
76,6,68.594421529920737,24.048999932590789,486237.53192521312,486100.59445749421
77,6,67.759202039489281,25.221287286315334,486291.36793615983,486100.59445749421
78,6,71.088397999185446,21.120890396974488,486163.74215259223,486100.59445749421
79,7,68.703461235680038,26.727421431037524,486435.53140149394,486100.59445749421
80,7,64.073464199268159,23.809173938876945,487418.38802550174,486100.59445749421
81,7,72.359223631679825,23.705278980801648,486361.03922871174,486100.59445749421
82,7,68.692951806132001,25.994190648351385,486382.04709686222,486100.59445749421
83,7,71.088397999185446,21.445711414302664,486181.1927713246,486100.59445749421
84,7,66.375164319331915,21.041308562239802,486346.85438646091,486100.59445749421
85,7,74.568276384845092,21.770129423252008,486358.68499081308,486100.59445749421
86,7,78.243543585863449,25.451057256039519,486727.90925017273,486100.59445749421
87,7,70.379041913833163,26.505452364304446,486481.7494652312,486100.59445749421
88,7,68.650890346306682,23.995947004147805,486235.78960620455,486100.59445749421
89,7,69.107587714156153,21.120890396974488,486072.63122845767,486072.63122845767
