evaluation,generation,energy,power,cost,best_cost
1,0,17.893481367543618,33.796092457181956,508792.30379110714,508792.30379110714
2,0,46.726840114348512,21.672523719862163,494072.11228872184,494072.11228872184
3,0,35.49173343096512,40.573321063396925,500143.50869986118,494072.11228872184
4,0,90.514383667717397,12.980893632037189,494296.96308252972,494072.11228872184
5,0,65.278480268513192,18.423624531000616,486976.10370048706,486976.10370048706
6,0,96.696220016239053,46.393257224177518,488921.13728687901,486976.10370048706
7,0,63.587080414465134,38.872944368558898,488694.38994273508,486976.10370048706
8,0,51.515369632235178,42.165286626900652,493728.10944222088,486976.10370048706
9,0,44.838054540010319,20.246560399119282,494722.4691855709,486976.10370048706
10,0,27.789921550015904,15.184987557953155,501419.59836427326,486976.10370048706
11,0,52.581684334524837,24.391042730799416,491932.9216339179,486976.10370048706
12,0,66.318062047259545,5.5778217065062954,507219.87852476188,486976.10370048706
13,0,44.770190153872079,21.433136050957611,494835.46711698436,486976.10370048706
14,0,19.539759987155403,31.768964195272378,507601.62166552508,486976.10370048706
15,0,43.531315595064456,18.499617668531741,495117.35145841248,486976.10370048706
16,0,20.941612123621955,44.358082573648076,507966.28527544282,486976.10370048706
17,0,79.746231552143271,32.301935450824054,487249.7079397107,486976.10370048706
18,0,34.510057866729213,47.606890594084177,501225.08551897213,486976.10370048706
19,0,56.337737450254558,24.474323282897842,490440.31432564411,486976.10370048706
20,0,90.044959900422199,19.370381175583809,487624.80603025435,486976.10370048706
21,0,69.599487013378337,19.121914726806654,486828.3113546386,486828.3113546386
22,0,26.155304631179998,36.537840027538493,504143.23834174412,486828.3113546386
23,0,22.789197890735768,27.189964534319635,505232.99875849916,486828.3113546386
24,0,58.002845302055619,13.50078641395063,492107.61891045689,486828.3113546386
25,0,73.124065835844462,29.68173790810836,486813.79419625597,486813.79419625597
26,0,62.150325962593769,21.746494255857346,488001.40604671248,486813.79419625597
27,0,42.019325992063386,27.267335506267532,496336.81433583255,486813.79419625597
28,0,46.997091240616982,35.403765028233039,494994.98997629259,486813.79419625597
29,0,57.717750449619921,23.732178934660983,489835.96019753203,486813.79419625597
30,0,0,0,521956.5,486813.79419625597
31,1,27.696592813039217,16.981332666148898,501568.26201055176,486813.79419625597
32,1,42.795953801385764,27.142744130827005,496024.49248923827,486813.79419625597
33,1,55.278980684609124,24.625473604188027,490873.69539448048,486813.79419625597
34,1,57.57601549879427,18.92225186068336,489544.22217300767,486813.79419625597
35,1,67.47573781416969,23.732178934660983,486173.00286048395,486173.00286048395
36,1,79.746231552143271,32.301935450824054,487249.7079397107,486173.00286048395
37,1,80.977150874460463,33.900172079590227,487411.19739504391,486173.00286048395
38,1,59.140718930405448,13.50078641395063,492159.95745020284,486173.00286048395
39,1,57.735716117748233,24.486184868308545,489883.3899753727,486173.00286048395
40,1,56.319771782126246,23.7903210735412,490397.95355260163,486173.00286048395
41,1,52.513921971570014,13.458432634475153,491922.75436080538,486173.00286048395
42,1,58.070607665010442,25.192245719728422,489804.57033172407,486173.00286048395
43,1,18.880987368498914,41.796410270801061,508957.9676269585,486173.00286048395
44,1,55.338262036563329,18.446366348285995,490402.61031298991,486173.00286048395
45,1,44.838054540010319,19.595469615978274,494675.32337535301,486173.00286048395
46,1,46.726840114348512,20.228080996740669,493967.51946655574,486173.00286048395
47,1,44.402728952984511,20.16898578210299,494890.54369080265,486173.00286048395
48,1,63.826726531612145,18.501199148016912,487158.41708669299,486173.00286048395
49,1,79.746231552143271,21.554363654780573,486585.26257535064,486173.00286048395
50,1,63.552441160153144,32.494066051926112,488245.6836322695,486173.00286048395
51,1,90.111736909090212,22.546689235155679,487115.35409690661,486173.00286048395
52,1,66.952745303715702,21.043687642820906,486132.12022223405,486132.12022223405
