evaluation,generation,energy,power,cost,best_cost
1,0,62.509546660466697,45.374621043630896,489602.12597522559,489602.12597522559
2,0,77.568569024519348,15.134323549576633,490518.53919411253,489602.12597522559
3,0,30.016628491122542,44.309905042831787,502781.93421666831,489602.12597522559
4,0,0,0,521956.5,489602.12597522559
5,0,79.706942875204618,26.057072877967435,486834.12640145799,486834.12640145799
6,0,30.303242681931351,17.529152544534799,500352.83851260645,486834.12640145799
7,0,25.48695876541246,25.028433764719097,503436.52004506247,486834.12640145799
8,0,50.454825895795331,29.907380843352161,493180.96339000063,486834.12640145799
9,0,99.550028343439266,40.669786364618886,488684.96337301633,486834.12640145799
10,0,62.217922944116268,49.50320664568482,490067.29989034066,486834.12640145799
11,0,21.530869823559897,12.209541523603004,504757.64397473971,486834.12640145799
12,0,61.253960427303078,6.9773903582622516,503928.3647284233,486834.12640145799
13,0,0,0,521956.5,486834.12640145799
14,0,46.620602532528906,46.272549793678351,496107.64265919197,486834.12640145799
15,0,62.922625449101041,28.135294096978125,488169.91186925245,486834.12640145799
16,0,49.687343539350422,16.138171491229887,492490.14787510445,486834.12640145799
17,0,0,0,521956.5,486834.12640145799
18,0,69.203212088183918,14.027302579414783,491751.74874362355,486834.12640145799
19,0,36.953631060220673,5.1680408923434182,506987.97154462303,486834.12640145799
20,0,83.00477298017455,11.950748647764794,495606.73175269994,486834.12640145799
21,0,26.759930456378545,44.61494692913729,504559.29722628911,486834.12640145799
22,0,50.97908098684232,43.121761086464119,494028.90491384699,486834.12640145799
23,0,63.971716694252621,38.379692631283568,488512.19451120711,486834.12640145799
24,0,9.1495605063045655,29.351471961941993,513849.31989421527,486834.12640145799
25,0,50.777223630034996,44.210271951179628,494215.31265886076,486834.12640145799
26,0,36.126405901415758,31.918283024324587,499051.45446268073,486834.12640145799
27,0,5.9251642345503619,22.443431049982792,516365.06249626185,486834.12640145799
28,0,32.303634625820663,11.758987808170335,500562.70127388427,486834.12640145799
29,0,81.633810381907566,22.07507771976406,486700.05988863565,486700.05988863565
30,0,97.874788441122163,31.549626185477461,488022.40438566811,486700.05988863565
31,1,84.798137985486647,16.487495065110611,489412.50473239418,486700.05988863565
32,1,46.76456735163363,46.734257286504572,496093.08205315418,486700.05988863565
33,1,40.455233520061398,22.07507771976406,496592.29629089433,486700.05988863565
34,1,80.205022361485078,11.355708484794844,496434.03369517945,486700.05988863565
35,1,76.257709420381005,26.998577893514501,486736.00075945246,486700.05988863565
36,1,50.369728512881188,15.134323549576633,492148.16350213561,486700.05988863565
37,1,49.679253807693456,20.224819467321364,492789.29184877832,486700.05988863565
38,1,54.289176057866051,43.154015938533703,492681.10220563278,486700.05988863565
39,1,35.718206718314107,24.120596069838633,498612.21413000027,486700.05988863565
